# Instance C102.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
26    -1
32    -1
36    -1
47    -1
48    -1
52    -1
56    -1
58    -1
62    -1
63    -1
64    -1
68    -1
74    -1
76    -1
77    -1
78    -1
79    -1
87    -1
89    -1
90    -1
91    -1
99    -1
104   -1
105   -1
108   -1
110   -1
111   -1
119   -1
122   -1
123   -1
27    0
28    0
29    420
30    0
31    570
33    203
34    29
35    199
37    0
38    27
39    343
40    25
41    409
42    68
43    37
44    141
45    0
46    0
49    11
50    145
51    0
53    111
54    304
55    248
57    10
59    0
60    24
61    329
65    122
66    66
67    59
69    284
70    356
71    236
72    244
73    0
75    0
80    87
81    44
82    34
83    70
84    0
85    547
86    396
88    142
92    10
93    663
94    377
95    126
96    269
97    0
98    52
100   0
101   46
102   185
103   93
106   38
107   0
109   409
112   33
113   529
114   172
115   5
116   0
117   263
118   94
120   0
121   0
124   588
125   473
