# Instance C204.100_25-5-5-5 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
26    -1
28    -1
30    -1
31    -1
32    -1
33    -1
34    -1
36    -1
37    -1
38    -1
39    -1
42    -1
44    -1
45    -1
46    -1
49    -1
52    -1
53    -1
54    -1
55    -1
56    -1
57    -1
58    -1
60    -1
61    -1
62    -1
63    -1
65    -1
66    -1
68    -1
69    -1
70    -1
71    -1
72    -1
74    -1
76    -1
77    -1
79    -1
80    -1
81    -1
82    -1
83    -1
84    -1
85    -1
87    -1
89    -1
90    -1
92    -1
93    -1
95    -1
97    -1
98    -1
99    -1
100   -1
101   -1
103   -1
104   -1
106   -1
108   -1
109   -1
110   -1
112   -1
114   -1
116   -1
117   -1
118   -1
121   -1
122   -1
123   -1
124   -1
27    0
29    98
35    0
40    137
41    0
43    0
47    0
48    1271
50    1337
51    0
59    0
64    0
67    0
73    0
75    0
78    908
86    0
88    0
91    0
94    424
96    0
102   590
105   0
107   0
111   0
113   0
115   0
119   0
120   0
125   289
