# Instance C107.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
31    -1
37    -1
40    -1
41    -1
46    -1
47    -1
52    -1
58    -1
59    -1
60    -1
61    -1
62    -1
65    -1
75    -1
83    -1
84    -1
88    -1
89    -1
90    -1
92    -1
94    -1
96    -1
100   -1
103   -1
105   -1
110   -1
112   -1
116   -1
117   -1
119   -1
26    26
27    701
28    11
29    662
30    9
32    108
33    189
34    425
35    220
36    336
38    29
39    42
42    6
43    32
44    39
45    9
48    389
49    12
50    83
51    198
53    384
54    190
55    205
56    20
57    17
63    20
64    63
66    60
67    16
68    3
69    278
70    167
71    329
72    917
73    447
74    332
76    567
77    143
78    185
79    101
80    29
81    13
82    10
85    261
86    378
87    128
91    335
93    337
95    197
97    276
98    208
99    228
101   124
102   202
104   91
106   28
107   34
108   108
109   127
111   25
113   91
114   120
115   8
118   206
120   3
121   32
122   7
123   19
124   241
125   165
