# Instance R206.100_25-5-5-5 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
26    -1
27    -1
29    -1
30    -1
31    -1
34    -1
40    -1
41    -1
45    -1
47    -1
48    -1
50    -1
51    -1
54    -1
55    -1
56    -1
58    -1
59    -1
61    -1
64    -1
67    -1
69    -1
71    -1
74    -1
75    -1
76    -1
77    -1
80    -1
82    -1
84    -1
85    -1
86    -1
87    -1
88    -1
89    -1
91    -1
92    -1
95    -1
97    -1
99    -1
103   -1
106   -1
109   -1
111   -1
112   -1
115   -1
116   -1
118   -1
123   -1
125   -1
28    0
32    0
33    239
35    220
36    128
37    0
38    173
39    8
42    411
43    107
44    118
46    0
49    470
52    6
53    2
57    106
60    314
62    0
63    140
65    10
66    248
68    16
70    3
72    44
73    0
78    9
79    97
81    322
83    141
90    3
93    485
94    89
96    51
98    45
100   0
101   51
102   561
104   218
105   171
107   0
108   0
110   0
113   45
114   138
117   9
119   0
120   0
121   0
122   103
124   109
