# Instance C108.100_25-5-5-5 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
26    -1
28    -1
32    -1
33    -1
36    -1
47    -1
52    -1
53    -1
54    -1
55    -1
56    -1
57    -1
58    -1
68    -1
69    -1
70    -1
76    -1
81    -1
84    -1
88    -1
91    -1
93    -1
95    -1
99    -1
101   -1
104   -1
110   -1
122   -1
124   -1
125   -1
27    615
29    246
30    14
31    68
34    361
35    14
37    243
38    24
39    315
40    84
41    343
42    19
43    14
44    29
45    10
46    452
48    319
49    8
50    33
51    135
59    291
60    33
61    269
62    25
63    78
64    134
65    135
66    44
67    13
71    351
72    366
73    367
74    46
75    645
77    167
78    3
79    3
80    3
82    35
83    182
85    81
86    166
87    136
89    139
90    4
92    7
94    789
96    184
97    250
98    76
100   548
102   32
103   15
105   320
106   33
107   57
108   86
109   201
111   26
112   9
113   161
114   265
115   14
116   47
117   182
118   40
119   69
120   76
121   27
123   3
