# Instance C109.100_25-5-5-5 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
26    -1
27    -1
28    -1
29    -1
31    -1
32    -1
33    -1
38    -1
44    -1
49    -1
54    -1
55    -1
56    -1
59    -1
60    -1
61    -1
62    -1
64    -1
67    -1
70    -1
71    -1
72    -1
73    -1
74    -1
75    -1
78    -1
79    -1
80    -1
81    -1
82    -1
84    -1
85    -1
88    -1
89    -1
92    -1
94    -1
96    -1
97    -1
99    -1
106   -1
107   -1
109   -1
113   -1
114   -1
118   -1
119   -1
120   -1
123   -1
124   -1
125   -1
30    9
34    364
35    125
36    100
37    361
39    26
40    4
41    169
42    16
43    11
45    8
46    407
47    649
48    345
50    8
51    265
52    105
53    162
57    10
58    10
63    10
65    75
66    9
68    0
69    4
76    267
77    184
83    166
86    29
87    0
90    11
91    212
93    88
95    111
98    104
100   747
101   25
102   415
103   10
104   114
105   302
108   75
110   364
111   21
112   8
115   10
116   267
117   173
121   13
122   305
