# Instance C105.100_25-5-5-5 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
27    -1
29    -1
31    -1
32    -1
33    -1
34    -1
35    -1
37    -1
38    -1
39    -1
41    -1
42    -1
43    -1
47    -1
48    -1
49    -1
50    -1
51    -1
53    -1
54    -1
55    -1
56    -1
58    -1
59    -1
60    -1
61    -1
62    -1
64    -1
66    -1
68    -1
69    -1
70    -1
71    -1
73    -1
74    -1
78    -1
79    -1
80    -1
82    -1
83    -1
84    -1
85    -1
86    -1
88    -1
90    -1
91    -1
92    -1
95    -1
97    -1
98    -1
99    -1
101   -1
102   -1
103   -1
105   -1
106   -1
107   -1
109   -1
110   -1
111   -1
112   -1
113   -1
114   -1
115   -1
118   -1
119   -1
121   -1
122   -1
123   -1
124   -1
26    211
28    10
30    8
36    255
40    134
44    71
45    1
46    346
52    163
57    18
63    224
65    211
67    5
72    296
75    342
76    338
77    383
81    207
87    51
89    108
93    440
94    614
96    82
100   127
104   34
108   59
116   439
117   302
120   9
125   274
