1	-1
12	-1
30	-1
31	-1
7	-1
2	-1
6	-1
83	-1
3	-1
14	-1
93	32
57	98
79	479
97	95
90	28
71	25
60	9
76	110
52	1
23	727
59	20
74	54
55	56
72	100
98	149
95	24
46	40
20	97
29	54
51	90
9	506
62	140
13	27
17	108
65	19
44	165
38	210
19	57
94	7
87	82
54	69
32	95
24	47
64	30
4	646
68	8
36	46
21	132
56	101
61	38
8	35
67	7
80	123
40	1
34	42
25	126
11	205
18	108
16	71
88	83
53	91
84	65
70	75
26	66
58	305
96	137
78	24
28	134
85	23
5	1
82	34
22	16
10	37
73	54
43	110
27	151
35	63
42	104
86	96
39	1
48	134
33	51
63	136
47	98
77	64
41	32
75	95
81	98
45	51
66	121
99	133
89	59
92	171
91	56
50	145
100	184
15	299
37	47
69	44
49	33
