62	-1
75	-1
5	-1
67	-1
95	-1
20	-1
63	-1
91	-1
24	-1
22	-1
43	-1
33	-1
41	-1
100	-1
47	-1
8	-1
76	-1
1	-1
69	-1
86	-1
9	-1
44	-1
29	-1
17	-1
58	-1
94	-1
97	-1
36	-1
37	-1
57	-1
93	1
12	1469
82	732
27	74
98	170
72	223
84	1264
70	787
61	151
2	62
48	2096
89	283
88	396
38	942
83	1150
4	486
66	287
81	1967
42	718
10	863
35	288
71	1635
21	1080
60	1008
56	285
85	742
6	121
59	1073
40	1038
23	1112
78	2170
96	2767
52	1713
51	1951
92	28
90	234
68	333
46	1657
49	651
45	617
7	921
74	12
26	1221
39	155
87	1246
28	506
73	1745
54	1065
55	690
31	559
32	318
14	1152
16	924
65	752
34	972
30	12
15	2134
77	2599
99	171
53	383
80	152
50	1483
79	702
13	865
19	1426
18	643
25	597
64	278
11	2076
3	990
