69	-1
95	-1
92	-1
56	-1
82	-1
65	-1
83	-1
7	-1
64	-1
60	-1
43	40
21	12
36	24
4	57
97	10
16	24
59	9
18	175
38	5
22	89
75	8
77	13
20	301
42	13
12	12
94	98
57	146
62	17
70	54
25	10
13	148
74	105
11	30
27	18
28	44
33	35
2	4
52	23
48	66
73	63
88	13
61	39
85	195
45	15
79	192
10	18
40	43
14	13
53	146
9	161
49	339
23	13
100	165
90	57
89	258
15	26
5	7
34	265
17	220
29	27
98	6
41	185
6	38
76	80
24	59
30	62
63	17
71	24
96	91
99	124
66	319
39	22
91	193
86	108
1	317
26	326
47	4
51	109
46	14
32	78
44	12
68	235
72	11
37	268
55	388
3	255
80	13
8	173
81	11
87	240
31	38
50	74
19	81
54	349
35	156
58	201
93	330
78	32
67	49
84	117
