5	-1
7	-1
12	-1
10	-1
16	-1
81	-1
54	-1
25	-1
3	-1
2	-1
57	-1
63	-1
100	-1
78	-1
8	-1
23	-1
51	-1
37	-1
14	-1
94	-1
34	-1
29	-1
20	-1
79	-1
27	-1
69	-1
56	-1
59	-1
67	-1
17	-1
30	-1
32	-1
46	-1
45	-1
50	-1
99	-1
26	-1
71	-1
77	-1
21	-1
28	-1
13	-1
98	-1
86	-1
35	-1
80	-1
18	-1
64	-1
73	-1
83	-1
87	-1
43	-1
22	-1
62	-1
15	-1
89	-1
72	-1
33	-1
41	-1
93	-1
70	-1
9	-1
44	-1
76	-1
84	-1
36	-1
47	-1
82	-1
91	-1
75	-1
31	-1
58	-1
60	-1
55	-1
52	-1
4	-1
65	-1
61	-1
68	-1
42	-1
85	-1
66	-1
39	-1
38	-1
74	-1
88	-1
96	-1
95	-1
49	-1
97	-1
40	53
19	7
90	17
6	65
48	5
53	52
24	14
11	14
1	22
92	9
