2	-1
16	-1
71	-1
19	-1
18	-1
27	-1
1	-1
12	-1
7	-1
14	-1
54	22
28	37
99	156
50	43
55	409
86	53
52	119
70	71
42	1
51	70
23	27
80	258
44	102
61	107
57	68
72	77
9	213
81	1
39	3
68	235
62	83
3	47
76	131
82	83
95	35
13	440
97	38
65	10
100	36
87	151
11	80
20	107
69	17
32	90
75	73
74	447
64	118
8	196
60	100
56	390
58	535
83	29
15	105
66	225
84	68
17	33
25	652
48	20
4	500
94	5
90	103
91	23
46	70
88	39
29	44
30	44
10	51
43	99
93	167
26	77
41	127
59	68
45	14
40	13
73	118
37	39
38	29
89	70
33	18
5	89
21	9
6	257
31	24
22	94
85	83
35	199
63	102
77	648
24	47
67	55
34	118
98	27
49	297
79	28
36	43
96	10
53	184
78	219
92	6
47	29
