3	-1
6	-1
61	-1
7	-1
1	-1
14	-1
10	-1
2	-1
5	-1
58	-1
56	-1
40	-1
66	-1
50	-1
37	-1
94	-1
65	-1
29	-1
78	-1
35	-1
12	-1
82	-1
81	-1
27	-1
98	-1
49	-1
8	-1
84	-1
99	-1
13	-1
42	-1
16	-1
9	-1
36	-1
33	-1
15	-1
45	-1
69	-1
47	-1
86	-1
63	-1
32	-1
39	-1
88	-1
75	-1
46	-1
11	-1
52	-1
70	-1
59	-1
4	-1
51	-1
91	-1
87	-1
68	-1
23	-1
71	-1
74	-1
83	-1
41	-1
67	-1
62	-1
25	-1
90	-1
20	-1
28	-1
100	-1
92	-1
73	-1
22	-1
76	-1
77	-1
34	-1
18	-1
72	-1
60	-1
24	-1
30	-1
43	-1
54	-1
55	-1
96	-1
53	-1
17	-1
89	-1
79	-1
64	-1
19	-1
44	-1
38	-1
97	27
31	13
57	10
80	11
85	15
95	15
93	27
26	6
21	24
48	18
