26	-1
21	-1
65	-1
7	-1
12	-1
3	-1
59	-1
86	-1
2	-1
1	-1
98	74
46	432
83	123
95	32
54	6
68	15
23	388
19	77
51	451
91	78
77	11
94	28
4	443
78	40
45	17
41	61
18	144
56	83
55	57
93	451
73	465
75	82
100	296
89	125
82	86
14	388
5	124
69	122
36	383
99	732
25	121
10	117
81	33
30	271
66	514
42	2
87	69
47	811
43	5
44	211
58	261
62	254
48	4
13	29
29	287
71	291
53	257
24	45
16	230
64	149
34	144
11	237
70	236
96	150
88	171
38	459
22	671
85	49
60	467
32	30
15	76
50	15
37	103
67	1
52	49
72	108
28	210
49	732
61	487
27	96
63	75
31	16
97	119
20	4
39	9
79	546
40	40
92	58
84	154
9	204
17	55
76	114
57	33
33	9
8	225
6	300
90	133
35	201
74	158
80	567
