98	-1
92	-1
83	-1
65	-1
82	-1
69	-1
39	-1
79	-1
36	-1
62	-1
73	-1
1	-1
21	-1
68	-1
33	-1
51	-1
16	-1
7	-1
34	-1
26	-1
31	-1
15	-1
93	-1
48	-1
60	-1
29	-1
28	-1
8	-1
40	-1
74	-1
86	44
22	11
4	2
66	63
35	2
6	37
67	51
38	40
18	61
23	32
81	11
9	52
71	15
91	126
72	26
94	69
41	10
44	26
24	73
54	41
32	7
56	91
20	65
27	40
50	84
89	4
46	93
30	7
99	35
13	92
87	25
85	17
78	33
25	62
63	30
19	55
77	22
43	7
45	7
61	3
59	9
12	35
90	17
84	43
57	73
3	37
42	31
88	15
49	56
76	51
14	3
55	30
37	64
17	96
11	34
2	32
70	113
95	7
96	27
80	2
52	17
58	116
47	9
53	57
75	22
100	31
5	5
10	46
97	59
64	17
