24	-1
13	-1
67	-1
3	-1
90	-1
43	-1
5	-1
42	-1
65	-1
73	-1
66	9
2	435
95	93
39	444
45	438
68	394
56	12
22	583
18	45
36	48
40	208
50	125
48	6
89	299
21	399
97	68
16	152
12	470
20	9
27	195
28	320
55	53
1	360
37	61
30	291
85	57
15	17
83	5
8	173
47	512
34	420
87	8
11	217
4	329
23	457
78	4
31	58
10	148
17	38
94	200
99	297
63	64
6	293
60	305
76	166
52	606
35	95
98	25
44	285
81	3
33	17
46	345
93	159
62	125
32	18
69	11
88	108
64	342
41	92
70	195
82	74
84	245
86	133
53	217
75	318
58	160
9	356
61	472
7	37
19	34
92	36
38	327
29	193
71	57
80	118
51	490
72	311
57	15
100	191
54	147
49	33
59	459
25	95
77	1
91	228
79	495
74	145
14	305
26	540
96	18
