2	-1
28	-1
27	-1
95	-1
5	-1
92	-1
70	-1
79	-1
69	-1
30	-1
6	25
65	12
1	89
41	11
14	10
9	19
100	15
52	20
50	77
97	85
68	15
43	12
74	4
77	14
58	57
31	17
66	48
29	19
87	57
81	60
17	17
82	24
62	6
24	19
94	35
44	27
55	19
22	20
37	17
33	8
86	39
18	2
48	50
26	32
61	40
59	3
4	61
84	29
34	93
90	21
7	48
53	4
71	41
64	7
96	35
76	5
42	6
32	22
20	57
67	11
23	23
46	56
91	24
85	6
80	24
83	12
10	97
13	26
19	44
16	27
47	17
40	9
73	15
11	11
36	36
56	61
49	68
89	107
8	12
51	22
78	21
57	50
99	30
15	27
75	24
25	4
54	48
72	10
12	31
21	6
45	9
3	36
38	11
35	42
63	31
88	15
93	37
39	2
98	26
60	56
