65	-1
98	-1
64	-1
95	-1
82	-1
92	-1
71	-1
39	-1
83	-1
52	-1
5	9
30	25
32	46
19	33
87	9
10	48
73	1
27	13
12	4
70	28
58	3
48	5
79	13
4	25
62	24
57	13
11	5
3	14
17	10
72	6
20	74
97	48
94	8
25	4
88	14
56	26
46	56
45	1
15	19
35	54
91	64
38	3
43	46
85	20
49	15
59	2
61	26
8	18
63	8
7	46
26	14
1	35
55	91
84	57
69	5
86	44
74	69
89	32
28	19
21	37
24	29
2	23
40	56
9	23
67	19
53	22
13	43
81	8
76	4
22	35
44	29
90	39
54	44
16	27
50	74
78	10
29	19
51	22
23	43
93	16
47	28
34	69
18	31
6	43
66	9
41	46
60	61
33	1
31	26
68	40
14	27
100	10
37	9
36	35
75	50
42	1
96	60
99	39
77	27
80	1
