59	-1
25	-1
95	-1
52	-1
31	-1
23	-1
38	-1
2	-1
27	-1
24	-1
22	74
76	25
75	4
32	1
87	7
36	31
41	50
81	20
68	41
35	93
39	26
77	51
82	13
96	11
49	35
70	29
5	5
53	27
98	18
92	13
47	19
97	17
74	122
51	19
42	23
16	13
1	8
45	11
6	30
99	16
20	34
66	67
63	33
3	23
9	29
7	9
11	54
57	24
30	20
4	11
18	5
83	12
60	45
43	62
19	1
84	49
13	89
64	27
65	30
28	2
100	35
88	22
12	10
69	31
94	17
78	40
8	63
50	14
48	11
79	50
10	89
85	16
40	55
55	45
17	92
46	13
73	5
56	22
62	37
14	18
67	51
93	112
26	36
61	11
89	3
44	7
86	16
90	40
54	47
33	3
29	14
80	42
34	23
91	4
58	86
37	39
15	15
72	13
21	3
71	28
