RC105.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    27    46    0      240    0      [0,1,2,4] 	[] 	[0,4,0,4,5]
2    71    48    0      240    0      [0,1,3] 	[0,1,2,3] 	[0,3,0,2,0]
3    15    5     0      240    0      [0,2,3,4] 	[0,1,2,3,4] 	[0,2,0,0,4]
4    90    2     0      240    0      [2,3,4] 	[1,2,3,4] 	[0,2,0,0,5]
5    83    61    0      240    0      [0,1,3,4] 	[3] 	[0,3,0,3,5]
6    0     75    0      240    0      [1,2,3,4] 	[1,2,3,4] 	[0,4,0,3,0]
7    50    54    0      240    0      [0,1,3,4] 	[0,1,2,3,4] 	[0,2,0,4,0]
8    71    88    0      240    0      [0,2] 	[2,3,4] 	[0,3,0,0,5]
9    66    85    0      240    0      [1,4] 	[] 	[0,4,0,5,0]
10   77    21    0      240    0      [1,2,4] 	[1,4] 	[0,4,0,5,2]
11   76    5     0      240    0      [0,3] 	[] 	[0,5,0,0,5]
12   32    0     0      240    0      [0,1] 	[1] 	[0,3,0,4,0]
13   71    94    0      240    0      [0,2,3,4] 	[] 	[0,2,0,0,2]
14   25    85    71     191    10     [2] 	[] 	[0,0,0,0,1]
15   22    75    30     150    10     [1] 	[1,3] 	[0,0,0,0,0]
16   22    85    64     184    10     [0] 	[] 	[0,0,0,0,0]
17   20    80    151    161    10     [2] 	[3] 	[0,0,0,0,1]
18   20    85    40     160    10     [0] 	[] 	[0,1,0,0,0]
19   18    75    96     123    10     [1] 	[1,3] 	[0,1,0,0,0]
20   15    75    35     155    10     [1] 	[1,3] 	[0,1,0,1,0]
21   15    80    101    111    10     [1] 	[1,3] 	[0,0,0,1,0]
22   10    35    101    111    10     [2] 	[] 	[0,0,0,0,1]
23   10    40    123    144    10     [1] 	[3] 	[0,0,0,1,0]
24   8     40    69     79     10     [3] 	[3] 	[0,0,0,0,0]
25   8     45    32     152    10     [2] 	[] 	[0,0,0,0,1]
26   5     35    152    162    10     [1] 	[] 	[0,1,0,1,0]
27   5     45    35     117    10     [0] 	[2] 	[0,0,0,0,0]
28   2     40    68     78     10     [3] 	[1] 	[0,0,0,0,1]
29   0     40    59     114    10     [4] 	[3,4] 	[0,0,0,0,0]
30   0     45    147    180    10     [2] 	[] 	[0,0,0,0,0]
31   44    5     79     124    10     [0] 	[2] 	[0,1,0,0,0]
32   42    10    58     115    10     [2] 	[] 	[0,0,0,0,1]
33   42    15    111    162    10     [3] 	[1,3] 	[0,0,0,0,0]
34   40    5     45     165    10     [4] 	[3,4] 	[0,0,0,0,0]
35   40    15    94     119    10     [2] 	[3,4] 	[0,0,0,0,1]
36   38    5     75     85     10     [1] 	[1] 	[0,1,0,0,0]
37   38    15    128    194    10     [3] 	[3] 	[0,0,0,0,1]
38   35    5     171    181    10     [0] 	[0,2] 	[0,0,0,0,0]
39   95    30    58     171    10     [0] 	[0] 	[0,0,0,0,0]
40   95    35    60     93     10     [1] 	[1] 	[0,0,0,0,0]
41   92    30    55     120    10     [1] 	[1,3] 	[0,0,0,0,0]
42   90    35    52     112    10     [4] 	[2,3] 	[0,1,0,0,0]
43   88    30    75     102    10     [4] 	[] 	[0,1,0,0,0]
44   88    35    50     170    10     [2] 	[3,4] 	[0,0,0,0,0]
45   87    30    116    175    10     [1] 	[3] 	[0,0,0,0,0]
46   85    25    51     85     10     [1] 	[3] 	[0,1,0,0,0]
47   85    35    62     182    10     [4] 	[2,3] 	[0,1,0,0,0]
48   67    85    138    169    10     [3] 	[3] 	[0,0,0,0,0]
49   65    85    43     78     10     [2] 	[3] 	[0,0,0,0,0]
50   65    82    69     189    10     [3] 	[] 	[0,0,0,0,1]
51   62    80    85     95     10     [4] 	[3,4] 	[0,1,0,0,0]
52   60    80    36     74     10     [1] 	[] 	[0,1,0,0,0]
53   60    85    87     112    10     [0] 	[] 	[0,1,0,0,0]
54   58    75    92     121    10     [2] 	[] 	[0,0,0,0,1]
55   55    80    33     66     10     [0] 	[] 	[0,1,0,0,0]
56   55    85    117    168    10     [3] 	[1,3] 	[0,0,0,0,1]
57   55    82    74     84     10     [2] 	[] 	[0,0,0,0,1]
58   20    82    37     72     10     [1] 	[1] 	[0,1,0,1,0]
59   18    80    98     157    10     [4] 	[3,4] 	[0,0,0,0,0]
60   2     45    38     109    10     [0] 	[0,2] 	[0,1,0,0,0]
61   42    5     64     184    10     [2] 	[3] 	[0,0,0,0,0]
62   42    12    109    128    10     [2] 	[3,4] 	[0,0,0,0,1]
63   72    35    71     191    10     [0] 	[] 	[0,1,0,0,0]
64   55    20    69     126    10     [3] 	[1,3] 	[0,0,0,0,1]
65   25    30    25     145    10     [4] 	[4] 	[0,0,0,0,0]
66   20    50    101    111    10     [4] 	[3,4] 	[0,0,0,0,0]
67   55    60    127    180    10     [2] 	[4] 	[0,0,0,0,0]
