R112.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    34    88    0      230    0      [0,1,3] 	[0,1,2,4] 	[3,5,3,0,0]
2    73    68    0      230    0      [2,4] 	[0,1,2,3,4] 	[4,5,0,0,0]
3    22    15    0      230    0      [0,1,2,3] 	[1,3] 	[3,3,3,0,0]
4    82    82    0      230    0      [2,4] 	[] 	[5,5,0,0,0]
5    81    22    0      230    0      [0,3,4] 	[0] 	[0,4,3,0,0]
6    42    56    0      230    0      [0,2,4] 	[0,1,2,3,4] 	[5,2,0,0,0]
7    83    28    0      230    0      [0,3] 	[2,4] 	[0,4,2,0,0]
8    28    92    0      230    0      [0,1,4] 	[0,1,2,4] 	[3,5,0,0,0]
9    7     2     0      230    0      [0,1,4] 	[2] 	[2,3,0,0,0]
10   40    99    0      230    0      [1,2,3] 	[0,1,2,3,4] 	[3,4,2,0,0]
11   2     79    0      230    0      [0,2,3,4] 	[1,2,4] 	[4,4,5,0,0]
12   93    38    0      230    0      [1,2,3,4] 	[0,3] 	[3,5,5,0,0]
13   54    37    0      230    0      [1,2,3,4] 	[0] 	[5,5,5,0,0]
14   41    49    73     204    10     [0] 	[2] 	[0,1,0,0,0]
15   35    17    18     147    10     [2] 	[] 	[1,1,0,0,0]
16   55    45    76     165    10     [1] 	[] 	[0,0,0,0,0]
17   55    20    73     195    10     [3] 	[] 	[0,0,1,0,0]
18   15    30    20     167    10     [3] 	[0,2] 	[0,0,1,0,0]
19   25    30    49     158    10     [2] 	[0,4] 	[1,0,0,0,0]
20   20    50    36     135    10     [3] 	[0,2] 	[0,0,0,0,0]
21   10    43    50     149    10     [4] 	[2] 	[1,1,0,0,0]
22   55    60    47     156    10     [2] 	[3] 	[1,1,0,0,0]
23   30    60    85     172    10     [1] 	[] 	[1,0,0,0,0]
24   20    65    33     152    10     [0] 	[1,2] 	[0,1,0,0,0]
25   50    35    15     133    10     [4] 	[] 	[1,1,0,0,0]
26   30    25    79     208    10     [0] 	[2,4] 	[0,1,0,0,0]
27   15    10    32     187    10     [4] 	[2] 	[1,1,0,0,0]
28   30    5     30     152    10     [2] 	[] 	[0,0,0,0,0]
29   10    20    29     139    10     [2] 	[3,4] 	[1,0,0,0,0]
30   5     30    60     189    10     [2] 	[0,4] 	[0,1,0,0,0]
31   20    40    47     136    10     [3] 	[0] 	[0,0,1,0,0]
32   15    60    32     146    10     [0] 	[1,2] 	[0,1,0,0,0]
33   45    65    79     182    10     [2] 	[] 	[0,0,0,0,0]
34   45    20    18     136    10     [4] 	[1,2] 	[1,1,0,0,0]
35   45    10    50     153    10     [1] 	[0,1] 	[0,0,0,0,0]
36   55    5     36     155    10     [3] 	[2] 	[0,0,1,0,0]
37   65    35    58     190    10     [3] 	[0,2] 	[0,0,0,0,0]
38   65    20    56     186    10     [4] 	[1,2] 	[0,0,0,0,0]
39   45    30    87     186    10     [0] 	[2] 	[0,0,0,0,0]
40   35    40    5      140    10     [3] 	[] 	[0,0,1,0,0]
41   41    37    6      136    10     [3] 	[0,2] 	[0,0,1,0,0]
42   64    42    29     150    10     [2] 	[3] 	[1,1,0,0,0]
43   40    60    25     132    10     [2] 	[3] 	[1,1,0,0,0]
44   31    52    17     138    10     [3] 	[0] 	[0,0,0,0,0]
45   35    69    67     186    10     [3] 	[0,2] 	[0,0,0,0,0]
46   53    52    24     161    10     [4] 	[2] 	[1,1,0,0,0]
47   65    55    70     173    10     [4] 	[1,2] 	[0,0,0,0,0]
48   63    65    54     178    10     [1] 	[0,1] 	[0,0,0,0,0]
49   2     60    41     178    10     [1] 	[0,4] 	[1,0,0,0,0]
50   20    20    87     190    10     [2] 	[3] 	[1,0,0,0,0]
51   5     5     42     153    10     [1] 	[0,1] 	[0,0,0,0,0]
52   60    12    33     186    10     [1] 	[1,4] 	[1,0,0,0,0]
53   40    25    40     139    10     [2] 	[] 	[0,1,0,0,0]
54   42    7     43     160    10     [1] 	[1] 	[0,0,0,0,0]
55   24    12    25     158    10     [4] 	[1,2] 	[1,1,0,0,0]
56   23    3     82     185    10     [1] 	[0] 	[0,0,0,0,0]
57   11    14    31     144    10     [1] 	[] 	[1,0,0,0,0]
58   6     38    29     169    10     [3] 	[0] 	[0,0,1,0,0]
59   2     48    63     180    10     [1] 	[0,1] 	[1,0,0,0,0]
60   8     56    34     176    10     [3] 	[] 	[0,0,1,0,0]
61   13    52    65     192    10     [0] 	[] 	[0,1,0,0,0]
62   6     68    73     152    10     [0] 	[] 	[0,0,0,0,0]
63   47    47    75     182    10     [4] 	[2] 	[1,1,0,0,0]
64   49    58    36     149    10     [4] 	[2] 	[1,1,0,0,0]
65   27    43    11     133    10     [2] 	[0] 	[1,1,0,0,0]
66   37    31    51     148    10     [2] 	[3] 	[0,0,0,0,0]
67   57    29    90     197    10     [1] 	[0] 	[1,0,0,0,0]
68   63    23    69     189    10     [2] 	[0] 	[0,0,0,0,0]
69   53    12    76     190    10     [4] 	[1,2] 	[0,0,0,0,0]
70   32    12    48     163    10     [2] 	[0,3] 	[0,1,0,0,0]
71   36    26    84     210    10     [3] 	[] 	[0,0,1,0,0]
72   21    24    17     183    10     [0] 	[1] 	[0,0,0,0,0]
73   17    34    70     201    10     [4] 	[1,2] 	[1,1,0,0,0]
74   12    24    29     132    10     [2] 	[] 	[0,0,0,0,0]
75   24    58    25     154    10     [2] 	[0,3] 	[1,1,0,0,0]
76   27    69    34     172    10     [4] 	[] 	[1,1,0,0,0]
