R206.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    45    46    0      1000   0      [0,2,3,4] 	[2,3,4] 	[4,0,0,0,4]
2    3     92    0      1000   0      [0,1] 	[0,1,2] 	[0,4,0,0,2]
3    10    66    0      1000   0      [0,1,3,4] 	[0,1,3,4] 	[0,4,0,5,5]
4    64    27    0      1000   0      [1,2,3,4] 	[0,2,4] 	[4,3,0,0,0]
5    88    34    0      1000   0      [0,2,3] 	[] 	[4,2,0,0,3]
6    76    74    0      1000   0      [0,2] 	[0,2] 	[3,0,0,0,4]
7    13    0     0      1000   0      [0,1] 	[] 	[0,4,0,0,5]
8    26    56    0      1000   0      [1,2,4] 	[0,1] 	[4,5,0,5,4]
9    66    25    0      1000   0      [0,2,3,4] 	[0,2] 	[4,4,0,5,2]
10   21    77    0      1000   0      [0,1,2,3] 	[1,3,4] 	[2,3,0,0,3]
11   30    58    0      1000   0      [2,3,4] 	[0,1,4] 	[0,3,0,0,5]
12   14    26    0      1000   0      [0,1] 	[2] 	[0,3,0,0,5]
13   39    62    0      1000   0      [2,3,4] 	[] 	[3,4,0,2,3]
14   41    49    0      974    10     [3] 	[] 	[0,0,0,0,1]
15   35    17    0      972    10     [4] 	[4] 	[0,0,0,1,0]
16   55    45    0      967    10     [0] 	[0,1] 	[0,0,0,0,1]
17   55    20    620    860    10     [1] 	[1] 	[0,0,0,0,0]
18   15    30    0      969    10     [0] 	[1,2] 	[0,0,0,0,1]
19   25    30    345    585    10     [4] 	[4] 	[0,0,0,1,0]
20   20    50    0      968    10     [0] 	[0] 	[0,0,0,0,1]
21   10    43    323    563    10     [2] 	[0,4] 	[1,0,0,0,0]
22   55    60    329    569    10     [0] 	[1] 	[0,0,0,0,1]
23   30    60    485    725    10     [3] 	[3] 	[0,1,0,0,1]
24   20    65    146    386    10     [3] 	[2,3] 	[0,1,0,0,1]
25   50    35    0      975    10     [4] 	[1,4] 	[0,0,0,1,1]
26   30    25    639    879    10     [0] 	[1] 	[0,0,0,0,1]
