RC104.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    79    26    0      240    0      [1,2,3,4] 	[0,3,4] 	[0,4,4,0,0]
2    75    97    0      240    0      [1,3] 	[0,1,2,3] 	[0,5,4,0,0]
3    36    49    0      240    0      [0,3,4] 	[] 	[0,3,0,0,5]
4    31    97    0      240    0      [0,1,2,4] 	[] 	[4,0,5,0,0]
5    38    54    0      240    0      [2,4] 	[] 	[2,0,0,0,5]
6    75    74    0      240    0      [1,2,3,4] 	[0,1,2,3,4] 	[3,2,5,0,5]
7    55    87    0      240    0      [0,3] 	[0,1,2] 	[0,4,0,0,4]
8    28    90    0      240    0      [0,1,2,3] 	[1,2,3] 	[4,3,2,0,5]
9    66    75    0      240    0      [0,3,4] 	[0,3] 	[0,3,0,0,2]
10   2     94    0      240    0      [0,1,2,4] 	[0,1,2,3,4] 	[2,0,3,0,0]
11   24    19    0      240    0      [1,2,3,4] 	[0] 	[3,2,2,0,4]
12   81    84    0      240    0      [0,1,4] 	[0,2,4] 	[0,0,5,0,3]
13   57    97    0      240    0      [1,3,4] 	[] 	[0,0,3,0,3]
14   25    85    0      191    10     [1] 	[] 	[0,0,1,0,0]
15   22    75    0      199    10     [4] 	[4] 	[0,0,0,0,1]
16   22    85    0      190    10     [0] 	[0,1] 	[0,0,0,0,1]
17   20    80    141    171    10     [2] 	[0,3] 	[1,0,0,0,0]
18   20    85    0      189    10     [1] 	[0,2] 	[0,0,0,0,0]
19   18    75    0      196    10     [3] 	[1] 	[0,1,0,0,0]
20   15    75    0      194    10     [0] 	[1,2] 	[0,0,0,0,1]
21   15    80    91     121    10     [2] 	[] 	[0,0,0,0,0]
22   10    35    91     121    10     [1] 	[2,3] 	[0,0,1,0,0]
23   10    40    0      198    10     [0] 	[1] 	[0,0,0,0,1]
24   8     40    59     89     10     [4] 	[3] 	[0,0,0,0,1]
25   8     45    0      197    10     [1] 	[0,3] 	[0,0,0,0,0]
26   5     35    142    172    10     [1] 	[0,2] 	[0,0,1,0,0]
27   5     45    0      194    10     [3] 	[] 	[0,0,0,0,0]
28   2     40    58     88     10     [0] 	[0,2] 	[0,0,0,0,0]
29   0     40    0      188    10     [4] 	[3,4] 	[0,0,0,0,1]
30   0     45    0      189    10     [4] 	[] 	[0,0,0,0,1]
31   44    5     0      184    10     [1] 	[] 	[0,0,1,0,0]
32   42    10    0      189    10     [0] 	[] 	[0,0,0,0,1]
33   42    15    0      194    10     [4] 	[4] 	[0,0,0,0,0]
34   40    5     0      185    10     [3] 	[0,1] 	[0,1,0,0,0]
35   40    15    0      195    10     [0] 	[2] 	[0,0,0,0,1]
36   38    5     65     95     10     [2] 	[] 	[1,0,0,0,0]
37   38    15    0      194    10     [2] 	[] 	[0,0,0,0,0]
38   35    5     154    184    10     [1] 	[3] 	[0,0,0,0,0]
39   95    30    0      171    10     [2] 	[] 	[0,0,0,0,0]
40   95    35    0      172    10     [4] 	[] 	[0,0,0,0,0]
41   92    30    0      174    10     [4] 	[4] 	[0,0,0,0,0]
42   90    35    0      177    10     [2] 	[] 	[1,0,0,0,0]
43   88    30    0      178    10     [1] 	[] 	[0,0,0,0,0]
44   88    35    0      179    10     [2] 	[0,3] 	[0,0,0,0,0]
45   87    30    0      178    10     [3] 	[0] 	[0,1,0,0,0]
46   85    25    0      178    10     [2] 	[] 	[1,0,0,0,0]
47   85    35    0      182    10     [4] 	[3,4] 	[0,0,0,0,1]
48   67    85    0      185    10     [2] 	[0,3] 	[1,0,0,0,0]
49   65    85    0      186    10     [2] 	[0] 	[1,0,0,0,0]
50   65    82    0      189    10     [3] 	[0,1] 	[0,1,0,0,0]
51   62    80    75     105    10     [3] 	[1] 	[0,0,0,0,0]
52   60    80    0      193    10     [0] 	[] 	[0,0,0,0,0]
53   60    85    0      189    10     [1] 	[] 	[0,0,0,0,0]
54   58    75    0      199    10     [0] 	[2] 	[0,0,0,0,1]
55   55    80    0      196    10     [0] 	[1,2] 	[0,0,0,0,1]
56   55    85    0      191    10     [0] 	[1] 	[0,0,0,0,1]
57   55    82    64     94     10     [4] 	[] 	[0,0,0,0,0]
58   20    82    0      192    10     [4] 	[] 	[0,0,0,0,0]
59   18    80    0      192    10     [1] 	[] 	[0,0,0,0,0]
60   2     45    0      191    10     [1] 	[] 	[0,0,1,0,0]
61   42    5     0      184    10     [0] 	[0] 	[0,0,0,0,1]
62   42    12    0      191    10     [4] 	[3] 	[0,0,0,0,1]
63   72    35    0      194    10     [0] 	[] 	[0,0,0,0,1]
64   55    20    0      196    10     [3] 	[] 	[0,1,0,0,0]
65   25    30    0      205    10     [2] 	[0,3] 	[0,0,0,0,0]
66   20    50    91     121    10     [3] 	[0,1] 	[0,0,0,0,0]
67   55    60    0      211    10     [3] 	[0,1] 	[0,1,0,0,0]
68   30    60    140    170    10     [4] 	[] 	[0,0,0,0,1]
69   50    35    0      211    10     [4] 	[] 	[0,0,0,0,1]
70   30    25    0      203    10     [3] 	[] 	[0,1,0,0,0]
71   15    10    152    182    10     [2] 	[] 	[1,0,0,0,0]
72   10    20    0      187    10     [2] 	[0,3] 	[1,0,0,0,0]
73   15    60    0      203    10     [2] 	[0] 	[1,0,0,0,0]
74   45    65    0      214    10     [3] 	[1] 	[0,1,0,0,0]
75   65    35    52     82     10     [3] 	[0] 	[0,1,0,0,0]
76   65    20    0      190    10     [2] 	[] 	[0,0,0,0,0]
77   45    30    0      209    10     [1] 	[2,3] 	[0,0,1,0,0]
78   35    40    0      218    10     [0] 	[] 	[0,0,0,0,0]
79   41    37    0      216    10     [0] 	[] 	[0,0,0,0,0]
80   64    42    70     100    10     [4] 	[3,4] 	[0,0,0,0,1]
81   40    60    0      220    10     [1] 	[2,3] 	[0,0,0,0,0]
82   31    52    41     71     10     [1] 	[] 	[0,0,1,0,0]
83   35    69    0      210    10     [3] 	[] 	[0,1,0,0,0]
84   65    55    0      204    10     [1] 	[0,2] 	[0,0,1,0,0]
85   63    65    0      202    10     [4] 	[3,4] 	[0,0,0,0,1]
86   2     60    0      190    10     [4] 	[4] 	[0,0,0,0,0]
87   20    20    141    171    10     [0] 	[1,2] 	[0,0,0,0,1]
88   5     5     0      172    10     [3] 	[0,1] 	[0,1,0,0,0]
89   60    12    75     105    10     [0] 	[] 	[0,0,0,0,1]
90   23    3     150    180    10     [0] 	[] 	[0,0,0,0,1]
91   8     56    0      197    10     [1] 	[3] 	[0,0,1,0,0]
92   6     68    89     119    10     [1] 	[] 	[0,0,1,0,0]
93   47    47    0      222    10     [2] 	[0,3] 	[0,0,0,0,0]
94   49    58    0      217    10     [0] 	[] 	[0,0,0,0,0]
95   27    43    0      215    10     [2] 	[0,3] 	[0,0,0,0,0]
96   37    31    0      210    10     [4] 	[4] 	[0,0,0,0,0]
97   57    29    96     126    10     [1] 	[0,2] 	[0,0,0,0,0]
98   63    23    0      194    10     [1] 	[] 	[0,0,0,0,0]
99   21    24    0      197    10     [1] 	[0] 	[0,0,0,0,0]
100  12    24    90     120    10     [2] 	[0,3] 	[1,0,0,0,0]
101  24    58    0      212    10     [3] 	[] 	[0,1,0,0,0]
102  67    5     0      177    10     [3] 	[0,1] 	[0,1,0,0,0]
103  37    47    0      225    10     [0] 	[] 	[0,0,0,0,1]
104  49    42    0      217    10     [2] 	[0,3] 	[1,0,0,0,0]
105  53    43    14     44     10     [2] 	[0,3] 	[0,0,0,0,0]
106  61    52    0      208    10     [2] 	[] 	[0,0,0,0,0]
107  57    48    0      212    10     [3] 	[] 	[0,1,0,0,0]
108  56    37    0      209    10     [0] 	[1] 	[0,0,0,0,1]
109  55    54    0      214    10     [1] 	[] 	[0,0,1,0,0]
110  4     18    0      181    10     [4] 	[3] 	[0,0,0,0,1]
111  26    52    0      215    10     [3] 	[] 	[0,1,0,0,0]
112  26    35    77     107    10     [4] 	[3,4] 	[0,0,0,0,1]
113  31    67    180    210    10     [4] 	[] 	[0,0,0,0,1]
