RC102.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    43    41    0      240    0      [1,2,4] 	[0,1,4] 	[2,3,0,4,3]
2    61    37    0      240    0      [0,1,3] 	[1,2,3,4] 	[0,3,0,0,5]
3    67    53    0      240    0      [2,3,4] 	[] 	[5,2,0,4,4]
4    59    8     0      240    0      [1,3,4] 	[2,3] 	[4,2,0,0,4]
5    37    66    0      240    0      [0,1,2,3] 	[3] 	[0,5,0,4,4]
6    94    65    0      240    0      [0,1,2,3] 	[1,3,4] 	[0,3,0,2,3]
7    18    79    0      240    0      [0,1,2,4] 	[1,2] 	[5,5,0,4,5]
8    72    10    0      240    0      [0,1,4] 	[2] 	[3,2,0,0,4]
9    1     80    0      240    0      [2,4] 	[] 	[2,5,0,4,0]
10   56    65    0      240    0      [0,1,2,4] 	[0,3,4] 	[3,2,0,3,5]
11   90    80    0      240    0      [1,2,3,4] 	[0,1,2,4] 	[3,0,0,3,4]
12   16    20    0      240    0      [0,1,2,3] 	[0,1,2,3,4] 	[0,4,0,5,4]
13   57    100   0      240    0      [0,1,2,3] 	[] 	[0,5,0,4,4]
14   25    85    0      191    10     [4] 	[] 	[1,0,0,0,0]
15   22    75    0      199    10     [1] 	[3] 	[0,1,0,0,1]
16   22    85    0      190    10     [0] 	[1] 	[0,0,0,0,0]
17   20    80    141    171    10     [4] 	[] 	[0,0,0,0,0]
18   20    85    0      189    10     [1] 	[] 	[0,0,0,0,1]
19   18    75    95     125    10     [2] 	[2,4] 	[0,0,0,0,0]
20   15    75    0      194    10     [3] 	[2,3] 	[0,0,0,0,1]
21   15    80    91     121    10     [0] 	[] 	[0,1,0,0,0]
22   10    35    91     121    10     [4] 	[1,4] 	[0,0,0,0,0]
23   10    40    119    149    10     [1] 	[3,4] 	[0,1,0,0,1]
24   8     40    59     89     10     [4] 	[] 	[0,0,0,0,0]
25   8     45    0      197    10     [1] 	[] 	[0,0,0,0,0]
26   5     35    142    172    10     [3] 	[3,4] 	[0,0,0,0,0]
27   5     45    35     65     10     [3] 	[] 	[0,0,0,0,0]
28   2     40    58     88     10     [1] 	[] 	[0,1,0,0,1]
29   0     40    72     102    10     [1] 	[] 	[0,0,0,0,1]
30   0     45    149    179    10     [2] 	[0,4] 	[0,1,0,0,0]
31   44    5     87     117    10     [1] 	[3] 	[0,0,0,0,0]
32   42    10    72     102    10     [4] 	[1,3] 	[1,0,0,0,0]
33   42    15    122    152    10     [3] 	[3,4] 	[0,0,0,0,1]
34   40    5     0      185    10     [1] 	[3,4] 	[0,0,0,0,1]
35   40    15    92     122    10     [2] 	[] 	[0,1,0,1,0]
36   38    5     65     95     10     [4] 	[1,3] 	[0,0,0,0,0]
37   38    15    148    178    10     [1] 	[] 	[0,1,0,0,1]
38   35    5     154    184    10     [2] 	[2] 	[0,1,0,0,0]
39   95    30    0      171    10     [0] 	[1,2] 	[0,0,0,0,0]
40   95    35    62     92     10     [1] 	[] 	[0,0,0,0,1]
41   92    30    62     92     10     [0] 	[2,4] 	[0,0,0,0,0]
42   90    35    67     97     10     [4] 	[3,4] 	[1,0,0,0,0]
43   88    30    74     104    10     [3] 	[3] 	[0,0,0,0,1]
44   88    35    0      179    10     [1] 	[3,4] 	[0,0,0,0,0]
45   87    30    131    161    10     [1] 	[] 	[0,1,0,0,0]
46   85    25    51     81     10     [0] 	[] 	[0,0,0,0,0]
47   85    35    0      182    10     [4] 	[] 	[1,0,0,0,0]
48   67    85    139    169    10     [4] 	[1,4] 	[1,0,0,0,0]
49   65    85    43     73     10     [2] 	[] 	[0,1,0,1,0]
50   65    82    0      189    10     [0] 	[2] 	[0,1,0,0,0]
51   62    80    75     105    10     [1] 	[3,4] 	[0,1,0,0,0]
52   60    80    37     67     10     [3] 	[4] 	[0,0,0,0,0]
53   60    85    85     115    10     [3] 	[] 	[0,0,0,0,1]
54   58    75    92     122    10     [2] 	[0,4] 	[0,1,0,1,0]
55   55    80    33     63     10     [1] 	[] 	[0,1,0,0,0]
56   55    85    128    158    10     [2] 	[4] 	[0,1,0,1,0]
57   55    82    64     94     10     [1] 	[] 	[0,0,0,0,1]
58   20    82    37     67     10     [1] 	[3,4] 	[0,1,0,0,1]
59   18    80    113    143    10     [0] 	[2] 	[0,0,0,0,0]
60   2     45    45     75     10     [3] 	[2] 	[0,0,0,0,1]
61   42    5     0      184    10     [1] 	[3,4] 	[0,0,0,0,1]
62   42    12    104    134    10     [1] 	[4] 	[0,1,0,0,1]
63   72    35    0      194    10     [0] 	[] 	[0,1,0,0,0]
64   55    20    83     113    10     [0] 	[4] 	[0,1,0,0,0]
65   25    30    0      205    10     [1] 	[3,4] 	[0,1,0,0,1]
66   20    50    91     121    10     [0] 	[1,2] 	[0,1,0,0,0]
67   55    60    139    169    10     [1] 	[] 	[0,0,0,0,1]
68   30    60    140    170    10     [1] 	[4] 	[0,0,0,0,1]
69   50    35    130    160    10     [4] 	[3] 	[1,0,0,0,0]
70   30    25    96     126    10     [2] 	[0] 	[0,0,0,0,0]
71   15    10    152    182    10     [2] 	[0,4] 	[0,1,0,1,0]
72   10    20    0      187    10     [2] 	[] 	[0,0,0,0,0]
73   15    60    155    185    10     [2] 	[] 	[0,0,0,0,0]
74   45    65    66     96     10     [2] 	[] 	[0,0,0,1,0]
75   65    35    52     82     10     [1] 	[3,4] 	[0,1,0,0,1]
76   65    20    39     69     10     [4] 	[3] 	[1,0,0,0,0]
77   45    30    53     83     10     [2] 	[0,4] 	[0,1,0,1,0]
78   35    40    11     41     10     [3] 	[] 	[0,0,0,0,1]
79   41    37    133    163    10     [1] 	[4] 	[0,0,0,0,0]
80   64    42    70     100    10     [2] 	[] 	[0,1,0,1,0]
