C108.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    97    2     0      1236   0      [0,2,3,4] 	[0] 	[5,0,0,0,4]
2    43    61    0      1236   0      [1,2,3] 	[] 	[5,0,0,0,5]
3    32    58    0      1236   0      [0,2,4] 	[3] 	[0,4,2,0,2]
4    51    28    0      1236   0      [3,4] 	[0,1,4] 	[2,0,4,0,0]
5    57    84    0      1236   0      [0,1,2,3] 	[] 	[4,2,0,0,2]
6    9     52    0      1236   0      [0,1,3,4] 	[3,4] 	[0,2,5,0,0]
7    72    17    0      1236   0      [0,2,3,4] 	[1,2] 	[0,2,3,0,4]
8    33    41    0      1236   0      [3,4] 	[0,1,2,4] 	[4,0,2,0,0]
9    52    83    0      1236   0      [0,1,3,4] 	[0,1,2,3] 	[0,2,5,0,0]
10   100   73    0      1236   0      [0,2,3,4] 	[3,4] 	[2,5,2,0,2]
11   59    75    0      1236   0      [0,1,2] 	[0,1,2,3] 	[5,4,0,0,0]
12   79    16    0      1236   0      [0,1,3,4] 	[0,2,4] 	[3,2,4,0,0]
13   85    40    0      1236   0      [1,2,4] 	[0,1,2,3] 	[4,0,2,0,2]
14   45    68    830    1049   90     [1] 	[] 	[1,0,0,0,0]
15   45    70    756    939    90     [3] 	[] 	[0,0,0,0,0]
16   42    66    16     336    90     [4] 	[] 	[0,0,0,0,0]
17   42    68    643    866    90     [2] 	[0,1] 	[0,0,0,0,1]
18   42    65    15     226    90     [1] 	[1] 	[0,0,0,0,0]
19   40    69    499    824    90     [4] 	[0,2] 	[0,0,0,0,0]
20   40    66    87     308    90     [2] 	[] 	[0,0,0,0,0]
21   38    68    150    429    90     [4] 	[] 	[0,0,1,0,0]
22   38    70    429    710    90     [2] 	[1] 	[0,0,0,0,1]
23   35    66    279    488    90     [1] 	[3] 	[1,0,0,0,0]
24   35    69    363    590    90     [1] 	[1,3] 	[1,0,0,0,0]
25   25    85    547    826    90     [1] 	[3] 	[1,0,0,0,0]
26   22    75    30     280    90     [0] 	[3] 	[0,1,0,0,0]
27   22    85    489    698    90     [3] 	[1] 	[1,0,0,0,0]
28   20    80    318    495    90     [0] 	[1,2] 	[0,0,0,0,0]
29   20    85    394    609    90     [3] 	[1,2] 	[1,0,0,0,0]
30   18    75    33     226    90     [4] 	[] 	[0,0,0,0,0]
31   15    75    68     365    90     [2] 	[0,1] 	[0,0,0,0,1]
32   15    80    176    447    90     [3] 	[] 	[1,0,0,0,0]
33   30    50    10     265    90     [2] 	[1] 	[0,0,0,0,0]
34   30    52    836    1043   90     [3] 	[4] 	[1,0,0,0,0]
35   28    52    704    991    90     [2] 	[0] 	[0,0,0,0,0]
36   28    55    664    845    90     [2] 	[] 	[0,0,0,0,1]
37   25    50    15     333    90     [0] 	[] 	[0,1,0,0,0]
38   25    52    88     305    90     [0] 	[1,2] 	[0,0,0,0,0]
39   25    55    502    821    90     [1] 	[] 	[1,0,0,0,0]
40   23    52    179    398    90     [2] 	[0,1] 	[0,0,0,0,1]
41   23    55    476    663    90     [3] 	[] 	[0,0,0,0,0]
42   20    50    288    475    90     [3] 	[4] 	[0,0,0,0,0]
43   20    55    368    585    90     [0] 	[3] 	[0,1,0,0,0]
44   10    35    144    293    90     [3] 	[4] 	[1,0,0,0,0]
45   10    40    31     309    90     [3] 	[2,4] 	[0,0,0,0,0]
46   8     40    33     313    90     [3] 	[] 	[1,0,0,0,0]
47   8     45    655    912    90     [3] 	[2] 	[1,0,0,0,0]
48   5     35    191    436    90     [3] 	[1,4] 	[1,0,0,0,0]
49   5     45    588    793    90     [4] 	[1,2] 	[0,0,1,0,0]
50   2     40    305    512    90     [0] 	[1,3] 	[0,1,0,0,0]
51   0     40    414    587    90     [0] 	[1] 	[0,0,0,0,0]
52   0     45    481    710    90     [4] 	[] 	[0,0,0,0,0]
53   35    30    180    405    90     [2] 	[0] 	[0,0,0,0,1]
54   35    32    63     338    90     [0] 	[2,3] 	[0,0,0,0,0]
55   33    32    19     345    90     [2] 	[0] 	[0,0,0,0,1]
56   33    35    16     273    90     [1] 	[1,3] 	[1,0,0,0,0]
57   32    30    278    493    90     [2] 	[] 	[0,0,0,0,0]
