R107.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    82    61    0      230    0      [0,1] 	[1,4] 	[3,0,4,0,2]
2    92    11    0      230    0      [1,3] 	[1,3,4] 	[5,5,0,0,2]
3    24    33    0      230    0      [1,2,3,4] 	[0,1,3,4] 	[3,0,2,0,2]
4    63    42    0      230    0      [2,3,4] 	[0,1,3,4] 	[2,3,2,0,3]
5    97    75    0      230    0      [3,4] 	[0,1,3,4] 	[3,2,3,0,0]
6    38    22    0      230    0      [0,2,3,4] 	[0] 	[3,2,3,0,2]
7    55    82    0      230    0      [2,3] 	[0,1,3] 	[2,5,0,0,3]
8    17    25    0      230    0      [2,3,4] 	[1,3,4] 	[3,3,3,0,2]
9    39    71    0      230    0      [1,2] 	[3,4] 	[5,3,0,0,5]
10   8     5     0      230    0      [0,3] 	[1,2,3,4] 	[3,4,5,0,0]
11   8     81    0      230    0      [0,1,3,4] 	[0,1,3,4] 	[5,3,4,0,5]
12   98    59    0      230    0      [0,2,3] 	[0,1] 	[5,3,4,0,0]
13   29    96    0      230    0      [0,2,3,4] 	[0,1,2,3] 	[3,5,0,0,0]
14   41    49    0      204    10     [0] 	[] 	[0,0,0,0,0]
15   35    17    0      202    10     [2] 	[] 	[0,0,0,0,0]
16   55    45    0      197    10     [3] 	[1] 	[0,1,0,0,0]
17   55    20    139    169    10     [2] 	[0] 	[0,1,0,0,1]
18   15    30    0      199    10     [4] 	[0,1] 	[0,0,0,0,0]
19   25    30    89     119    10     [2] 	[0,1] 	[0,0,0,0,0]
20   20    50    0      198    10     [2] 	[] 	[0,1,0,0,0]
21   10    43    85     115    10     [2] 	[1] 	[0,0,0,0,0]
22   55    60    87     117    10     [0] 	[2,4] 	[1,0,0,0,0]
23   30    60    114    144    10     [1] 	[1,4] 	[0,0,0,0,0]
24   20    65    57     87     10     [2] 	[0,1] 	[0,0,0,0,0]
25   50    35    0      205    10     [3] 	[1,3] 	[0,0,0,0,0]
26   30    25    149    179    10     [2] 	[1] 	[0,0,0,0,1]
27   15    10    0      187    10     [1] 	[] 	[1,0,0,0,1]
28   30    5     51     81     10     [3] 	[1,3] 	[1,1,0,0,0]
29   10    20    0      190    10     [2] 	[] 	[0,0,0,0,1]
30   5     30    147    177    10     [4] 	[0,1] 	[0,1,1,0,0]
31   20    40    0      204    10     [1] 	[4] 	[0,0,0,0,0]
