R111.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    94    38    0      230    0      [0,2] 	[0,2,3,4] 	[3,4,0,2,0]
2    8     83    0      230    0      [1,4] 	[1,3] 	[2,0,5,0,0]
3    77    18    0      230    0      [0,2] 	[0] 	[2,5,0,4,0]
4    53    75    0      230    0      [1,2,3] 	[1,2,4] 	[3,4,2,0,0]
5    45    34    0      230    0      [0,1,3,4] 	[0,1,2,4] 	[5,0,2,4,0]
6    50    76    0      230    0      [1,2] 	[3] 	[2,4,5,0,0]
7    47    0     0      230    0      [0,1,3,4] 	[3,4] 	[4,0,5,2,0]
8    58    45    0      230    0      [0,2,3,4] 	[0,1,2,3,4] 	[0,5,4,0,0]
9    83    99    0      230    0      [0,1,4] 	[0] 	[2,0,5,4,0]
10   53    12    0      230    0      [0,2,3] 	[0,2,3,4] 	[5,4,4,4,0]
11   75    47    0      230    0      [0,1,2,3] 	[3,4] 	[2,0,3,0,0]
12   8     87    0      230    0      [2,4] 	[0,2] 	[3,5,0,0,0]
13   29    0     0      230    0      [0,1,2,3] 	[0,1,2,4] 	[3,5,4,5,0]
14   41    49    15     204    10     [0] 	[4] 	[0,0,0,1,0]
15   35    17    18     202    10     [2] 	[3] 	[1,0,0,0,0]
16   55    45    54     187    10     [1] 	[] 	[0,0,1,0,0]
17   55    20    138    169    10     [4] 	[0,1] 	[0,0,0,0,0]
18   15    30    20     199    10     [2] 	[3] 	[0,1,0,0,0]
19   25    30    76     131    10     [1] 	[] 	[0,0,1,0,0]
20   20    50    21     170    10     [4] 	[1] 	[1,0,0,0,0]
21   10    43    87     112    10     [2] 	[4] 	[0,0,0,0,0]
22   55    60    88     115    10     [1] 	[0] 	[0,0,0,0,0]
23   30    60    107    150    10     [3] 	[] 	[1,0,0,0,0]
24   20    65    57     86     10     [3] 	[2] 	[0,0,0,0,0]
25   50    35    15     192    10     [4] 	[] 	[1,0,0,0,0]
26   30    25    147    180    10     [1] 	[0,3] 	[0,0,1,0,0]
27   15    10    32     187    10     [3] 	[] 	[1,0,1,0,0]
28   30    5     50     81     10     [1] 	[1,3] 	[0,0,1,0,0]
29   10    20    29     139    10     [0] 	[0,4] 	[0,0,0,1,0]
30   5     30    124    189    10     [4] 	[0,1] 	[1,0,0,0,0]
31   20    40    47     136    10     [4] 	[0] 	[1,0,0,0,0]
32   15    60    32     146    10     [0] 	[4] 	[0,0,0,1,0]
33   45    65    79     182    10     [3] 	[4] 	[1,0,0,0,0]
34   45    20    18     195    10     [0] 	[0] 	[0,0,0,1,0]
35   45    10    76     127    10     [1] 	[] 	[0,0,1,0,0]
36   55    5     58     87     10     [4] 	[] 	[1,0,0,0,0]
37   65    35    58     190    10     [3] 	[] 	[0,0,0,0,0]
38   65    20    153    186    10     [2] 	[] 	[1,1,0,0,0]
39   45    30    58     208    10     [2] 	[3,4] 	[0,0,0,0,0]
40   35    40    8      75     10     [4] 	[0,1] 	[0,0,0,0,0]
41   41    37    6      136    10     [3] 	[] 	[0,0,0,0,0]
42   64    42    29     150    10     [0] 	[] 	[0,0,0,1,0]
43   40    60    49     102    10     [4] 	[0] 	[1,0,0,0,0]
44   31    52    17     198    10     [1] 	[3] 	[0,0,1,0,0]
45   35    69    67     186    10     [4] 	[] 	[1,0,0,0,0]
46   53    52    24     92     10     [4] 	[0,1] 	[1,0,0,0,0]
47   65    55    36     183    10     [4] 	[1] 	[0,0,0,0,0]
48   63    65    116    178    10     [2] 	[2] 	[0,1,0,0,0]
49   2     60    41     112    10     [0] 	[] 	[0,0,0,1,0]
50   20    20    42     198    10     [1] 	[] 	[0,0,1,0,0]
51   5     5     74     101    10     [1] 	[0,1] 	[0,0,0,0,0]
52   60    12    33     110    10     [1] 	[1] 	[0,0,1,0,0]
53   40    25    65     114    10     [4] 	[0] 	[0,0,0,0,0]
54   42    7     72     131    10     [0] 	[0,4] 	[0,0,0,0,0]
55   24    12    25     91     10     [2] 	[3,4] 	[0,0,0,0,0]
56   23    3     82     185    10     [3] 	[2,4] 	[1,0,1,0,0]
57   11    14    59     88     10     [2] 	[2,4] 	[0,0,0,0,0]
58   6     38    29     99     10     [3] 	[] 	[0,0,1,0,0]
59   2     48    63     180    10     [1] 	[1,3] 	[0,0,1,0,0]
60   8     56    34     176    10     [2] 	[4] 	[0,0,0,0,0]
61   13    52    27     192    10     [0] 	[0,4] 	[0,0,0,1,0]
