R110.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    17    40    0      230    0      [1,3,4] 	[1,3] 	[3,0,2,0,4]
2    12    78    0      230    0      [2,4] 	[3,4] 	[2,0,3,0,0]
3    39    45    0      230    0      [0,2,3,4] 	[0,1,3,4] 	[5,0,3,0,0]
4    15    13    0      230    0      [0,3] 	[1,3,4] 	[2,0,4,0,0]
5    99    90    0      230    0      [1,2,4] 	[3] 	[4,0,4,0,2]
6    44    0     0      230    0      [1,2,4] 	[0,1,3,4] 	[2,0,0,0,3]
7    58    7     0      230    0      [1,2,3,4] 	[0,3,4] 	[3,0,2,0,0]
8    36    56    0      230    0      [0,2,3] 	[] 	[2,0,3,0,0]
9    19    39    0      230    0      [0,2,3,4] 	[0,3] 	[4,0,4,0,0]
10   8     27    0      230    0      [3,4] 	[0,1,4] 	[2,0,2,0,0]
11   17    31    0      230    0      [1,2,4] 	[1] 	[0,0,5,0,5]
12   2     3     0      230    0      [1,2,3,4] 	[0,1,3] 	[2,0,3,0,2]
13   97    9     0      230    0      [0,1,2,4] 	[1,3,4] 	[5,0,5,0,4]
14   41    49    130    201    10     [3] 	[] 	[0,0,1,0,0]
15   35    17    20     89     10     [0] 	[4] 	[1,0,0,0,0]
16   55    45    106    135    10     [4] 	[1] 	[1,0,0,0,0]
17   55    20    71     195    10     [3] 	[4] 	[1,0,0,0,0]
18   15    30    20     107    10     [0] 	[3,4] 	[0,0,0,0,0]
19   25    30    54     153    10     [4] 	[0] 	[1,0,0,0,0]
20   20    50    66     105    10     [2] 	[] 	[1,0,0,0,0]
21   10    43    61     138    10     [2] 	[3,4] 	[1,0,1,0,0]
22   55    60    53     150    10     [3] 	[4] 	[1,0,1,0,0]
23   30    60    101    156    10     [4] 	[] 	[1,0,0,0,0]
24   20    65    33     152    10     [1] 	[4] 	[0,0,0,0,1]
25   50    35    38     97     10     [3] 	[] 	[0,0,0,0,0]
26   30    25    70     208    10     [1] 	[3] 	[0,0,0,0,1]
27   15    10    32     137    10     [2] 	[3,4] 	[1,0,1,0,0]
28   30    5     30     154    10     [3] 	[1,4] 	[1,0,0,0,0]
29   10    20    54     105    10     [4] 	[1,4] 	[1,0,0,0,0]
30   5     30    51     189    10     [4] 	[] 	[0,0,0,0,0]
31   20    40    77     106    10     [0] 	[] 	[0,0,0,0,0]
32   15    60    53     108    10     [4] 	[] 	[0,0,0,0,0]
33   45    65    109    152    10     [4] 	[1,4] 	[1,0,0,0,0]
34   45    20    37     96     10     [3] 	[] 	[1,0,1,0,0]
35   45    10    59     144    10     [0] 	[] 	[1,0,0,0,0]
36   55    5     36     155    10     [1] 	[] 	[0,0,0,0,1]
37   65    35    118    190    10     [2] 	[3,4] 	[0,0,0,0,0]
38   65    20    47     186    10     [4] 	[] 	[1,0,0,0,0]
39   45    30    117    156    10     [3] 	[] 	[1,0,1,0,0]
40   35    40    5      156    10     [1] 	[] 	[0,0,0,0,0]
41   41    37    8      79     10     [2] 	[3] 	[0,0,0,0,0]
42   64    42    37     98     10     [4] 	[1,4] 	[1,0,0,0,0]
43   40    60    28     123    10     [2] 	[3] 	[1,0,1,0,0]
44   31    52    24     85     10     [4] 	[0] 	[0,0,0,0,0]
45   35    69    116    175    10     [4] 	[] 	[0,0,0,0,0]
46   53    52    24     179    10     [4] 	[] 	[1,0,0,0,0]
47   65    55    100    143    10     [2] 	[3] 	[0,0,0,0,0]
48   63    65    50     178    10     [2] 	[3] 	[1,0,0,0,0]
49   2     60    41     178    10     [0] 	[1,4] 	[1,0,0,0,0]
50   20    20    117    160    10     [3] 	[] 	[1,0,1,0,0]
51   5     5     42     145    10     [0] 	[3,4] 	[0,0,0,0,0]
52   60    12    33     186    10     [0] 	[3] 	[1,0,0,0,0]
53   40    25    51     128    10     [1] 	[4] 	[0,0,0,0,1]
54   42    7     44     159    10     [2] 	[3] 	[1,0,1,0,0]
55   24    12    25     172    10     [1] 	[0] 	[0,0,0,0,1]
56   23    3     115    158    10     [4] 	[0,4] 	[0,0,0,0,0]
57   11    14    31     138    10     [2] 	[] 	[1,0,1,0,0]
58   6     38    29     189    10     [1] 	[] 	[0,0,0,0,1]
59   2     48    93     150    10     [1] 	[3,4] 	[0,0,0,0,1]
60   8     56    34     116    10     [0] 	[3] 	[0,0,0,0,0]
61   13    52    125    192    10     [3] 	[1] 	[1,0,0,0,0]
62   6     68    93     132    10     [0] 	[4] 	[1,0,0,0,0]
63   47    47    105    152    10     [2] 	[4] 	[0,0,1,0,0]
64   49    58    66     119    10     [3] 	[] 	[0,0,0,0,0]
65   27    43    25     88     10     [1] 	[0,4] 	[0,0,0,0,1]
66   37    31    62     137    10     [1] 	[0,3] 	[0,0,0,0,1]
67   57    29    121    168    10     [2] 	[3,4] 	[0,0,1,0,0]
68   63    23    70     189    10     [1] 	[3] 	[0,0,0,0,1]
69   53    12    81     188    10     [0] 	[] 	[1,0,0,0,0]
70   32    12    78     133    10     [3] 	[4] 	[0,0,0,0,0]
71   36    26    79     210    10     [4] 	[] 	[0,0,0,0,0]
72   21    24    17     123    10     [2] 	[] 	[0,0,1,0,0]
73   17    34    130    201    10     [2] 	[] 	[1,0,1,0,0]
74   12    24    59     102    10     [2] 	[3] 	[1,0,1,0,0]
75   24    58    25     164    10     [0] 	[] 	[1,0,0,0,0]
76   27    69    34     112    10     [3] 	[] 	[1,0,1,0,0]
77   15    77    46     165    10     [2] 	[] 	[1,0,1,0,0]
78   62    77    49     170    10     [1] 	[0] 	[0,0,0,0,1]
79   49    73    77     179    10     [0] 	[1,3] 	[0,0,0,0,0]
80   67    5     43     150    10     [1] 	[3] 	[0,0,0,0,1]
81   56    39    82     198    10     [3] 	[1,4] 	[0,0,0,0,0]
82   37    47    12     142    10     [4] 	[0,4] 	[0,0,0,0,0]
83   37    56    21     198    10     [1] 	[] 	[0,0,0,0,0]
84   57    68    57     106    10     [1] 	[] 	[0,0,0,0,1]
85   47    16    22     110    10     [0] 	[1] 	[1,0,0,0,0]
86   44    17    60     105    10     [2] 	[3] 	[1,0,1,0,0]
87   46    13    73     195    10     [0] 	[1,3] 	[1,0,0,0,0]
88   49    11    46     101    10     [1] 	[4] 	[0,0,0,0,1]
89   49    42    36     119    10     [4] 	[0,1] 	[1,0,0,0,0]
90   53    43    65     200    10     [1] 	[] 	[0,0,0,0,0]
91   61    52    43     158    10     [0] 	[1,4] 	[1,0,0,0,0]
92   57    48    58     135    10     [2] 	[] 	[0,0,0,0,0]
93   56    37    69     198    10     [4] 	[4] 	[1,0,0,0,0]
94   55    54    87     110    10     [1] 	[3] 	[0,0,0,0,0]
95   15    47    28     91     10     [0] 	[1,3] 	[1,0,0,0,0]
96   14    37    21     97     10     [1] 	[] 	[0,0,0,0,1]
97   11    31    68     143    10     [1] 	[] 	[0,0,0,0,0]
98   16    22    74     117    10     [3] 	[] 	[0,0,0,0,0]
99   4     18    79     118    10     [1] 	[] 	[0,0,0,0,1]
100  28    18    84     111    10     [0] 	[1,4] 	[1,0,0,0,0]
101  26    52    24     133    10     [4] 	[] 	[0,0,0,0,0]
102  26    35    128    211    10     [3] 	[4] 	[1,0,1,0,0]
103  31    67    76     123    10     [1] 	[0] 	[0,0,0,0,1]
104  15    19    130    194    10     [0] 	[] 	[1,0,0,0,0]
105  22    22    18     181    10     [2] 	[3] 	[0,0,0,0,0]
106  18    24    41     199    10     [3] 	[4] 	[0,0,1,0,0]
107  26    27    88     121    10     [1] 	[4] 	[0,0,0,0,1]
108  25    24    14     83     10     [2] 	[4] 	[1,0,1,0,0]
109  22    27    119    160    10     [2] 	[] 	[1,0,1,0,0]
110  25    21    122    153    10     [2] 	[3,4] 	[0,0,0,0,0]
111  19    21    32     93     10     [1] 	[0,4] 	[0,0,0,0,0]
112  20    26    38     137    10     [4] 	[] 	[1,0,0,0,0]
113  18    18    28     195    10     [3] 	[1,4] 	[1,0,1,0,0]
