C106.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    49    40    0      1236   0      [0,2,4] 	[2,3,4] 	[2,4,0,4,4]
2    69    1     0      1236   0      [3,4] 	[3] 	[4,3,0,2,0]
3    54    46    0      1236   0      [0,1,3] 	[] 	[3,0,0,0,4]
4    65    61    0      1236   0      [3,4] 	[0,1,2,3] 	[3,3,0,2,0]
5    24    79    0      1236   0      [0,2,3,4] 	[0,1,2,3,4] 	[0,4,0,0,3]
6    84    34    0      1236   0      [1,3,4] 	[0,1,2,3] 	[5,3,0,5,0]
7    16    32    0      1236   0      [0,4] 	[2,3] 	[0,5,0,5,4]
8    48    82    0      1236   0      [0,4] 	[2,3] 	[0,2,0,5,0]
9    89    8     0      1236   0      [0,2,3] 	[1,2,3] 	[2,0,0,2,4]
10   33    27    0      1236   0      [0,1,2,4] 	[0,2,3,4] 	[3,0,0,2,0]
11   50    55    0      1236   0      [2,4] 	[2,3,4] 	[2,5,0,0,0]
12   82    41    0      1236   0      [0,3,4] 	[0,1,2,3] 	[3,5,0,3,5]
13   10    33    0      1236   0      [0,1,2] 	[3] 	[2,0,0,3,4]
14   45    68    890    989    90     [2] 	[] 	[1,0,0,0,0]
15   45    70    816    879    90     [2] 	[2,4] 	[1,0,0,0,0]
16   42    66    55     156    90     [3] 	[1] 	[1,0,0,0,0]
17   42    68    703    806    90     [4] 	[] 	[0,1,0,0,0]
18   42    65    15     60     90     [0] 	[2,3] 	[0,0,0,1,0]
19   40    69    559    764    90     [4] 	[2,3] 	[0,1,0,0,0]
20   40    66    172    223    90     [2] 	[] 	[0,0,0,0,0]
21   38    68    250    329    90     [3] 	[0,1] 	[1,0,0,0,0]
22   38    70    489    650    90     [3] 	[3] 	[0,0,0,0,0]
23   35    66    361    406    90     [3] 	[] 	[1,0,0,1,0]
24   35    69    450    503    90     [4] 	[] 	[0,1,0,0,0]
25   25    85    647    726    90     [0] 	[] 	[0,0,0,0,0]
26   22    75    30     95     90     [2] 	[] 	[0,0,0,0,0]
27   22    85    571    616    90     [1] 	[0,2] 	[1,0,0,0,0]
28   20    80    392    421    90     [1] 	[0] 	[0,0,0,0,0]
29   20    85    478    525    90     [2] 	[2,4] 	[1,0,0,0,0]
30   18    75    105    142    90     [2] 	[] 	[1,0,0,0,0]
31   15    75    172    261    90     [4] 	[] 	[0,1,0,0,0]
32   15    80    274    349    90     [3] 	[] 	[1,0,0,0,0]
33   30    50    10     77     90     [4] 	[2] 	[0,1,0,0,0]
34   30    52    918    961    90     [3] 	[1,3] 	[0,0,0,0,0]
35   28    52    806    889    90     [2] 	[] 	[1,0,0,0,0]
36   28    55    739    770    90     [0] 	[] 	[0,0,0,0,1]
37   25    50    55     154    90     [1] 	[0,2] 	[1,0,0,0,0]
38   25    52    172    221    90     [4] 	[2] 	[0,1,0,0,0]
39   25    55    612    711    90     [4] 	[2,3] 	[0,0,0,0,0]
40   23    52    264    313    90     [2] 	[2,4] 	[1,0,0,0,0]
41   23    55    553    586    90     [2] 	[2,4] 	[1,0,0,0,0]
42   20    50    365    398    90     [3] 	[0,3] 	[1,0,0,1,0]
43   20    55    452    501    90     [4] 	[2,3] 	[0,1,0,0,0]
44   10    35    204    233    90     [3] 	[] 	[0,0,0,1,0]
45   10    40    31     189    90     [0] 	[] 	[0,0,0,1,0]
46   8     40    42     203    90     [1] 	[0,2] 	[1,0,0,0,0]
47   8     45    715    852    90     [1] 	[0] 	[1,0,0,0,0]
48   5     35    251    376    90     [2] 	[] 	[1,0,0,0,0]
49   5     45    648    733    90     [4] 	[2,3] 	[0,0,0,0,0]
50   2     40    365    452    90     [3] 	[0] 	[1,0,0,1,0]
51   0     40    474    527    90     [3] 	[] 	[0,0,0,1,0]
52   0     45    541    650    90     [4] 	[] 	[0,1,0,0,0]
53   35    30    240    345    90     [4] 	[2] 	[0,0,0,0,0]
54   35    32    123    278    90     [4] 	[2,3] 	[0,0,0,0,0]
55   33    32    19     225    90     [2] 	[2,4] 	[1,0,0,0,0]
56   33    35    16     153    90     [0] 	[2] 	[0,0,0,1,1]
57   32    30    338    433    90     [4] 	[3] 	[0,0,0,0,0]
58   30    30    513    628    90     [4] 	[3] 	[0,1,0,0,0]
59   30    32    415    542    90     [3] 	[] 	[0,0,0,1,0]
60   30    35    872    1127   90     [4] 	[] 	[0,1,0,0,0]
61   28    30    599    726    90     [3] 	[0,3] 	[1,0,0,1,0]
62   28    35    917    1126   90     [0] 	[] 	[0,0,0,1,1]
63   26    32    779    916    90     [2] 	[] 	[1,0,0,0,0]
64   25    30    695    816    90     [4] 	[2,3] 	[0,1,0,0,0]
65   25    35    857    1024   90     [1] 	[2] 	[0,0,0,0,0]
66   44    5     221    412    90     [1] 	[0] 	[1,0,0,0,0]
67   42    10    96     347    90     [3] 	[] 	[0,0,0,1,0]
68   42    15    35     233    90     [4] 	[] 	[0,1,0,0,0]
69   40    5     347    474    90     [2] 	[4] 	[1,0,0,0,0]
70   40    15    35     172    90     [4] 	[2] 	[0,1,0,0,0]
71   38    5     403    602    90     [2] 	[2,4] 	[1,0,0,0,0]
72   38    15    521    870    90     [4] 	[2,3] 	[0,1,0,0,0]
73   35    5     487    704    90     [2] 	[4] 	[1,0,0,0,0]
74   50    30    422    719    90     [2] 	[] 	[1,0,0,0,0]
