RC108.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    29    25    0      240    0      [0,3,4] 	[2,4] 	[0,0,0,2,4]
2    78    73    0      240    0      [0,1,3,4] 	[0,1,3] 	[0,2,4,4,2]
3    100   1     0      240    0      [0,2,3,4] 	[0,1,2,3] 	[0,0,2,3,4]
4    30    87    0      240    0      [0,4] 	[0,1,2,3,4] 	[0,0,4,5,0]
5    11    94    0      240    0      [0,1] 	[2,4] 	[0,3,2,4,0]
6    9     51    0      240    0      [1,2] 	[4] 	[0,2,2,0,3]
7    62    42    0      240    0      [1,2] 	[0,2,4] 	[0,3,2,0,3]
8    72    12    0      240    0      [1,4] 	[] 	[0,3,4,0,0]
9    71    21    0      240    0      [0,1] 	[2,3,4] 	[0,4,5,4,0]
10   87    84    0      240    0      [0,1] 	[4] 	[0,3,0,5,0]
11   6     34    0      240    0      [0,3] 	[1,2,3,4] 	[0,0,4,4,2]
12   0     8     0      240    0      [0,1,2] 	[0,2,3,4] 	[0,5,4,5,3]
13   17    72    0      240    0      [0,1] 	[2] 	[0,3,2,4,0]
14   25    85    49     191    10     [0] 	[2,4] 	[0,0,0,1,0]
15   22    75    30     168    10     [3] 	[1,4] 	[0,0,0,1,1]
16   22    85    95     152    10     [2] 	[] 	[0,0,0,0,1]
17   20    80    69     193    10     [4] 	[0,1] 	[0,0,0,0,0]
18   20    85    40     189    10     [1] 	[4] 	[0,0,0,0,0]
19   18    75    60     159    10     [0] 	[3,4] 	[0,0,0,0,0]
20   15    75    54     133    10     [0] 	[3,4] 	[0,0,1,1,0]
21   15    80    67     144    10     [1] 	[2,3] 	[0,0,0,0,0]
22   10    35    57     154    10     [1] 	[3,4] 	[0,0,0,0,0]
23   10    40    106    161    10     [1] 	[] 	[0,1,1,0,0]
24   8     40    33     152    10     [3] 	[2] 	[0,0,0,1,0]
25   8     45    32     148    10     [4] 	[0] 	[0,0,1,0,0]
26   5     35    53     191    10     [2] 	[2,3] 	[0,0,0,0,0]
27   5     45    35     194    10     [3] 	[1,4] 	[0,0,0,1,1]
28   2     40    39     163    10     [1] 	[] 	[0,0,0,0,0]
29   0     40    41     141    10     [0] 	[] 	[0,0,1,1,0]
30   0     45    51     189    10     [1] 	[] 	[0,1,1,0,0]
31   44    5     73     130    10     [1] 	[3] 	[0,1,1,0,0]
32   42    10    40     148    10     [0] 	[2,3] 	[0,0,0,0,0]
33   42    15    94     179    10     [1] 	[2,3] 	[0,1,0,0,0]
34   40    5     45     161    10     [4] 	[1,4] 	[0,0,1,0,0]
35   40    15    64     149    10     [3] 	[] 	[0,0,0,0,0]
36   38    5     45     164    10     [0] 	[] 	[0,0,0,1,0]
37   38    15    51     194    10     [1] 	[2,3] 	[0,0,1,0,0]
38   35    5     45     183    10     [2] 	[] 	[0,0,0,0,0]
39   95    30    90     169    10     [3] 	[1,2] 	[0,0,0,0,0]
40   95    35    57     172    10     [3] 	[1,2] 	[0,0,0,0,0]
41   92    30    55     174    10     [4] 	[0,1] 	[0,0,1,0,0]
42   90    35    52     174    10     [4] 	[] 	[0,0,0,0,0]
43   88    30    52     147    10     [1] 	[2] 	[0,1,0,0,0]
44   88    35    50     172    10     [0] 	[3] 	[0,0,1,0,0]
45   87    30    61     178    10     [1] 	[] 	[0,1,0,0,0]
46   85    25    51     178    10     [2] 	[] 	[0,0,0,0,1]
47   85    35    83     168    10     [0] 	[4] 	[0,0,1,1,0]
48   67    85    57     185    10     [1] 	[4] 	[0,1,1,0,0]
49   65    85    43     186    10     [3] 	[1] 	[0,0,0,0,1]
50   65    82    95     182    10     [4] 	[1] 	[0,0,0,0,0]
51   62    80    38     141    10     [4] 	[0] 	[0,0,1,0,0]
52   60    80    36     193    10     [4] 	[] 	[0,0,1,0,0]
53   60    85    61     138    10     [0] 	[2,4] 	[0,0,0,0,0]
54   58    75    49     164    10     [2] 	[0,2] 	[0,0,0,0,1]
55   55    80    33     180    10     [0] 	[] 	[0,0,0,1,0]
56   55    85    100    185    10     [3] 	[] 	[0,0,0,0,1]
57   55    82    35     142    10     [2] 	[] 	[0,0,0,0,0]
58   20    82    37     192    10     [2] 	[] 	[0,0,0,0,1]
59   18    80    71     184    10     [1] 	[2,3] 	[0,1,0,0,0]
60   2     45    38     191    10     [4] 	[1,4] 	[0,0,1,0,0]
61   42    5     50     184    10     [1] 	[] 	[0,0,1,0,0]
62   42    12    99     138    10     [2] 	[] 	[0,0,0,0,1]
63   72    35    83     178    10     [3] 	[2,4] 	[0,0,0,0,0]
64   55    20    45     150    10     [0] 	[3,4] 	[0,0,1,1,0]
65   25    30    25     150    10     [3] 	[] 	[0,0,0,0,1]
66   20    50    68     143    10     [2] 	[2,3] 	[0,0,0,0,0]
67   55    60    107    200    10     [3] 	[1] 	[0,0,0,1,1]
68   30    60    95     214    10     [1] 	[3] 	[0,0,0,0,0]
69   50    35    91     198    10     [3] 	[] 	[0,0,0,1,1]
70   30    25    56     165    10     [1] 	[2] 	[0,0,0,0,0]
71   15    10    51     182    10     [3] 	[2] 	[0,0,0,0,0]
72   10    20    42     187    10     [4] 	[] 	[0,0,1,0,0]
73   15    60    62     203    10     [1] 	[] 	[0,1,0,0,0]
74   45    65    37     124    10     [2] 	[2] 	[0,0,0,0,0]
75   65    35    29     168    10     [4] 	[4] 	[0,0,0,0,0]
76   65    20    39     190    10     [1] 	[] 	[0,0,0,0,0]
77   45    30    20     139    10     [2] 	[] 	[0,0,0,0,1]
78   35    40    11     150    10     [4] 	[4] 	[0,0,0,0,0]
79   41    37    97     198    10     [0] 	[3,4] 	[0,0,0,0,0]
80   64    42    31     138    10     [4] 	[0,4] 	[0,0,1,0,0]
81   40    60    101    216    10     [2] 	[2] 	[0,0,0,0,1]
82   31    52    9      139    10     [3] 	[] 	[0,0,0,1,1]
83   35    69    30     210    10     [1] 	[] 	[0,1,0,0,0]
84   65    55    30     129    10     [2] 	[2,3] 	[0,0,0,0,0]
85   63    65    27     202    10     [3] 	[1,4] 	[0,0,0,0,1]
86   2     60    46     137    10     [3] 	[2] 	[0,0,0,0,0]
87   20    20    71     193    10     [2] 	[] 	[0,0,0,0,1]
88   5     5     57     165    10     [2] 	[0,2] 	[0,0,0,0,0]
89   60    12    48     131    10     [0] 	[2,4] 	[0,0,0,0,0]
90   23    3     49     180    10     [0] 	[2] 	[0,0,0,0,0]
91   8     56    47     162    10     [4] 	[1,4] 	[0,0,1,0,0]
92   6     68    65     142    10     [1] 	[] 	[0,0,0,0,0]
93   47    47    93     222    10     [0] 	[] 	[0,0,0,0,0]
94   49    58    78     123    10     [1] 	[4] 	[0,1,1,0,0]
95   27    43    14     140    10     [2] 	[] 	[0,0,0,0,1]
96   37    31    19     172    10     [1] 	[3] 	[0,0,0,0,0]
97   57    29    73     148    10     [2] 	[0,2] 	[0,0,0,0,1]
