C104.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    49    100   0      1236   0      [0,2,3,4] 	[] 	[0,5,4,0,0]
2    53    53    0      1236   0      [0,2] 	[2] 	[0,5,0,0,0]
3    18    66    0      1236   0      [3,4] 	[0,1,3,4] 	[0,0,5,0,0]
4    95    44    0      1236   0      [0,1,3,4] 	[0,1,3] 	[0,5,4,4,0]
5    93    16    0      1236   0      [2,4] 	[0,2] 	[0,4,4,0,0]
6    37    59    0      1236   0      [1,4] 	[0,1,3] 	[0,0,3,3,0]
7    64    56    0      1236   0      [0,3,4] 	[1] 	[0,4,5,0,0]
8    31    21    0      1236   0      [2,3] 	[] 	[0,3,3,0,0]
9    38    81    0      1236   0      [0,3] 	[1,2,4] 	[0,4,5,0,0]
10   34    28    0      1236   0      [0,2,3,4] 	[0] 	[0,2,4,0,0]
11   35    6     0      1236   0      [2,3,4] 	[] 	[0,2,3,0,0]
12   74    10    0      1236   0      [2,4] 	[0,2,3] 	[0,3,2,0,0]
13   92    10    0      1236   0      [0,1,3,4] 	[0] 	[0,2,4,5,0]
14   45    68    0      1127   90     [1] 	[1,3] 	[0,0,0,1,0]
15   45    70    0      1125   90     [2] 	[] 	[0,0,0,0,0]
16   42    66    0      1129   90     [4] 	[0,3] 	[0,0,1,0,0]
17   42    68    727    782    90     [0] 	[0,2] 	[0,1,0,0,0]
18   42    65    0      1130   90     [2] 	[2,3] 	[0,0,0,0,0]
19   40    69    0      1127   90     [3] 	[1] 	[0,0,0,0,0]
20   40    66    0      1130   90     [3] 	[4] 	[0,0,1,0,0]
21   38    68    255    324    90     [0] 	[0] 	[0,0,0,0,0]
22   38    70    534    605    90     [0] 	[1] 	[0,1,0,0,0]
23   35    66    0      1129   90     [3] 	[2] 	[0,0,1,0,0]
24   35    69    448    505    90     [3] 	[] 	[0,0,1,0,0]
25   25    85    0      1107   90     [2] 	[] 	[0,1,0,0,0]
26   22    75    30     92     90     [0] 	[1] 	[0,1,0,0,0]
27   22    85    0      1106   90     [2] 	[] 	[0,1,0,0,0]
28   20    80    384    429    90     [1] 	[] 	[0,0,0,1,0]
29   20    85    0      1105   90     [2] 	[2,3] 	[0,1,0,0,0]
30   18    75    0      1112   90     [2] 	[3] 	[0,1,0,0,0]
31   15    75    0      1110   90     [1] 	[1,3] 	[0,0,0,1,0]
32   15    80    0      1106   90     [2] 	[] 	[0,1,0,0,0]
33   30    50    0      1136   90     [1] 	[4] 	[0,0,0,1,0]
34   30    52    0      1135   90     [3] 	[] 	[0,0,1,0,0]
35   28    52    0      1133   90     [4] 	[3] 	[0,0,1,0,0]
36   28    55    732    777    90     [2] 	[] 	[0,1,0,0,0]
37   25    50    0      1131   90     [0] 	[] 	[0,1,0,0,0]
38   25    52    169    224    90     [4] 	[] 	[0,0,1,0,0]
39   25    55    0      1130   90     [3] 	[1] 	[0,0,0,0,0]
40   23    52    0      1128   90     [2] 	[2] 	[0,1,0,0,0]
41   23    55    0      1128   90     [1] 	[] 	[0,0,0,1,0]
42   20    50    0      1126   90     [1] 	[1,3] 	[0,0,0,1,0]
43   20    55    0      1125   90     [4] 	[] 	[0,0,0,0,0]
44   10    35    0      1112   90     [2] 	[2,3] 	[0,1,0,0,0]
45   10    40    0      1114   90     [2] 	[] 	[0,0,0,0,0]
46   8     40    0      1112   90     [3] 	[] 	[0,0,0,0,0]
47   8     45    0      1113   90     [0] 	[1] 	[0,0,0,0,0]
48   5     35    0      1107   90     [1] 	[3] 	[0,0,0,1,0]
49   5     45    0      1110   90     [2] 	[] 	[0,1,0,0,0]
50   2     40    0      1106   90     [1] 	[] 	[0,0,0,1,0]
51   0     40    479    522    90     [4] 	[] 	[0,0,1,0,0]
52   0     45    0      1105   90     [4] 	[3] 	[0,0,1,0,0]
53   35    30    0      1125   90     [4] 	[] 	[0,0,1,0,0]
54   35    32    0      1127   90     [1] 	[] 	[0,0,0,1,0]
55   33    32    0      1126   90     [3] 	[1] 	[0,0,0,0,0]
56   33    35    0      1129   90     [2] 	[3] 	[0,0,0,0,0]
57   32    30    359    412    90     [3] 	[1,4] 	[0,0,0,0,0]
58   30    30    0      1123   90     [4] 	[0,3] 	[0,0,1,0,0]
59   30    32    0      1125   90     [2] 	[2,3] 	[0,1,0,0,0]
60   30    35    0      1127   90     [4] 	[0,3] 	[0,0,1,0,0]
61   28    30    0      1122   90     [0] 	[2] 	[0,1,0,0,0]
62   28    35    0      1126   90     [2] 	[3] 	[0,1,0,0,0]
63   26    32    0      1123   90     [0] 	[0,2] 	[0,1,0,0,0]
64   25    30    0      1121   90     [2] 	[2,3] 	[0,1,0,0,0]
65   25    35    0      1124   90     [0] 	[] 	[0,1,0,0,0]
66   44    5     286    347    90     [4] 	[] 	[0,0,1,0,0]
67   42    10    0      1105   90     [1] 	[] 	[0,0,0,0,0]
68   42    15    95     158    90     [0] 	[] 	[0,1,0,0,0]
69   40    5     0      1101   90     [3] 	[4] 	[0,0,1,0,0]
70   40    15    0      1111   90     [3] 	[] 	[0,0,1,0,0]
71   38    5     471    534    90     [4] 	[0] 	[0,0,0,0,0]
72   38    15    0      1110   90     [4] 	[] 	[0,0,1,0,0]
73   35    5     0      1100   90     [1] 	[1] 	[0,0,0,0,0]
74   50    30    0      1123   90     [4] 	[] 	[0,0,0,0,0]
75   50    35    262    317    90     [0] 	[] 	[0,0,0,0,0]
76   50    40    0      1131   90     [1] 	[] 	[0,0,0,1,0]
