R104.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    46    27    0      230    0      [0,1,3] 	[] 	[0,5,0,0,3]
2    83    87    0      230    0      [1,2,3,4] 	[] 	[5,0,0,2,5]
3    96    37    0      230    0      [0,2] 	[0,2,4] 	[5,2,0,0,0]
4    4     79    0      230    0      [0,2,3,4] 	[0,1,4] 	[3,3,0,2,3]
5    44    9     0      230    0      [0,2,4] 	[0,1,2,3,4] 	[3,5,0,5,0]
6    38    93    0      230    0      [0,2] 	[0,2] 	[2,3,0,0,0]
7    57    81    0      230    0      [1,2,3,4] 	[0,4] 	[4,0,0,2,2]
8    37    75    0      230    0      [1,2] 	[3,4] 	[5,0,0,0,4]
9    44    52    0      230    0      [1,2,3,4] 	[] 	[5,0,0,2,2]
10   40    80    0      230    0      [0,1,2,3] 	[3] 	[4,2,0,0,3]
11   100   4     0      230    0      [0,1,2,4] 	[1,4] 	[5,4,0,0,4]
12   98    9     0      230    0      [0,2,3,4] 	[] 	[2,5,0,4,2]
13   74    37    0      230    0      [0,1,2,3] 	[0,2] 	[0,4,0,0,5]
14   41    49    0      204    10     [4] 	[1,3] 	[1,0,0,0,0]
15   35    17    0      202    10     [1] 	[] 	[0,0,0,0,0]
16   55    45    0      197    10     [4] 	[1] 	[0,0,0,0,0]
17   55    20    149    159    10     [4] 	[1,3] 	[1,0,0,1,0]
18   15    30    0      199    10     [2] 	[0,1] 	[1,0,0,0,0]
19   25    30    0      208    10     [3] 	[2] 	[0,0,0,0,0]
20   20    50    0      198    10     [2] 	[0] 	[1,0,0,0,0]
21   10    43    95     105    10     [0] 	[] 	[0,1,0,0,0]
22   55    60    97     107    10     [2] 	[1] 	[0,0,0,0,0]
23   30    60    0      194    10     [2] 	[] 	[1,0,0,0,0]
24   20    65    67     77     10     [1] 	[3,4] 	[0,0,0,0,1]
25   50    35    0      205    10     [2] 	[] 	[0,0,0,0,0]
26   30    25    159    169    10     [2] 	[0,1] 	[1,0,0,0,0]
27   15    10    0      187    10     [2] 	[0,1] 	[0,0,0,0,0]
28   30    5     61     71     10     [0] 	[] 	[0,1,0,0,0]
29   10    20    0      190    10     [1] 	[3] 	[0,0,0,0,1]
30   5     30    0      189    10     [0] 	[2] 	[0,1,0,0,0]
31   20    40    0      204    10     [0] 	[2,4] 	[0,1,0,0,0]
32   15    60    0      187    10     [0] 	[4] 	[0,1,0,0,0]
33   45    65    0      188    10     [0] 	[0] 	[0,0,0,0,0]
34   45    20    0      201    10     [4] 	[1,3] 	[0,0,0,1,0]
35   45    10    0      193    10     [0] 	[4] 	[0,0,0,0,0]
36   55    5     68     78     10     [0] 	[4] 	[0,1,0,0,0]
37   65    35    0      190    10     [0] 	[2] 	[0,0,0,0,0]
38   65    20    172    182    10     [1] 	[4] 	[0,0,0,0,1]
39   45    30    0      208    10     [4] 	[] 	[0,0,0,0,0]
40   35    40    0      215    10     [0] 	[] 	[0,1,0,0,0]
41   41    37    0      213    10     [2] 	[0,1] 	[0,0,0,0,0]
42   64    42    0      190    10     [0] 	[2] 	[0,1,0,0,0]
43   40    60    0      194    10     [4] 	[] 	[0,0,0,0,0]
44   31    52    0      202    10     [3] 	[2,4] 	[0,0,0,0,1]
