RC107.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    26    35    0      240    0      [3,4] 	[] 	[0,0,5,0,3]
2    22    87    0      240    0      [0,2,3,4] 	[0,1,2,4] 	[5,0,2,4,3]
3    87    48    0      240    0      [1,2,3] 	[0,2,3,4] 	[0,4,5,2,0]
4    86    55    0      240    0      [0,1,4] 	[1] 	[3,5,3,0,2]
5    26    67    0      240    0      [0,1,2,4] 	[0,1,2,3,4] 	[3,0,0,0,5]
6    64    57    0      240    0      [0,1,2,3] 	[0,2,3,4] 	[5,5,5,4,5]
7    71    95    0      240    0      [2,3,4] 	[2,4] 	[0,0,2,3,2]
8    72    8     0      240    0      [1,2,3,4] 	[0] 	[0,3,2,4,4]
9    54    11    0      240    0      [0,2,3,4] 	[0,1,2] 	[3,0,4,4,2]
10   40    98    0      240    0      [0,1,2,4] 	[1] 	[2,3,2,0,0]
11   95    69    0      240    0      [0,3,4] 	[0,1,4] 	[3,0,0,0,4]
12   44    65    0      240    0      [1,2,3,4] 	[0,3] 	[0,0,2,5,2]
13   13    0     0      240    0      [0,1,2,3] 	[0,1,2,3,4] 	[3,2,0,2,4]
14   25    85    125    191    10     [2] 	[] 	[0,0,0,1,0]
15   22    75    32     97     10     [4] 	[2,4] 	[0,0,0,0,1]
16   22    85    101    146    10     [0] 	[] 	[1,0,0,0,0]
17   20    80    71     193    10     [2] 	[] 	[0,0,0,1,0]
18   20    85    40     113    10     [2] 	[0,4] 	[0,0,0,1,0]
19   18    75    55     164    10     [0] 	[] 	[1,0,0,0,1]
20   15    75    69     118    10     [2] 	[0,4] 	[0,0,0,1,0]
21   15    80    56     155    10     [0] 	[4] 	[0,0,0,0,1]
22   10    35    51     160    10     [4] 	[1] 	[0,0,0,0,0]
23   10    40    90     177    10     [1] 	[0,4] 	[0,0,0,0,0]
24   8     40    33     152    10     [4] 	[1,4] 	[0,0,0,0,1]
25   8     45    49     108    10     [0] 	[] 	[0,0,0,0,0]
26   5     35    62     191    10     [1] 	[3,4] 	[0,1,0,0,0]
27   5     45    35     117    10     [3] 	[1] 	[0,0,0,0,0]
28   2     40    39     161    10     [4] 	[] 	[0,0,0,0,0]
29   0     40    59     114    10     [0] 	[] 	[1,0,0,0,0]
30   0     45    60     189    10     [0] 	[2,4] 	[0,0,0,0,0]
31   44    5     79     124    10     [2] 	[2] 	[0,0,0,1,0]
32   42    10    58     115    10     [0] 	[2,4] 	[0,0,0,0,0]
33   42    15    111    162    10     [3] 	[4] 	[0,0,1,0,0]
34   40    5     52     111    10     [4] 	[1] 	[0,0,0,0,0]
35   40    15    55     158    10     [1] 	[] 	[0,0,0,0,0]
36   38    5     45     164    10     [2] 	[0,2] 	[0,0,0,1,0]
37   38    15    128    194    10     [0] 	[] 	[0,0,0,0,1]
38   35    5     54     184    10     [2] 	[2] 	[0,0,0,1,0]
39   95    30    105    154    10     [2] 	[0,4] 	[0,0,0,0,0]
40   95    35    57     172    10     [4] 	[1,4] 	[0,0,0,0,1]
41   92    30    55     120    10     [2] 	[0,2] 	[0,0,0,1,0]
42   90    35    52     112    10     [3] 	[4] 	[0,0,1,0,0]
43   88    30    52     159    10     [4] 	[] 	[0,0,0,0,1]
44   88    35    50     110    10     [0] 	[] 	[1,0,0,0,1]
45   87    30    116    175    10     [2] 	[] 	[0,0,0,0,0]
46   85    25    51     178    10     [2] 	[] 	[0,0,0,0,0]
47   85    35    100    151    10     [4] 	[2] 	[0,0,0,0,1]
48   67    85    61     185    10     [3] 	[0] 	[0,0,0,0,0]
49   65    85    43     186    10     [3] 	[1,4] 	[0,0,0,0,0]
50   65    82    113    164    10     [2] 	[2,4] 	[0,0,0,1,0]
51   62    80    37     148    10     [0] 	[] 	[0,0,0,0,0]
52   60    80    36     191    10     [4] 	[1,2] 	[0,0,0,0,1]
53   60    85    50     149    10     [3] 	[] 	[0,0,1,0,0]
54   58    75    48     165    10     [0] 	[2,4] 	[0,0,0,0,0]
55   55    80    33     166    10     [2] 	[0] 	[0,0,0,0,0]
56   55    85    117    168    10     [0] 	[2,4] 	[1,0,0,0,1]
57   55    82    35     148    10     [1] 	[3] 	[0,0,1,0,0]
58   20    82    37     177    10     [2] 	[] 	[0,0,0,1,0]
59   18    80    98     157    10     [3] 	[0,1] 	[0,0,0,0,0]
60   2     45    38     109    10     [4] 	[1] 	[0,0,0,0,0]
61   42    5     120    184    10     [1] 	[0] 	[0,1,1,0,0]
62   42    12    79     158    10     [0] 	[2,4] 	[0,0,0,0,0]
63   72    35    104    157    10     [2] 	[0] 	[0,0,0,1,0]
64   55    20    69     126    10     [4] 	[1,4] 	[0,0,0,0,1]
65   25    30    36     97     10     [4] 	[] 	[0,0,0,0,1]
66   20    50    57     154    10     [0] 	[2,4] 	[0,0,0,0,0]
67   55    60    127    180    10     [4] 	[1,2] 	[0,0,0,0,1]
68   30    60    95     214    10     [3] 	[0] 	[0,0,0,0,0]
69   50    35    88     201    10     [1] 	[0] 	[0,1,0,0,0]
70   30    25    82     139    10     [0] 	[] 	[0,0,0,0,0]
71   15    10    56     182    10     [2] 	[0,4] 	[0,0,0,1,0]
72   10    20    42     125    10     [3] 	[0] 	[0,0,0,0,0]
73   15    60    137    202    10     [0] 	[] 	[0,0,0,0,0]
74   45    65    55     106    10     [3] 	[] 	[0,0,1,0,0]
75   65    35    29     158    10     [1] 	[3] 	[0,1,1,0,0]
76   65    20    39     108    10     [0] 	[2,4] 	[1,0,0,0,0]
77   45    30    20     139    10     [3] 	[0,1] 	[0,0,1,0,0]
78   35    40    11     140    10     [1] 	[0,3] 	[0,0,0,0,0]
79   41    37    92     203    10     [1] 	[3] 	[0,1,1,0,0]
80   64    42    28     141    10     [3] 	[0,4] 	[0,0,1,0,0]
81   40    60    100    217    10     [3] 	[] 	[0,0,1,0,0]
82   31    52    9      134    10     [2] 	[] 	[0,0,0,1,0]
83   35    69    60     210    10     [4] 	[1] 	[0,0,0,0,1]
84   65    55    52     107    10     [3] 	[1,4] 	[0,0,0,0,0]
85   63    65    27     101    10     [2] 	[0,2] 	[0,0,0,1,0]
86   2     60    65     118    10     [0] 	[2] 	[0,0,0,0,0]
87   20    20    72     193    10     [4] 	[] 	[0,0,0,0,1]
88   5     5     60     117    10     [0] 	[2,4] 	[0,0,0,0,0]
89   60    12    42     143    10     [0] 	[] 	[1,0,0,0,1]
90   23    3     52     180    10     [0] 	[2,4] 	[1,0,0,0,0]
91   8     56    46     163    10     [2] 	[] 	[0,0,0,1,0]
92   6     68    54     153    10     [0] 	[] 	[1,0,0,0,1]
93   47    47    97     222    10     [2] 	[] 	[0,0,0,1,0]
94   49    58    80     121    10     [4] 	[4] 	[0,0,0,0,1]
95   27    43    26     87     10     [1] 	[4] 	[0,0,0,0,0]
96   37    31    19     87     10     [2] 	[0,4] 	[0,0,0,1,0]
97   57    29    62     159    10     [3] 	[0,4] 	[0,0,1,0,0]
98   63    23    76     127    10     [4] 	[4] 	[0,0,0,0,1]
99   21    24    77     126    10     [4] 	[] 	[0,0,0,0,1]
100  12    24    68     141    10     [1] 	[0] 	[0,0,0,0,0]
101  24    58    24     139    10     [4] 	[4] 	[0,0,0,0,1]
102  67    5     105    177    10     [3] 	[] 	[0,0,1,0,0]
103  37    47    74     127    10     [1] 	[] 	[0,1,1,0,0]
104  49    42    151    212    10     [3] 	[0,1] 	[0,0,1,0,0]
105  53    43    14     155    10     [0] 	[] 	[1,0,0,0,1]
106  61    52    69     208    10     [1] 	[4] 	[0,0,0,0,0]
107  57    48    86     133    10     [0] 	[] 	[1,0,0,0,1]
108  56    37    20     84     10     [1] 	[4] 	[0,1,1,0,0]
109  55    54    121    172    10     [3] 	[0,1] 	[0,0,1,0,0]
110  4     18    112    157    10     [1] 	[4] 	[0,0,0,0,0]
111  26    52    30     91     10     [3] 	[1] 	[0,0,1,0,0]
112  26    35    37     146    10     [4] 	[4] 	[0,0,0,0,0]
113  31    67    66     210    10     [0] 	[2,4] 	[0,0,0,0,0]
