R202.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    29    80    0      1000   0      [1,3] 	[2,3] 	[4,0,0,0,2]
2    66    73    0      1000   0      [0,4] 	[] 	[4,5,0,5,2]
3    29    54    0      1000   0      [0,2,4] 	[1] 	[4,4,0,3,0]
4    3     25    0      1000   0      [0,4] 	[0,1,4] 	[4,4,0,4,4]
5    20    4     0      1000   0      [1,2,3,4] 	[0,1,2,3,4] 	[3,0,0,0,5]
6    72    31    0      1000   0      [2,3] 	[4] 	[5,5,0,0,5]
7    98    94    0      1000   0      [0,1,2,3] 	[1] 	[2,0,0,3,2]
8    90    95    0      1000   0      [1,2,3] 	[0] 	[3,3,0,0,4]
9    28    67    0      1000   0      [0,1,2,3] 	[] 	[4,4,0,4,3]
10   7     100   0      1000   0      [1,2] 	[] 	[5,3,0,0,4]
11   15    39    0      1000   0      [0,1,3,4] 	[0,2,3,4] 	[4,2,0,3,3]
12   74    62    0      1000   0      [2,4] 	[0,1] 	[5,2,0,0,0]
13   14    95    0      1000   0      [2,3,4] 	[2] 	[2,2,0,0,5]
14   41    49    0      974    10     [3] 	[] 	[1,0,0,0,1]
15   35    17    0      972    10     [4] 	[0,4] 	[0,0,0,0,0]
16   55    45    0      967    10     [3] 	[] 	[1,0,0,0,0]
17   55    20    678    801    10     [3] 	[0,2] 	[0,0,0,0,0]
18   15    30    0      969    10     [1] 	[3] 	[1,0,0,0,0]
19   25    30    415    514    10     [0] 	[0,4] 	[0,0,0,0,0]
20   20    50    0      968    10     [2] 	[] 	[0,0,0,0,0]
21   10    43    404    481    10     [1] 	[3,4] 	[1,0,0,0,1]
22   55    60    400    497    10     [0] 	[] 	[0,0,0,1,1]
23   30    60    577    632    10     [1] 	[0] 	[1,0,0,0,1]
24   20    65    206    325    10     [2] 	[1,4] 	[0,0,0,0,0]
25   50    35    0      975    10     [2] 	[] 	[0,0,0,0,0]
26   30    25    690    827    10     [0] 	[0,4] 	[0,0,0,0,0]
27   15    10    32     243    10     [2] 	[1] 	[0,1,0,0,0]
28   30    5     175    300    10     [1] 	[] 	[0,0,0,0,0]
29   10    20    272    373    10     [3] 	[] 	[0,0,0,0,1]
30   5     30    733    870    10     [0] 	[0] 	[0,0,0,0,0]
31   20    40    377    434    10     [3] 	[] 	[0,0,0,0,0]
32   15    60    269    378    10     [4] 	[] 	[0,1,0,0,0]
33   45    65    581    666    10     [2] 	[] 	[0,0,0,0,0]
34   45    20    0      971    10     [0] 	[] 	[0,0,0,1,0]
35   45    10    409    494    10     [0] 	[0,4] 	[0,0,0,1,1]
36   55    5     206    325    10     [4] 	[1] 	[0,0,0,0,0]
37   65    35    704    847    10     [3] 	[] 	[1,0,0,0,1]
38   65    20    817    956    10     [4] 	[] 	[1,1,0,0,0]
39   45    30    0      978    10     [3] 	[2] 	[0,0,0,0,0]
40   35    40    104    255    10     [3] 	[0,2] 	[0,0,0,0,1]
41   41    37    114    255    10     [0] 	[] 	[0,0,0,1,0]
42   64    42    190    313    10     [4] 	[4] 	[0,0,0,0,0]
43   40    60    259    354    10     [3] 	[0,2] 	[0,0,0,0,0]
44   31    52    0      972    10     [2] 	[] 	[0,1,0,0,0]
45   35    69    660    777    10     [0] 	[] 	[0,0,0,1,0]
46   53    52    45     200    10     [0] 	[0,4] 	[0,0,0,1,0]
47   65    55    0      953    10     [2] 	[4] 	[0,1,0,0,0]
48   63    65    686    813    10     [0] 	[0,4] 	[0,0,0,1,1]
49   2     60    41     208    10     [4] 	[1] 	[0,1,0,0,0]
50   20    20    0      968    10     [0] 	[4] 	[0,0,0,1,1]
51   5     5     302    405    10     [3] 	[0] 	[1,0,0,0,1]
52   60    12    33     224    10     [3] 	[] 	[1,0,0,0,1]
53   40    25    360    437    10     [1] 	[4] 	[1,0,0,0,1]
54   42    7     396    511    10     [4] 	[0,4] 	[0,0,0,0,0]
55   24    12    25     172    10     [1] 	[] 	[0,0,0,0,0]
56   23    3     620    705    10     [0] 	[4] 	[0,0,0,1,1]
57   11    14    233    340    10     [2] 	[1] 	[0,1,0,0,0]
58   6     38    29     189    10     [0] 	[] 	[0,0,0,0,0]
59   2     48    515    628    10     [0] 	[] 	[0,0,0,0,1]
60   8     56    85     250    10     [1] 	[3,4] 	[0,0,0,0,1]
61   13    52    0      962    10     [0] 	[0] 	[0,0,0,0,0]
62   6     68    501    540    10     [2] 	[] 	[0,1,0,0,0]
63   47    47    0      973    10     [4] 	[] 	[1,1,0,0,0]
64   49    58    348    453    10     [4] 	[1,4] 	[1,1,0,0,0]
65   27    43    0      978    10     [0] 	[0,4] 	[0,0,0,1,0]
66   37    31    414    489    10     [3] 	[0] 	[1,0,0,0,1]
67   57    29    641    734    10     [4] 	[] 	[0,0,0,0,0]
68   63    23    620    739    10     [3] 	[0] 	[1,0,0,0,1]
69   53    12    585    692    10     [3] 	[] 	[1,0,0,0,1]
70   32    12    421    530    10     [3] 	[] 	[1,0,0,0,1]
71   36    26    849    980    10     [0] 	[] 	[0,0,0,1,0]
72   21    24    0      972    10     [2] 	[1,4] 	[0,1,0,0,0]
73   17    34    721    862    10     [1] 	[0,3] 	[1,0,0,0,1]
74   12    24    290    377    10     [3] 	[2] 	[0,0,0,0,0]
75   24    58    163    302    10     [0] 	[4] 	[0,0,0,1,0]
76   27    69    34     191    10     [2] 	[1,4] 	[0,1,0,0,0]
77   15    77    214    333    10     [3] 	[] 	[1,0,0,0,0]
78   62    77    49     188    10     [0] 	[] 	[0,0,0,0,0]
79   49    73    592    693    10     [4] 	[4] 	[0,1,0,0,0]
80   67    5     294    401    10     [2] 	[1,4] 	[0,0,0,0,0]
81   56    39    637    752    10     [3] 	[0] 	[0,0,0,0,0]
82   37    47    162    293    10     [2] 	[1,4] 	[0,1,0,0,0]
83   37    56    788    968    10     [1] 	[] 	[1,0,0,0,0]
84   57    68    268    367    10     [4] 	[0,4] 	[1,1,0,0,0]
85   47    16    0      967    10     [2] 	[1,4] 	[0,1,0,0,0]
