C203.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    77    48    0      3390   0      [0,1,2] 	[2,4] 	[4,3,0,0,2]
2    11    67    0      3390   0      [0,2] 	[0,3] 	[2,5,0,0,0]
3    56    76    0      3390   0      [0,1,2,4] 	[1,3] 	[2,5,0,0,4]
4    2     41    0      3390   0      [1,2,4] 	[] 	[3,5,0,3,4]
5    7     39    0      3390   0      [0,1,3] 	[0,2] 	[5,5,0,0,0]
6    86    82    0      3390   0      [2,3] 	[1,2,3] 	[4,0,0,0,2]
7    6     25    0      3390   0      [0,1,4] 	[0,1] 	[0,3,0,3,0]
8    14    75    0      3390   0      [0,1] 	[0,1,4] 	[5,3,0,0,3]
9    69    11    0      3390   0      [0,2,3,4] 	[0,1] 	[2,2,0,2,4]
10   82    0     0      3390   0      [1,2,3] 	[] 	[4,0,0,0,4]
11   27    0     0      3390   0      [1,4] 	[1,2,3] 	[0,4,0,2,3]
12   39    1     0      3390   0      [0,2] 	[] 	[2,2,0,0,0]
13   60    41    0      3390   0      [0,3,4] 	[0,1,2,3] 	[0,5,0,0,5]
14   52    75    0      3272   90     [4] 	[] 	[0,0,0,0,0]
15   45    70    0      3279   90     [4] 	[2,3] 	[0,1,0,0,0]
16   62    69    0      3270   90     [0] 	[] 	[0,0,0,0,0]
17   60    66    1261   1421   90     [3] 	[2,3] 	[0,0,0,0,0]
18   42    65    0      3284   90     [0] 	[] 	[0,0,0,0,0]
19   16    42    497    657    90     [2] 	[] 	[1,0,0,0,0]
20   58    70    0      3273   90     [4] 	[2] 	[0,0,0,1,0]
21   34    60    2887   3047   90     [3] 	[3] 	[0,0,0,0,0]
22   28    70    2601   2761   90     [0] 	[0] 	[0,0,0,0,0]
23   35    66    2791   2951   90     [1] 	[4] 	[0,0,0,0,1]
24   35    69    2698   2858   90     [3] 	[2,3] 	[0,0,0,0,1]
25   25    85    0      3261   90     [2] 	[0,3] 	[0,0,0,0,0]
26   22    75    2405   2565   90     [2] 	[0,3] 	[0,0,0,0,0]
27   22    85    0      3260   90     [1] 	[1,2] 	[0,0,0,0,1]
28   20    80    2216   2376   90     [0] 	[] 	[1,1,0,0,0]
29   20    85    0      3259   90     [0] 	[1] 	[1,0,0,0,0]
30   18    75    2311   2471   90     [4] 	[2,3] 	[0,1,0,0,0]
31   15    75    0      3264   90     [1] 	[2,4] 	[0,0,0,0,1]
32   15    80    0      3260   90     [2] 	[0,3] 	[1,0,0,0,0]
33   30    50    0      3290   90     [2] 	[1,3] 	[1,0,0,0,0]
34   30    56    0      3288   90     [0] 	[] 	[0,0,0,0,0]
35   28    52    22     182    90     [2] 	[0,1] 	[1,0,0,0,0]
36   14    66    1643   1803   90     [1] 	[2] 	[0,0,0,0,1]
37   25    50    0      3285   90     [3] 	[2,3] 	[0,0,0,0,1]
38   22    66    2504   2664   90     [0] 	[0] 	[1,1,0,0,0]
39   8     62    0      3265   90     [1] 	[] 	[0,0,0,0,1]
40   23    52    209    369    90     [1] 	[1,4] 	[0,0,0,0,0]
41   4     55    0      3263   90     [2] 	[1,3] 	[1,0,0,0,0]
42   20    50    0      3280   90     [1] 	[1] 	[0,0,0,0,0]
43   20    55    303    463    90     [3] 	[2,3] 	[0,0,0,0,0]
44   10    35    0      3266   90     [3] 	[2] 	[0,0,0,0,0]
45   10    40    0      3268   90     [4] 	[2,3] 	[0,0,0,0,0]
46   8     40    685    845    90     [3] 	[2,3] 	[0,0,0,0,1]
47   8     45    0      3267   90     [1] 	[] 	[0,0,0,0,1]
48   5     35    876    1036   90     [2] 	[1,3] 	[1,0,0,0,0]
49   5     45    1253   1413   90     [2] 	[1,3] 	[1,0,0,0,0]
50   2     40    0      3260   90     [2] 	[0,3] 	[0,0,0,0,0]
51   0     40    1063   1223   90     [0] 	[] 	[1,1,0,0,0]
52   0     45    1158   1318   90     [1] 	[] 	[0,0,0,0,1]
53   36    18    1819   1979   90     [3] 	[] 	[0,0,0,0,0]
54   35    32    2758   2918   90     [2] 	[0] 	[1,0,0,0,0]
55   33    32    2666   2826   90     [2] 	[0,3] 	[1,0,0,0,0]
56   33    35    0      3283   90     [2] 	[1,3] 	[0,0,0,0,0]
57   32    20    1913   2073   90     [1] 	[1] 	[0,0,0,0,1]
58   30    30    2105   2265   90     [0] 	[0,1] 	[1,1,0,0,0]
59   34    25    0      3274   90     [1] 	[1,2] 	[0,0,0,0,1]
60   30    35    0      3281   90     [4] 	[2,3] 	[0,1,0,1,0]
61   36    40    0      3289   90     [0] 	[1] 	[0,1,0,0,0]
62   48    20    967    1127   90     [0] 	[] 	[0,0,0,0,0]
63   26    32    0      3277   90     [0] 	[0] 	[1,1,0,0,0]
64   25    30    0      3275   90     [4] 	[2,3] 	[0,0,0,0,0]
65   25    35    0      3278   90     [2] 	[0,1] 	[0,0,0,0,0]
66   44    5     1256   1416   90     [0] 	[0,1] 	[1,0,0,0,0]
67   42    10    0      3259   90     [3] 	[3] 	[0,0,0,0,0]
68   42    15    1065   1225   90     [0] 	[0,1] 	[1,1,0,0,0]
69   40    5     1350   1510   90     [4] 	[2] 	[0,1,0,0,0]
70   38    15    0      3264   90     [0] 	[0,1] 	[0,0,0,0,0]
71   38    5     1442   1602   90     [3] 	[2,3] 	[0,0,0,0,1]
72   38    10    0      3259   90     [1] 	[] 	[0,0,0,0,0]
73   35    5     0      3254   90     [1] 	[2,4] 	[0,0,0,0,0]
74   50    30    0      3277   90     [4] 	[] 	[0,0,0,0,0]
75   50    35    120    280    90     [3] 	[2,3] 	[0,0,0,0,1]
76   50    40    0      3285   90     [4] 	[2,3] 	[0,1,0,0,0]
77   48    30    493    653    90     [1] 	[4] 	[0,0,0,0,1]
78   44    25    871    1031   90     [0] 	[0,1] 	[0,0,0,0,0]
79   47    35    588    748    90     [1] 	[1] 	[0,0,0,0,1]
80   47    40    12     172    90     [3] 	[3] 	[0,0,0,0,0]
81   42    30    776    936    90     [2] 	[0,1] 	[1,0,0,0,0]
82   45    35    680    840    90     [3] 	[3] 	[0,0,0,0,1]
83   95    30    2321   2481   90     [3] 	[] 	[0,0,0,0,1]
84   95    35    0      3242   90     [0] 	[0,1] 	[1,0,0,0,0]
85   53    30    0      3276   90     [3] 	[2,3] 	[0,0,0,0,1]
86   92    30    0      3244   90     [2] 	[3] 	[0,0,0,0,0]
87   53    35    213    373    90     [0] 	[0] 	[1,0,0,0,0]
88   45    65    0      3284   90     [4] 	[2,3] 	[0,1,0,1,0]
89   90    35    2131   2291   90     [4] 	[] 	[0,1,0,1,0]
90   72    45    2900   3060   90     [3] 	[2,3] 	[0,0,0,0,1]
91   78    40    2802   2962   90     [3] 	[3] 	[0,0,0,0,1]
92   87    30    2608   2768   90     [4] 	[] 	[0,1,0,1,0]
93   85    25    2513   2673   90     [1] 	[] 	[0,0,0,0,1]
94   85    35    0      3252   90     [0] 	[] 	[0,0,0,0,0]
