C103.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    18    42    0      1236   0      [1,2,4] 	[] 	[3,4,0,4,5]
2    92    92    0      1236   0      [2,4] 	[0,4] 	[0,3,0,4,0]
3    66    23    0      1236   0      [1,2] 	[1,3,4] 	[3,0,0,0,5]
4    26    70    0      1236   0      [1,2,3,4] 	[] 	[5,3,4,3,3]
5    53    21    0      1236   0      [2,4] 	[0,1,3,4] 	[0,3,0,2,0]
6    48    76    0      1236   0      [2,3] 	[0,1,3,4] 	[0,5,2,0,0]
7    87    79    0      1236   0      [0,1,2,3] 	[4] 	[0,0,0,4,4]
8    67    3     0      1236   0      [1,2,4] 	[0,1,4] 	[5,4,0,3,3]
9    52    91    0      1236   0      [0,1,2,3] 	[1,4] 	[3,0,4,3,2]
10   24    100   0      1236   0      [2,4] 	[] 	[0,3,0,3,0]
11   62    38    0      1236   0      [3,4] 	[0,1] 	[0,2,4,5,0]
12   53    24    0      1236   0      [2,3,4] 	[] 	[0,2,4,4,0]
13   17    83    0      1236   0      [2,4] 	[] 	[0,4,0,4,0]
14   45    68    0      1127   90     [3] 	[] 	[0,0,1,0,0]
15   45    70    0      1125   90     [4] 	[0,1] 	[0,0,0,1,0]
16   42    66    0      1129   90     [4] 	[0,1] 	[0,0,0,0,0]
17   42    68    727    782    90     [4] 	[0,1] 	[0,0,0,0,0]
18   42    65    0      1130   90     [4] 	[1] 	[0,0,0,1,0]
19   40    69    621    702    90     [3] 	[] 	[0,0,1,0,0]
20   40    66    0      1130   90     [3] 	[0,1] 	[0,0,0,0,0]
21   38    68    255    324    90     [2] 	[4] 	[0,1,0,0,0]
22   38    70    534    605    90     [1] 	[1] 	[1,0,0,0,1]
23   35    66    357    410    90     [1] 	[1,4] 	[0,0,0,0,1]
24   35    69    448    505    90     [4] 	[] 	[0,0,0,0,0]
25   25    85    0      1107   90     [4] 	[1] 	[0,0,0,0,0]
26   22    75    30     92     90     [4] 	[0] 	[0,1,0,0,0]
27   22    85    0      1106   90     [3] 	[0] 	[0,0,1,0,0]
28   20    80    384    429    90     [4] 	[1] 	[0,1,0,1,0]
29   20    85    0      1105   90     [0] 	[4] 	[0,0,0,0,0]
30   18    75    99     148    90     [1] 	[] 	[1,0,0,0,0]
31   15    75    0      1110   90     [4] 	[0,1] 	[0,1,0,0,0]
32   15    80    0      1106   90     [0] 	[4] 	[0,0,0,1,0]
33   30    50    0      1136   90     [0] 	[] 	[0,0,0,1,0]
34   30    52    0      1135   90     [0] 	[] 	[0,0,0,0,0]
35   28    52    812    883    90     [2] 	[3] 	[0,1,0,0,0]
36   28    55    732    777    90     [2] 	[] 	[0,0,0,0,0]
37   25    50    0      1131   90     [3] 	[] 	[0,0,0,0,0]
38   25    52    169    224    90     [2] 	[3,4] 	[0,0,0,0,0]
39   25    55    0      1130   90     [3] 	[0,1] 	[0,0,1,0,0]
40   23    52    261    316    90     [0] 	[] 	[1,0,0,1,0]
41   23    55    0      1128   90     [0] 	[] 	[1,0,0,1,0]
42   20    50    0      1126   90     [4] 	[1] 	[0,0,0,1,0]
43   20    55    449    504    90     [1] 	[4] 	[0,0,0,0,0]
44   10    35    0      1112   90     [1] 	[4] 	[1,0,0,0,1]
