RC101.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    91    22    0      240    0      [1,2] 	[1,2,4] 	[2,0,5,2,0]
2    34    60    0      240    0      [0,3,4] 	[1,3] 	[2,5,0,0,0]
3    10    51    0      240    0      [1,2,3,4] 	[1,2,3,4] 	[3,2,3,5,0]
4    95    85    0      240    0      [2,3] 	[1,2,4] 	[0,3,5,0,0]
5    28    42    0      240    0      [0,3,4] 	[] 	[2,2,0,0,0]
6    71    33    0      240    0      [0,3] 	[1,2,4] 	[4,2,0,0,0]
7    90    54    0      240    0      [0,1,3] 	[1,2,4] 	[4,4,0,5,0]
8    51    26    0      240    0      [1,2,3] 	[1,2] 	[5,3,5,5,0]
9    45    69    0      240    0      [0,1,2,4] 	[1,4] 	[5,4,4,0,0]
10   40    2     0      240    0      [0,4] 	[1,3,4] 	[3,3,0,0,0]
11   9     26    0      240    0      [0,1,3,4] 	[1,3] 	[5,5,0,2,0]
12   21    14    0      240    0      [2,4] 	[] 	[0,3,3,0,0]
13   100   44    0      240    0      [0,1,2,3] 	[1,4] 	[5,0,3,0,0]
14   25    85    145    175    10     [3] 	[2] 	[0,1,0,0,0]
15   22    75    50     80     10     [4] 	[1,3] 	[0,1,0,0,0]
16   22    85    109    139    10     [4] 	[1] 	[0,1,0,0,0]
17   20    80    141    171    10     [1] 	[] 	[1,0,0,0,0]
18   20    85    41     71     10     [0] 	[1,4] 	[0,0,0,0,0]
19   18    75    95     125    10     [1] 	[2] 	[0,0,0,0,0]
20   15    75    79     109    10     [2] 	[] 	[0,0,1,0,0]
21   15    80    91     121    10     [0] 	[1] 	[1,1,0,0,0]
22   10    35    91     121    10     [2] 	[1,4] 	[0,0,0,0,0]
23   10    40    119    149    10     [2] 	[] 	[0,0,1,0,0]
24   8     40    59     89     10     [2] 	[1,4] 	[0,0,0,0,0]
25   8     45    64     94     10     [1] 	[] 	[0,0,0,0,0]
26   5     35    142    172    10     [4] 	[1] 	[0,0,0,0,0]
27   5     45    35     65     10     [1] 	[4] 	[0,0,0,1,0]
28   2     40    58     88     10     [0] 	[1,4] 	[1,0,0,0,0]
29   0     40    72     102    10     [3] 	[2] 	[0,1,0,0,0]
30   0     45    149    179    10     [0] 	[] 	[0,0,0,0,0]
31   44    5     87     117    10     [0] 	[4] 	[1,1,0,0,0]
32   42    10    72     102    10     [0] 	[] 	[0,0,0,0,0]
