R108.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    55    37    0      230    0      [0,1,3,4] 	[0,1,2,3,4] 	[0,4,0,5,2]
2    98    91    0      230    0      [0,2,3] 	[0,2,4] 	[0,0,4,5,4]
3    12    52    0      230    0      [0,1,2] 	[1,2,3,4] 	[0,5,5,0,2]
4    33    74    0      230    0      [0,1,3,4] 	[0,1,3,4] 	[0,3,0,3,4]
5    0     86    0      230    0      [1,2] 	[1] 	[0,2,4,0,3]
6    73    34    0      230    0      [0,2,3] 	[0,1,2,4] 	[0,0,0,3,5]
7    85    36    0      230    0      [1,2,3] 	[0,1,2,3,4] 	[0,2,2,2,5]
8    37    58    0      230    0      [0,3] 	[1,2,4] 	[0,0,0,2,3]
9    7     61    0      230    0      [0,2,3,4] 	[] 	[0,4,2,4,4]
10   0     90    0      230    0      [0,4] 	[1,2,4] 	[0,3,0,4,3]
11   3     56    0      230    0      [0,2,4] 	[1,2,4] 	[0,5,3,5,4]
12   62    30    0      230    0      [0,1,2,4] 	[2,3,4] 	[0,0,5,5,4]
13   28    77    0      230    0      [0,1,2] 	[1,2,3] 	[0,4,2,0,5]
14   41    49    0      204    10     [1] 	[1] 	[0,0,0,0,1]
15   35    17    0      202    10     [2] 	[1,2] 	[0,0,1,0,0]
16   55    45    0      197    10     [0] 	[1,4] 	[0,1,0,0,0]
17   55    20    139    169    10     [2] 	[1,2] 	[0,0,1,0,0]
18   15    30    0      199    10     [4] 	[] 	[0,0,0,1,0]
19   25    30    0      208    10     [3] 	[1,4] 	[0,0,0,1,1]
20   20    50    0      198    10     [3] 	[] 	[0,0,0,1,1]
21   10    43    85     115    10     [3] 	[] 	[0,0,0,1,1]
22   55    60    87     117    10     [2] 	[1,2] 	[0,0,1,0,0]
23   30    60    0      194    10     [2] 	[1,2] 	[0,0,1,0,0]
24   20    65    57     87     10     [3] 	[1] 	[0,0,0,1,0]
25   50    35    0      205    10     [3] 	[] 	[0,0,0,1,0]
26   30    25    149    179    10     [4] 	[4] 	[0,0,0,0,0]
27   15    10    0      187    10     [1] 	[1,3] 	[0,0,0,0,0]
28   30    5     51     81     10     [0] 	[1,2] 	[0,0,0,0,0]
29   10    20    0      190    10     [4] 	[4] 	[0,0,0,0,0]
30   5     30    0      189    10     [2] 	[2] 	[0,0,1,0,0]
31   20    40    0      204    10     [1] 	[4] 	[0,1,0,0,1]
32   15    60    0      187    10     [0] 	[1,2] 	[0,1,0,0,1]
33   45    65    0      188    10     [1] 	[1,4] 	[0,1,0,0,1]
34   45    20    0      201    10     [1] 	[] 	[0,0,0,0,1]
35   45    10    0      193    10     [0] 	[4] 	[0,0,0,0,0]
36   55    5     58     88     10     [1] 	[3] 	[0,1,0,0,0]
37   65    35    0      190    10     [3] 	[1] 	[0,0,0,1,0]
38   65    20    156    186    10     [4] 	[] 	[0,0,0,1,0]
39   45    30    0      208    10     [1] 	[4] 	[0,0,0,0,0]
40   35    40    0      215    10     [2] 	[] 	[0,0,1,0,0]
41   41    37    0      213    10     [0] 	[1,2] 	[0,0,0,0,1]
42   64    42    0      190    10     [4] 	[1] 	[0,0,0,1,0]
43   40    60    0      194    10     [0] 	[1,4] 	[0,1,0,0,1]
44   31    52    0      202    10     [4] 	[2] 	[0,0,0,0,0]
45   35    69    0      186    10     [2] 	[] 	[0,0,1,0,0]
46   53    52    0      195    10     [3] 	[4] 	[0,0,0,1,1]
47   65    55    0      183    10     [2] 	[1] 	[0,0,1,0,0]
48   63    65    0      178    10     [0] 	[1] 	[0,1,0,0,0]
49   2     60    0      178    10     [1] 	[3,4] 	[0,1,0,0,0]
50   20    20    0      198    10     [0] 	[1,4] 	[0,1,0,0,1]
51   5     5     73     103    10     [3] 	[0,1] 	[0,0,0,0,1]
52   60    12    0      186    10     [0] 	[] 	[0,1,0,0,1]
53   40    25    0      208    10     [4] 	[1] 	[0,0,0,1,0]
54   42    7     0      191    10     [0] 	[1,2] 	[0,0,0,0,0]
55   24    12    0      194    10     [0] 	[1,2] 	[0,1,0,0,0]
56   23    3     0      185    10     [0] 	[] 	[0,0,0,0,1]
57   11    14    59     89     10     [4] 	[1] 	[0,0,0,1,0]
58   6     38    0      190    10     [2] 	[1,2] 	[0,0,0,0,0]
59   2     48    0      184    10     [2] 	[2] 	[0,0,1,0,0]
60   8     56    0      185    10     [1] 	[] 	[0,1,0,0,1]
61   13    52    0      192    10     [3] 	[1,4] 	[0,0,0,1,1]
62   6     68    0      176    10     [1] 	[1] 	[0,1,0,0,0]
63   47    47    0      203    10     [4] 	[] 	[0,0,0,0,0]
64   49    58    0      193    10     [1] 	[3,4] 	[0,0,0,0,0]
65   27    43    0      208    10     [4] 	[2,4] 	[0,0,0,1,0]
66   37    31    85     115    10     [0] 	[] 	[0,1,0,0,0]
67   57    29    0      197    10     [0] 	[2,4] 	[0,1,0,0,0]
68   63    23    126    156    10     [3] 	[0,1] 	[0,0,0,0,0]
69   53    12    0      190    10     [2] 	[2] 	[0,0,1,0,0]
70   32    12    0      196    10     [0] 	[2,4] 	[0,1,0,0,0]
71   36    26    180    210    10     [2] 	[] 	[0,0,1,0,0]
72   21    24    0      202    10     [3] 	[] 	[0,0,0,0,0]
73   17    34    0      201    10     [3] 	[1,4] 	[0,0,0,0,0]
74   12    24    0      194    10     [4] 	[4] 	[0,0,0,0,0]
75   24    58    48     78     10     [3] 	[] 	[0,0,0,0,1]
76   27    69    0      185    10     [0] 	[1,2] 	[0,0,0,0,0]
77   15    77    0      173    10     [4] 	[2,4] 	[0,0,0,1,0]
78   62    77    0      170    10     [3] 	[0,4] 	[0,0,0,0,0]
79   49    73    0      179    10     [4] 	[] 	[0,0,0,1,0]
80   67    5     73     103    10     [4] 	[2] 	[0,0,0,1,0]
81   56    39    0      198    10     [4] 	[] 	[0,0,0,0,0]
82   37    47    40     70     10     [2] 	[1] 	[0,0,1,0,0]
83   37    56    0      198    10     [3] 	[] 	[0,0,0,1,0]
84   57    68    0      180    10     [3] 	[] 	[0,0,0,1,0]
85   47    16    0      197    10     [1] 	[1,3] 	[0,0,0,0,0]
86   44    17    0      199    10     [3] 	[1,4] 	[0,0,0,1,1]
87   46    13    139    169    10     [1] 	[1,3] 	[0,1,0,0,1]
88   49    11    0      192    10     [0] 	[2,4] 	[0,0,0,0,1]
89   49    42    63     93     10     [1] 	[1,4] 	[0,0,0,0,1]
90   53    43    169    199    10     [1] 	[] 	[0,0,0,0,0]
91   61    52    0      188    10     [3] 	[1] 	[0,0,0,0,0]
92   57    48    82     112    10     [3] 	[4] 	[0,0,0,0,1]
93   56    37    0      198    10     [2] 	[1,2] 	[0,0,1,0,0]
94   55    54    0      192    10     [2] 	[] 	[0,0,1,0,0]
95   15    47    0      196    10     [3] 	[] 	[0,0,0,1,1]
96   14    37    0      198    10     [1] 	[] 	[0,1,0,0,0]
97   11    31    91     121    10     [1] 	[3,4] 	[0,0,0,0,0]
98   16    22    0      196    10     [0] 	[] 	[0,0,0,0,0]
99   4     18    0      184    10     [0] 	[] 	[0,1,0,0,1]
100  28    18    83     113    10     [0] 	[] 	[0,0,0,0,0]
101  26    52    0      200    10     [3] 	[0] 	[0,0,0,0,0]
102  26    35    0      211    10     [2] 	[] 	[0,0,1,0,0]
103  31    67    0      187    10     [3] 	[] 	[0,0,0,0,0]
104  15    19    0      194    10     [3] 	[] 	[0,0,0,1,0]
105  22    22    18     48     10     [0] 	[2,4] 	[0,1,0,0,1]
106  18    24    0      199    10     [2] 	[1] 	[0,0,0,0,0]
107  26    27    0      207    10     [1] 	[4] 	[0,0,0,0,1]
108  25    24    0      205    10     [0] 	[] 	[0,1,0,0,0]
109  22    27    0      204    10     [3] 	[0,1] 	[0,0,0,1,1]
