C204.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    20    35    0      3390   0      [0,4] 	[1,2,4] 	[0,0,3,0,2]
2    83    24    0      3390   0      [0,2] 	[1,2,4] 	[5,0,2,2,0]
3    67    92    0      3390   0      [0,1,2,4] 	[1,2,4] 	[0,0,4,3,0]
4    88    46    0      3390   0      [0,1] 	[] 	[5,0,5,0,4]
5    95    26    0      3390   0      [0,1,2] 	[2] 	[2,0,4,3,0]
6    95    37    0      3390   0      [1,2,4] 	[1,4] 	[0,0,4,0,5]
7    81    42    0      3390   0      [0,1,2,3] 	[1,2,3,4] 	[2,5,0,2,5]
8    1     64    0      3390   0      [0,1,3] 	[1,3] 	[2,5,0,0,0]
9    3     51    0      3390   0      [3,4] 	[] 	[0,4,5,0,2]
10   25    94    0      3390   0      [0,1,2,4] 	[] 	[5,0,4,3,4]
11   7     70    0      3390   0      [1,3,4] 	[1,2,3,4] 	[0,5,3,0,5]
12   5     5     0      3390   0      [0,1,2,3] 	[1,2,3,4] 	[3,3,4,5,5]
13   18    45    0      3390   0      [0,1,2,4] 	[1,4] 	[0,0,4,3,2]
14   52    75    0      3272   90     [1] 	[1,4] 	[0,0,0,0,1]
15   45    70    0      3279   90     [4] 	[1,2] 	[0,0,0,0,0]
16   62    69    0      3270   90     [4] 	[1,2] 	[0,0,0,0,1]
17   60    66    1261   1421   90     [1] 	[] 	[0,0,0,0,0]
18   42    65    0      3284   90     [0] 	[4] 	[0,0,0,0,0]
19   16    42    0      3274   90     [3] 	[] 	[0,1,0,0,0]
20   58    70    0      3273   90     [0] 	[] 	[1,0,0,0,0]
21   34    60    2887   3047   90     [1] 	[] 	[0,0,0,0,0]
22   28    70    2601   2761   90     [3] 	[] 	[0,1,0,0,0]
23   35    66    0      3283   90     [3] 	[2] 	[0,1,0,0,0]
24   35    69    2698   2858   90     [0] 	[2,4] 	[1,0,1,0,0]
25   25    85    0      3261   90     [0] 	[2,4] 	[1,0,0,0,0]
26   22    75    2405   2565   90     [4] 	[2] 	[0,0,0,0,0]
27   22    85    0      3260   90     [2] 	[4] 	[0,0,1,0,0]
28   20    80    2216   2376   90     [4] 	[2] 	[0,0,1,0,1]
29   20    85    0      3259   90     [1] 	[] 	[0,0,0,0,0]
30   18    75    0      3266   90     [2] 	[4] 	[0,0,1,0,0]
31   15    75    0      3264   90     [3] 	[2,3] 	[0,0,0,0,0]
32   15    80    0      3260   90     [0] 	[2,4] 	[0,0,0,0,0]
33   30    50    0      3290   90     [2] 	[4] 	[0,0,1,0,0]
34   30    56    0      3288   90     [1] 	[] 	[0,0,0,0,1]
35   28    52    0      3287   90     [1] 	[1] 	[0,0,0,0,1]
36   14    66    1643   1803   90     [4] 	[1,2] 	[0,0,0,0,0]
37   25    50    0      3285   90     [4] 	[] 	[0,0,1,0,1]
38   22    66    2504   2664   90     [4] 	[2] 	[0,0,1,0,0]
39   8     62    0      3265   90     [2] 	[] 	[0,0,1,1,0]
40   23    52    0      3282   90     [3] 	[1,3] 	[0,1,0,0,0]
41   4     55    0      3263   90     [0] 	[1,4] 	[1,0,1,0,0]
42   20    50    0      3280   90     [2] 	[1] 	[0,0,0,1,0]
43   20    55    0      3279   90     [1] 	[4] 	[0,0,0,0,1]
44   10    35    0      3266   90     [4] 	[1,2] 	[0,0,1,0,0]
45   10    40    0      3268   90     [2] 	[] 	[0,0,0,0,0]
46   8     40    0      3266   90     [3] 	[] 	[0,1,0,0,0]
47   8     45    0      3267   90     [1] 	[1] 	[0,0,0,0,0]
48   5     35    0      3261   90     [0] 	[] 	[0,0,1,0,0]
49   5     45    0      3264   90     [2] 	[4] 	[0,0,1,1,0]
50   2     40    0      3260   90     [4] 	[] 	[0,0,0,0,0]
51   0     40    1063   1223   90     [3] 	[2] 	[0,1,0,0,0]
52   0     45    0      3259   90     [2] 	[1] 	[0,0,0,0,0]
53   36    18    0      3267   90     [1] 	[] 	[0,0,0,0,1]
54   35    32    0      3281   90     [3] 	[] 	[0,1,0,0,0]
55   33    32    0      3280   90     [1] 	[1,4] 	[0,0,0,0,0]
56   33    35    0      3283   90     [0] 	[2,4] 	[1,0,0,0,0]
57   32    20    1913   2073   90     [4] 	[1] 	[0,0,1,0,1]
58   30    30    0      3277   90     [3] 	[1] 	[0,1,0,0,0]
59   34    25    0      3274   90     [0] 	[1,4] 	[0,0,0,0,0]
60   30    35    0      3281   90     [3] 	[3] 	[0,1,0,0,0]
61   36    40    0      3289   90     [0] 	[2] 	[0,0,0,0,0]
62   48    20    0      3268   90     [4] 	[1] 	[0,0,1,0,1]
63   26    32    0      3277   90     [0] 	[] 	[1,0,0,0,0]
64   25    30    0      3275   90     [1] 	[1,4] 	[0,0,0,0,1]
65   25    35    0      3278   90     [1] 	[1,4] 	[0,0,0,0,0]
66   44    5     1256   1416   90     [4] 	[] 	[0,0,0,0,0]
67   42    10    0      3259   90     [0] 	[] 	[0,0,0,0,0]
68   42    15    1065   1225   90     [3] 	[1,3] 	[0,1,0,0,0]
69   40    5     0      3255   90     [2] 	[1,4] 	[0,0,0,0,0]
70   38    15    0      3264   90     [1] 	[1] 	[0,0,0,0,1]
71   38    5     1442   1602   90     [1] 	[] 	[0,0,0,0,1]
72   38    10    0      3259   90     [3] 	[3] 	[0,0,0,0,0]
73   35    5     0      3254   90     [4] 	[] 	[0,0,1,0,1]
74   50    30    0      3277   90     [0] 	[1,4] 	[0,0,1,0,0]
75   50    35    120    280    90     [0] 	[2,4] 	[1,0,1,0,0]
76   50    40    0      3285   90     [4] 	[1] 	[0,0,1,0,1]
77   48    30    0      3278   90     [1] 	[4] 	[0,0,0,0,0]
78   44    25    0      3274   90     [1] 	[] 	[0,0,0,0,0]
79   47    35    0      3283   90     [0] 	[] 	[0,0,0,0,0]
80   47    40    12     172    90     [3] 	[2] 	[0,1,0,0,0]
81   42    30    0      3279   90     [4] 	[2] 	[0,0,1,0,0]
82   45    35    680    840    90     [1] 	[] 	[0,0,0,0,0]
83   95    30    0      3241   90     [4] 	[2] 	[0,0,0,0,0]
84   95    35    0      3242   90     [3] 	[2] 	[0,1,0,0,0]
85   53    30    0      3276   90     [1] 	[1] 	[0,0,0,0,0]
86   92    30    0      3244   90     [3] 	[] 	[0,1,0,0,0]
87   53    35    213    373    90     [1] 	[4] 	[0,0,0,0,1]
88   45    65    0      3284   90     [2] 	[] 	[0,0,1,1,0]
89   90    35    2131   2291   90     [0] 	[1,2] 	[1,0,1,0,0]
