R101.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    49    96    0      230    0      [2,4] 	[2,3,4] 	[3,5,4,0,0]
2    55    74    0      230    0      [1,2,3,4] 	[] 	[4,4,2,0,3]
3    92    79    0      230    0      [1,3,4] 	[] 	[2,0,5,0,3]
4    37    35    0      230    0      [1,2,3] 	[1,2,3,4] 	[3,5,0,0,0]
5    3     62    0      230    0      [0,1,3,4] 	[0,4] 	[2,0,5,0,2]
6    23    88    0      230    0      [0,3,4] 	[2] 	[3,0,2,0,0]
7    15    73    0      230    0      [0,4] 	[0,4] 	[5,0,2,0,0]
8    14    26    0      230    0      [0,3,4] 	[0,1,2,4] 	[2,0,4,0,0]
9    86    21    0      230    0      [0,2,3,4] 	[0,1] 	[5,3,2,0,0]
10   57    11    0      230    0      [0,3,4] 	[0,1,4] 	[3,0,5,0,0]
11   1     51    0      230    0      [0,1,2,3] 	[0,1,2,3,4] 	[3,5,0,0,0]
12   57    97    0      230    0      [0,2,3,4] 	[0,3,4] 	[2,5,5,0,0]
13   38    12    0      230    0      [0,1,2,3] 	[0,2,4] 	[4,2,3,0,3]
14   41    49    161    171    10     [1] 	[3] 	[0,0,0,0,0]
15   35    17    50     60     10     [3] 	[2] 	[1,0,0,0,0]
16   55    45    116    126    10     [3] 	[1] 	[1,0,0,0,0]
17   55    20    149    159    10     [3] 	[] 	[1,0,0,0,0]
18   15    30    34     44     10     [3] 	[1,2] 	[1,0,0,0,0]
19   25    30    99     109    10     [2] 	[4] 	[0,0,0,0,0]
20   20    50    81     91     10     [0] 	[0,4] 	[0,0,0,0,0]
21   10    43    95     105    10     [0] 	[0,4] 	[0,0,0,0,0]
22   55    60    97     107    10     [2] 	[] 	[0,0,0,0,0]
23   30    60    124    134    10     [0] 	[] 	[1,0,0,0,0]
24   20    65    67     77     10     [0] 	[0,4] 	[0,0,0,0,0]
25   50    35    63     73     10     [3] 	[2] 	[0,0,0,0,0]
26   30    25    159    169    10     [4] 	[] 	[0,0,0,0,0]
27   15    10    32     42     10     [3] 	[1,2] 	[1,0,0,0,0]
28   30    5     61     71     10     [0] 	[] 	[1,0,0,0,0]
29   10    20    75     85     10     [2] 	[] 	[0,1,0,0,0]
30   5     30    157    167    10     [1] 	[2] 	[0,0,1,0,1]
31   20    40    87     97     10     [3] 	[1,2] 	[1,0,0,0,0]
32   15    60    76     86     10     [1] 	[] 	[0,0,0,0,1]
33   45    65    126    136    10     [0] 	[0,4] 	[1,0,0,0,0]
34   45    20    62     72     10     [2] 	[] 	[0,1,0,0,0]
35   45    10    97     107    10     [2] 	[3] 	[0,1,0,0,0]
36   55    5     68     78     10     [4] 	[] 	[1,0,1,0,0]
37   65    35    153    163    10     [0] 	[] 	[0,0,0,0,0]
38   65    20    172    182    10     [3] 	[2] 	[1,0,0,0,0]
39   45    30    132    142    10     [2] 	[] 	[0,1,0,0,0]
40   35    40    37     47     10     [4] 	[0,4] 	[1,0,1,0,0]
41   41    37    39     49     10     [1] 	[2] 	[0,0,0,0,0]
42   64    42    63     73     10     [0] 	[] 	[0,0,0,0,0]
43   40    60    71     81     10     [0] 	[4] 	[1,0,0,0,0]
44   31    52    50     60     10     [4] 	[0,4] 	[1,0,0,0,0]
45   35    69    141    151    10     [1] 	[] 	[0,0,1,0,0]
46   53    52    37     47     10     [3] 	[] 	[1,0,0,0,0]
47   65    55    117    127    10     [3] 	[1] 	[1,0,0,0,0]
48   63    65    143    153    10     [2] 	[3,4] 	[0,1,0,0,0]
49   2     60    41     51     10     [2] 	[3,4] 	[0,1,0,0,0]
50   20    20    134    144    10     [2] 	[2,3] 	[0,1,0,0,0]
51   5     5     83     93     10     [4] 	[0] 	[0,0,1,0,0]
52   60    12    44     54     10     [1] 	[1] 	[0,0,1,0,1]
53   40    25    85     95     10     [1] 	[2] 	[0,0,1,0,1]
54   42    7     97     107    10     [4] 	[0,4] 	[0,0,0,0,0]
55   24    12    31     41     10     [4] 	[4] 	[1,0,1,0,0]
56   23    3     132    142    10     [3] 	[] 	[0,0,0,0,0]
