RC203.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    64    43    0      960    0      [0,3] 	[2] 	[0,0,2,2,2]
2    50    49    0      960    0      [0,1,3] 	[] 	[3,0,5,3,3]
3    29    34    0      960    0      [3,4] 	[1,2,3] 	[0,0,0,5,4]
4    21    31    0      960    0      [2,4] 	[4] 	[0,0,0,4,2]
5    84    55    0      960    0      [0,1,2,4] 	[4] 	[0,0,0,2,4]
6    12    3     0      960    0      [1,3,4] 	[2,3,4] 	[2,0,5,4,2]
7    40    93    0      960    0      [0,1,2,4] 	[1,2,4] 	[2,0,2,4,4]
8    31    63    0      960    0      [0,1,4] 	[1,2] 	[2,0,2,3,5]
9    96    12    0      960    0      [0,4] 	[2,3] 	[0,0,3,2,3]
10   42    15    0      960    0      [0,1,3,4] 	[1,3] 	[3,0,4,2,2]
11   72    28    0      960    0      [0,1,2,3] 	[2,3] 	[5,0,0,0,3]
12   26    80    0      960    0      [1,2,3] 	[2,3,4] 	[2,0,5,0,2]
13   89    50    0      960    0      [1,4] 	[1,4] 	[2,0,3,3,4]
14   25    85    0      911    10     [0] 	[3] 	[0,0,0,0,0]
15   22    75    0      919    10     [0] 	[3,4] 	[0,0,1,0,0]
16   22    85    0      910    10     [1] 	[3] 	[1,0,1,0,0]
17   20    80    644    764    10     [0] 	[3,4] 	[0,0,1,1,0]
18   20    85    0      909    10     [0] 	[3,4] 	[0,0,0,0,0]
19   18    75    388    508    10     [3] 	[2] 	[0,0,0,1,1]
20   15    75    0      914    10     [2] 	[] 	[0,0,0,0,0]
21   15    80    367    487    10     [2] 	[] 	[0,0,0,0,1]
22   10    35    371    491    10     [3] 	[3] 	[0,0,0,0,1]
23   10    40    519    639    10     [2] 	[2] 	[0,0,0,0,0]
24   8     40    195    315    10     [1] 	[] 	[1,0,1,0,0]
25   8     45    0      917    10     [3] 	[] 	[0,0,0,0,0]
26   5     35    653    773    10     [0] 	[] 	[0,0,1,0,0]
27   5     45    0      914    10     [3] 	[2] 	[0,0,0,1,1]
28   2     40    174    294    10     [4] 	[] 	[0,0,0,0,0]
29   0     40    0      908    10     [4] 	[2] 	[0,0,0,1,1]
30   0     45    703    823    10     [2] 	[2,4] 	[0,0,0,0,1]
31   44    5     0      904    10     [0] 	[] 	[0,0,0,1,0]
32   42    10    0      909    10     [0] 	[3] 	[0,0,0,0,0]
33   42    15    0      914    10     [3] 	[2,3] 	[0,0,0,1,1]
34   40    5     0      905    10     [0] 	[] 	[0,0,0,1,0]
35   40    15    375    495    10     [0] 	[4] 	[0,0,0,0,0]
36   38    5     201    321    10     [4] 	[] 	[0,0,0,0,0]
37   38    15    0      914    10     [1] 	[4] 	[0,0,1,0,0]
38   35    5     784    904    10     [2] 	[4] 	[0,0,0,0,1]
39   95    30    0      891    10     [3] 	[] 	[0,0,0,0,0]
40   95    35    146    266    10     [1] 	[3,4] 	[0,0,1,0,0]
41   92    30    0      894    10     [0] 	[3,4] 	[0,0,0,0,0]
42   90    35    0      897    10     [4] 	[1,3] 	[0,0,0,0,1]
43   88    30    246    366    10     [0] 	[3] 	[0,0,1,1,0]
44   88    35    0      899    10     [3] 	[3] 	[0,0,0,0,0]
45   87    30    0      898    10     [0] 	[3,4] 	[0,0,0,1,0]
46   85    25    80     200    10     [3] 	[3,4] 	[0,0,0,1,1]
47   85    35    0      902    10     [2] 	[2] 	[0,0,0,0,1]
48   67    85    657    777    10     [0] 	[3,4] 	[0,0,1,0,0]
49   65    85    43     163    10     [0] 	[] 	[0,0,1,0,0]
50   65    82    0      909    10     [1] 	[3,4] 	[1,0,1,0,0]
51   62    80    278    398    10     [1] 	[] 	[1,0,0,0,0]
52   60    80    64     184    10     [2] 	[] 	[0,0,0,0,0]
53   60    85    329    449    10     [4] 	[1] 	[0,0,0,1,1]
54   58    75    376    496    10     [2] 	[] 	[0,0,0,0,1]
55   55    80    33     153    10     [4] 	[2,3] 	[0,0,0,0,1]
56   55    85    0      911    10     [4] 	[] 	[0,0,0,1,0]
57   55    82    217    337    10     [2] 	[4] 	[0,0,0,0,1]
58   20    82    37     157    10     [1] 	[3] 	[0,0,0,0,0]
59   18    80    0      912    10     [1] 	[3,4] 	[1,0,1,0,0]
60   2     45    0      911    10     [4] 	[1,2] 	[0,0,0,1,0]
61   42    5     0      904    10     [2] 	[2] 	[0,0,0,0,1]
62   42    12    440    560    10     [1] 	[] 	[0,0,0,0,0]
63   72    35    0      914    10     [0] 	[3] 	[0,0,0,1,0]
64   55    20    0      916    10     [2] 	[] 	[0,0,0,0,0]
65   25    30    0      925    10     [0] 	[3,4] 	[0,0,0,0,0]
66   20    50    375    495    10     [4] 	[3] 	[0,0,0,1,1]
67   55    60    0      931    10     [4] 	[1,3] 	[0,0,0,0,0]
68   30    60    599    719    10     [1] 	[3,4] 	[0,0,0,0,0]
69   50    35    557    677    10     [0] 	[3,4] 	[0,0,1,0,0]
70   30    25    0      923    10     [2] 	[] 	[0,0,0,0,0]
71   15    10    782    902    10     [0] 	[4] 	[0,0,1,1,0]
72   10    20    0      907    10     [1] 	[] 	[1,0,1,0,0]
73   15    60    0      923    10     [4] 	[2] 	[0,0,0,1,0]
74   45    65    0      934    10     [1] 	[3,4] 	[1,0,1,0,0]
75   65    35    167    287    10     [2] 	[4] 	[0,0,0,0,1]
76   65    20    0      910    10     [0] 	[4] 	[0,0,0,0,0]
77   45    30    191    311    10     [1] 	[] 	[1,0,1,0,0]
78   35    40    11     131    10     [3] 	[3] 	[0,0,0,0,0]
79   41    37    566    686    10     [0] 	[3,4] 	[0,0,0,0,0]
80   64    42    268    388    10     [2] 	[2,4] 	[0,0,0,0,1]
81   40    60    612    732    10     [2] 	[] 	[0,0,0,0,1]
82   31    52    157    277    10     [3] 	[2,3] 	[0,0,0,1,1]
83   35    69    810    930    10     [3] 	[3] 	[0,0,0,0,0]
84   65    55    0      924    10     [1] 	[3,4] 	[1,0,1,0,0]
85   63    65    0      922    10     [0] 	[] 	[0,0,1,0,0]
86   2     60    0      910    10     [2] 	[4] 	[0,0,0,0,1]
87   20    20    645    765    10     [4] 	[1,2] 	[0,0,0,0,1]
88   5     5     0      892    10     [3] 	[] 	[0,0,0,1,1]
89   60    12    268    388    10     [1] 	[3,4] 	[1,0,1,0,0]
90   23    3     764    884    10     [1] 	[3,4] 	[1,0,1,0,0]
91   8     56    365    485    10     [3] 	[4] 	[0,0,0,0,0]
92   6     68    352    472    10     [1] 	[] 	[1,0,1,0,0]
