R105.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    31    41    0      230    0      [1,2,3] 	[1] 	[2,0,4,0,4]
2    79    83    0      230    0      [1,2,4] 	[2,4] 	[5,0,2,4,2]
3    9     77    0      230    0      [0,1,2,3] 	[1,2] 	[5,2,2,3,2]
4    65    95    0      230    0      [0,3,4] 	[] 	[3,3,4,3,0]
5    4     82    0      230    0      [1,2,4] 	[0,2] 	[0,0,0,4,3]
6    50    10    0      230    0      [0,1,3,4] 	[0,1,2,4] 	[3,2,0,3,0]
7    62    42    0      230    0      [0,2] 	[0,1,2] 	[0,0,4,0,4]
8    6     23    0      230    0      [1,2,4] 	[1] 	[2,0,5,4,2]
9    46    13    0      230    0      [0,2,3,4] 	[1,2,4] 	[3,4,2,0,5]
10   74    12    0      230    0      [0,2,3,4] 	[2] 	[2,0,3,0,2]
11   77    53    0      230    0      [0,1] 	[0,1,2] 	[4,3,3,0,0]
12   49    70    0      230    0      [0,2,3,4] 	[] 	[2,4,4,3,0]
13   8     72    0      230    0      [0,1,3] 	[0,1,2,4] 	[3,2,3,2,0]
14   41    49    151    181    10     [0] 	[0,2] 	[0,0,0,0,0]
15   35    17    40     70     10     [0] 	[0,1] 	[0,1,0,0,0]
16   55    45    106    136    10     [3] 	[0,4] 	[1,0,0,0,0]
17   55    20    139    169    10     [2] 	[] 	[0,0,0,0,0]
18   15    30    24     54     10     [2] 	[1,2] 	[0,0,0,0,0]
19   25    30    89     119    10     [1] 	[0,1] 	[1,0,1,0,0]
20   20    50    71     101    10     [4] 	[] 	[0,0,0,0,0]
21   10    43    85     115    10     [1] 	[1] 	[1,0,0,0,0]
22   55    60    87     117    10     [3] 	[0,4] 	[0,0,0,1,0]
23   30    60    114    144    10     [3] 	[0,4] 	[0,0,0,1,0]
24   20    65    57     87     10     [2] 	[1,2] 	[0,0,0,0,1]
25   50    35    53     83     10     [1] 	[0] 	[1,0,1,0,0]
26   30    25    149    179    10     [1] 	[] 	[0,0,0,0,0]
27   15    10    32     62     10     [4] 	[] 	[0,0,0,0,0]
28   30    5     51     81     10     [0] 	[] 	[0,1,1,0,0]
29   10    20    65     95     10     [1] 	[0] 	[1,0,0,0,0]
30   5     30    147    177    10     [2] 	[1] 	[1,0,0,0,1]
31   20    40    77     107    10     [2] 	[] 	[0,0,0,0,1]
32   15    60    66     96     10     [4] 	[0,4] 	[0,0,0,0,0]
33   45    65    116    146    10     [2] 	[1,2] 	[0,0,0,0,0]
34   45    20    52     82     10     [1] 	[] 	[0,0,0,0,0]
35   45    10    87     117    10     [0] 	[] 	[0,1,1,0,0]
36   55    5     58     88     10     [2] 	[1] 	[0,0,0,0,0]
37   65    35    143    173    10     [0] 	[] 	[0,1,1,0,0]
38   65    20    156    186    10     [0] 	[] 	[0,0,0,0,0]
39   45    30    122    152    10     [1] 	[] 	[0,0,0,0,0]
40   35    40    27     57     10     [1] 	[] 	[1,0,1,0,0]
41   41    37    29     59     10     [1] 	[0] 	[1,0,1,0,0]
42   64    42    53     83     10     [2] 	[1,2] 	[0,0,0,0,1]
43   40    60    61     91     10     [3] 	[0,4] 	[1,0,0,1,0]
44   31    52    40     70     10     [1] 	[0,1] 	[1,0,0,0,0]
45   35    69    131    161    10     [1] 	[0,1] 	[0,0,0,0,0]
46   53    52    27     57     10     [3] 	[0,4] 	[1,0,0,0,0]
47   65    55    107    137    10     [1] 	[0,1] 	[0,0,0,0,0]
48   63    65    133    163    10     [0] 	[1] 	[0,0,0,0,0]
49   2     60    41     71     10     [1] 	[0,1] 	[1,0,1,0,0]
50   20    20    124    154    10     [3] 	[0,4] 	[1,0,0,1,0]
51   5     5     73     103    10     [4] 	[0,4] 	[0,0,0,0,0]
52   60    12    34     64     10     [1] 	[] 	[0,0,0,0,0]
53   40    25    75     105    10     [4] 	[] 	[1,0,0,1,0]
54   42    7     87     117    10     [0] 	[] 	[0,0,0,0,0]
55   24    12    25     55     10     [3] 	[0] 	[0,0,0,0,0]
56   23    3     122    152    10     [3] 	[0,4] 	[0,0,0,0,0]
57   11    14    59     89     10     [2] 	[] 	[0,0,0,0,0]
58   6     38    29     59     10     [1] 	[] 	[1,0,1,0,0]
59   2     48    107    137    10     [3] 	[4] 	[1,0,0,1,0]
60   8     56    41     71     10     [4] 	[] 	[0,0,0,0,0]
61   13    52    155    185    10     [0] 	[0] 	[0,0,0,0,0]
62   6     68    98     128    10     [2] 	[1] 	[1,0,0,0,1]
63   47    47    114    144    10     [1] 	[] 	[1,0,0,0,0]
64   49    58    78     108    10     [0] 	[1,2] 	[0,1,1,0,0]
65   27    43    42     72     10     [0] 	[1,2] 	[0,1,1,0,0]
66   37    31    85     115    10     [1] 	[] 	[1,0,1,0,0]
67   57    29    130    160    10     [0] 	[0,1] 	[0,0,0,0,0]
68   63    23    126    156    10     [2] 	[] 	[1,0,0,0,1]
69   53    12    120    150    10     [4] 	[] 	[1,0,0,0,0]
70   32    12    91     121    10     [0] 	[] 	[0,1,0,0,0]
71   36    26    180    210    10     [2] 	[1,2] 	[0,0,0,0,0]
72   21    24    17     47     10     [4] 	[] 	[1,0,0,1,0]
73   17    34    152    182    10     [1] 	[] 	[0,0,0,0,0]
74   12    24    66     96     10     [3] 	[] 	[0,0,0,0,0]
75   24    58    48     78     10     [1] 	[] 	[1,0,1,0,0]
76   27    69    34     64     10     [3] 	[0,4] 	[1,0,0,1,0]
77   15    77    63     93     10     [3] 	[] 	[0,0,0,0,0]
78   62    77    49     79     10     [2] 	[] 	[1,0,0,0,1]
79   49    73    117    147    10     [4] 	[] 	[1,0,0,1,0]
80   67    5     73     103    10     [1] 	[1] 	[1,0,0,0,0]
81   56    39    132    162    10     [1] 	[0] 	[0,0,1,0,0]
82   37    47    40     70     10     [0] 	[2] 	[0,0,1,0,0]
83   37    56    168    198    10     [0] 	[1] 	[0,0,0,0,0]
84   57    68    67     97     10     [3] 	[] 	[0,0,0,0,0]
85   47    16    25     55     10     [4] 	[] 	[0,0,0,0,0]
86   44    17    68     98     10     [1] 	[] 	[1,0,0,0,0]
87   46    13    139    169    10     [3] 	[0,4] 	[0,0,0,1,0]
88   49    11    59     89     10     [4] 	[0] 	[0,0,0,1,0]
89   49    42    63     93     10     [2] 	[1,2] 	[0,0,0,0,0]
90   53    43    169    199    10     [0] 	[2] 	[0,1,0,0,0]
91   61    52    86     116    10     [1] 	[] 	[1,0,1,0,0]
92   57    48    82     112    10     [2] 	[2] 	[0,0,0,0,0]
93   56    37    168    198    10     [1] 	[] 	[1,0,1,0,0]
94   55    54    84     114    10     [1] 	[0,1] 	[0,0,0,0,0]
95   15    47    45     75     10     [3] 	[] 	[0,0,0,0,0]
96   14    37    34     64     10     [3] 	[] 	[1,0,0,1,0]
97   11    31    91     121    10     [3] 	[0,4] 	[0,0,0,0,0]
98   16    22    81     111    10     [1] 	[0,1] 	[0,0,0,0,0]
99   4     18    84     114    10     [2] 	[1,2] 	[1,0,0,0,1]
100  28    18    83     113    10     [0] 	[] 	[0,1,1,0,0]
101  26    52    64     94     10     [0] 	[1] 	[0,1,1,0,0]
102  26    35    166    196    10     [0] 	[] 	[0,1,0,0,0]
103  31    67    85     115    10     [1] 	[0,1] 	[0,0,1,0,0]
104  15    19    150    180    10     [3] 	[4] 	[0,0,0,0,0]
105  22    22    18     48     10     [0] 	[0] 	[0,1,1,0,0]
106  18    24    169    199    10     [3] 	[] 	[1,0,0,1,0]
107  26    27    90     120    10     [4] 	[] 	[0,0,0,1,0]
108  25    24    29     59     10     [2] 	[] 	[1,0,0,0,1]
109  22    27    125    155    10     [1] 	[1] 	[0,0,1,0,0]
110  25    21    123    153    10     [3] 	[0,4] 	[1,0,0,1,0]
111  19    21    48     78     10     [3] 	[0,4] 	[0,0,0,0,0]
112  20    26    73     103    10     [4] 	[4] 	[1,0,0,0,0]
113  18    18    165    195    10     [4] 	[4] 	[0,0,0,0,0]
