R205.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    56    27    0      1000   0      [0,1,2,4] 	[0,1,2,3] 	[3,0,2,2,5]
2    38    59    0      1000   0      [0,2] 	[0,2,3] 	[0,0,5,5,5]
3    84    14    0      1000   0      [1,2,3] 	[2,3] 	[5,0,3,3,0]
4    65    88    0      1000   0      [1,2] 	[0,2,3] 	[0,0,4,5,0]
5    27    64    0      1000   0      [2,3] 	[] 	[0,0,3,3,0]
6    66    80    0      1000   0      [2,3,4] 	[2] 	[0,0,2,2,2]
7    53    18    0      1000   0      [0,1,2] 	[0,2] 	[4,0,4,2,3]
8    80    12    0      1000   0      [0,1,3,4] 	[0,1,2,3] 	[5,0,5,4,4]
9    94    42    0      1000   0      [0,2,3,4] 	[0,1,2,3] 	[0,0,5,2,2]
10   65    19    0      1000   0      [0,2,3,4] 	[1] 	[0,0,4,5,5]
11   39    64    0      1000   0      [2,3,4] 	[2] 	[0,0,2,0,3]
12   95    9     0      1000   0      [0,1,2] 	[] 	[3,0,5,5,5]
13   65    65    0      1000   0      [2,4] 	[0,1,2,3] 	[0,0,2,4,3]
14   41    49    658    898    10     [1] 	[3] 	[0,0,0,0,0]
15   35    17    93     333    10     [0] 	[0,3] 	[0,0,0,1,1]
16   55    45    436    676    10     [0] 	[0,3] 	[0,0,0,0,0]
17   55    20    620    860    10     [2] 	[2] 	[0,0,1,1,0]
18   15    30    20     260    10     [2] 	[] 	[0,0,1,1,0]
19   25    30    345    585    10     [4] 	[1,2] 	[0,0,0,0,1]
20   20    50    251    491    10     [2] 	[2,3] 	[0,0,1,0,0]
21   10    43    323    563    10     [4] 	[] 	[0,0,0,0,1]
22   55    60    329    569    10     [0] 	[] 	[0,0,0,0,0]
23   30    60    485    725    10     [1] 	[] 	[0,0,0,0,0]
24   20    65    146    386    10     [0] 	[] 	[0,0,0,1,1]
25   50    35    167    407    10     [0] 	[] 	[0,0,0,0,0]
26   30    25    639    879    10     [0] 	[3] 	[0,0,0,1,1]
27   15    10    32     272    10     [1] 	[0,3] 	[1,0,0,0,0]
28   30    5     118    358    10     [3] 	[] 	[0,0,1,0,0]
29   10    20    203    443    10     [3] 	[0,3] 	[0,0,0,0,0]
30   5     30    682    922    10     [2] 	[2,3] 	[0,0,1,1,0]
31   20    40    286    526    10     [1] 	[0,3] 	[1,0,0,0,0]
32   15    60    204    444    10     [4] 	[1,2] 	[0,0,0,0,1]
33   45    65    504    744    10     [3] 	[0,3] 	[0,0,1,0,0]
34   45    20    153    393    10     [2] 	[] 	[0,0,1,0,0]
35   45    10    332    572    10     [3] 	[3] 	[0,0,1,0,0]
36   55    5     146    386    10     [2] 	[2,3] 	[0,0,1,1,0]
37   65    35    656    896    10     [4] 	[1] 	[0,0,0,0,0]
38   65    20    716    956    10     [1] 	[0,3] 	[1,0,0,0,0]
39   45    30    508    748    10     [1] 	[] 	[0,0,0,0,0]
40   35    40    60     300    10     [0] 	[] 	[0,0,0,0,0]
41   41    37    65     305    10     [3] 	[] 	[0,0,1,0,0]
42   64    42    132    372    10     [4] 	[] 	[0,0,0,0,0]
43   40    60    187    427    10     [1] 	[] 	[1,0,0,0,0]
44   31    52    94     334    10     [3] 	[0] 	[0,0,0,0,0]
45   35    69    599    839    10     [3] 	[0,3] 	[0,0,1,0,0]
46   53    52    24     264    10     [0] 	[0] 	[0,0,0,0,1]
47   65    55    452    692    10     [1] 	[0,3] 	[0,0,0,0,0]
48   63    65    630    870    10     [1] 	[3] 	[1,0,0,0,0]
49   2     60    41     281    10     [0] 	[] 	[0,0,0,0,1]
50   20    20    530    770    10     [2] 	[2,3] 	[0,0,0,1,0]
51   5     5     234    474    10     [3] 	[0] 	[0,0,1,0,0]
52   60    12    33     273    10     [4] 	[0,1] 	[0,0,0,0,1]
53   40    25    279    519    10     [4] 	[] 	[0,0,0,0,1]
54   42    7     334    574    10     [2] 	[2] 	[0,0,0,0,0]
55   24    12    25     265    10     [0] 	[] 	[0,0,0,1,0]
56   23    3     543    783    10     [4] 	[] 	[0,0,0,0,1]
57   11    14    167    407    10     [1] 	[0,3] 	[0,0,0,0,0]
58   6     38    29     269    10     [3] 	[0,3] 	[0,0,1,0,0]
59   2     48    452    692    10     [4] 	[1,2] 	[0,0,0,0,1]
60   8     56    48     288    10     [0] 	[0,3] 	[0,0,0,0,0]
61   13    52    720    960    10     [4] 	[1] 	[0,0,0,0,1]
62   6     68    401    641    10     [1] 	[] 	[1,0,0,0,0]
63   47    47    475    715    10     [1] 	[] 	[1,0,0,0,0]
64   49    58    281    521    10     [0] 	[] 	[0,0,0,1,1]
65   27    43    117    357    10     [2] 	[3] 	[0,0,1,0,0]
66   37    31    332    572    10     [0] 	[0,3] 	[0,0,0,0,1]
67   57    29    568    808    10     [3] 	[] 	[0,0,1,0,0]
68   63    23    560    800    10     [2] 	[3] 	[0,0,0,1,0]
69   53    12    519    759    10     [4] 	[0,2] 	[0,0,0,0,0]
70   32    12    356    596    10     [1] 	[0] 	[1,0,0,0,0]
71   36    26    740    980    10     [0] 	[] 	[0,0,0,1,1]
72   21    24    17     257    10     [2] 	[] 	[0,0,0,0,0]
73   17    34    672    912    10     [4] 	[0,2] 	[0,0,0,0,1]
74   12    24    214    454    10     [2] 	[2] 	[0,0,1,1,0]
75   24    58    113    353    10     [0] 	[] 	[0,0,0,1,1]
76   27    69    34     274    10     [1] 	[3] 	[0,0,0,0,0]
77   15    77    154    394    10     [3] 	[0,3] 	[0,0,1,0,0]
78   62    77    49     289    10     [4] 	[] 	[0,0,0,0,1]
79   49    73    523    763    10     [4] 	[0] 	[0,0,0,0,1]
80   67    5     228    468    10     [1] 	[3] 	[0,0,0,0,0]
81   56    39    575    815    10     [3] 	[] 	[0,0,1,0,0]
82   37    47    108    348    10     [3] 	[3] 	[0,0,1,0,0]
83   37    56    728    968    10     [4] 	[2] 	[0,0,0,0,1]
84   57    68    198    438    10     [3] 	[] 	[0,0,0,0,0]
85   47    16    22     262    10     [3] 	[0] 	[0,0,0,0,0]
86   44    17    234    474    10     [3] 	[0,3] 	[0,0,1,0,0]
87   46    13    622    862    10     [3] 	[] 	[0,0,1,0,0]
88   49    11    171    411    10     [3] 	[3] 	[0,0,0,0,0]
89   49    42    212    452    10     [0] 	[] 	[0,0,0,1,1]
90   53    43    730    970    10     [4] 	[0,2] 	[0,0,0,0,1]
91   61    52    322    562    10     [1] 	[0,3] 	[1,0,0,0,0]
92   57    48    307    547    10     [0] 	[0,3] 	[0,0,0,1,1]
93   56    37    728    968    10     [4] 	[] 	[0,0,0,0,1]
94   55    54    314    554    10     [2] 	[3] 	[0,0,1,1,0]
95   15    47    106    346    10     [0] 	[3] 	[0,0,0,1,1]
96   14    37    53     293    10     [0] 	[0,3] 	[0,0,0,0,0]
97   11    31    354    594    10     [2] 	[] 	[0,0,1,0,0]
98   16    22    299    539    10     [3] 	[0] 	[0,0,1,0,0]
99   4     18    307    547    10     [2] 	[] 	[0,0,1,1,0]
100  28    18    314    554    10     [4] 	[] 	[0,0,0,0,1]
101  26    52    214    454    10     [2] 	[] 	[0,0,1,0,0]
102  26    35    718    958    10     [3] 	[0,3] 	[0,0,0,0,0]
103  31    67    320    560    10     [3] 	[3] 	[0,0,0,0,0]
104  15    19    683    923    10     [4] 	[] 	[0,0,0,0,0]
105  22    22    18     258    10     [3] 	[0,3] 	[0,0,0,0,0]
106  18    24    729    969    10     [0] 	[0,3] 	[0,0,0,0,1]
107  26    27    350    590    10     [3] 	[0] 	[0,0,1,0,0]
108  25    24    42     282    10     [2] 	[] 	[0,0,1,1,0]
109  22    27    529    769    10     [1] 	[] 	[1,0,0,0,0]
110  25    21    523    763    10     [1] 	[0,3] 	[1,0,0,0,0]
111  19    21    125    365    10     [3] 	[0] 	[0,0,0,0,0]
112  20    26    263    503    10     [1] 	[0] 	[0,0,0,0,0]
113  18    18    725    965    10     [1] 	[0] 	[1,0,0,0,0]
