RC204.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    33    73    0      960    0      [0,2,4] 	[0,1,2,3] 	[4,0,4,0,2]
2    76    99    0      960    0      [2,3] 	[0,3] 	[0,0,0,2,2]
3    65    5     0      960    0      [0,1,2,3] 	[1] 	[4,0,0,0,2]
4    29    46    0      960    0      [0,1,2,4] 	[2,3] 	[2,0,2,5,0]
5    99    1     0      960    0      [1,2,4] 	[] 	[0,0,5,3,4]
6    33    6     0      960    0      [2,3] 	[0,3] 	[0,0,0,4,5]
7    64    37    0      960    0      [1,2,4] 	[0,1,2] 	[0,0,2,5,2]
8    48    74    0      960    0      [0,2,4] 	[0,1,2,3] 	[2,0,4,4,4]
9    95    29    0      960    0      [3,4] 	[0,1,3] 	[0,0,5,4,0]
10   45    30    0      960    0      [0,3] 	[0,2,3] 	[2,0,0,4,0]
11   58    77    0      960    0      [0,1,2,3] 	[0,1,3] 	[5,0,4,5,5]
12   75    17    0      960    0      [1,3] 	[2,3] 	[0,0,5,2,0]
13   46    73    0      960    0      [0,3,4] 	[0,1,2,3] 	[2,0,3,3,0]
14   25    85    0      911    10     [3] 	[0,3] 	[0,0,0,1,0]
15   22    75    0      919    10     [1] 	[1,2] 	[0,0,0,0,0]
16   22    85    0      910    10     [1] 	[1,2] 	[0,0,0,0,0]
17   20    80    644    764    10     [4] 	[3] 	[0,0,0,1,0]
18   20    85    0      909    10     [0] 	[0,2] 	[1,0,0,0,0]
19   18    75    0      916    10     [1] 	[] 	[0,0,1,1,0]
20   15    75    0      914    10     [4] 	[1] 	[0,0,0,0,0]
21   15    80    367    487    10     [3] 	[] 	[0,0,0,1,0]
22   10    35    371    491    10     [3] 	[] 	[0,0,0,1,0]
23   10    40    0      918    10     [1] 	[1] 	[0,0,0,0,0]
24   8     40    195    315    10     [2] 	[0,3] 	[0,0,0,0,0]
25   8     45    0      917    10     [3] 	[] 	[0,0,0,1,0]
26   5     35    653    773    10     [2] 	[0] 	[0,0,0,0,0]
27   5     45    0      914    10     [1] 	[0] 	[0,0,0,0,0]
28   2     40    174    294    10     [3] 	[] 	[0,0,0,1,0]
29   0     40    0      908    10     [2] 	[0,3] 	[0,0,0,0,1]
30   0     45    0      909    10     [1] 	[0,2] 	[0,0,0,0,0]
31   44    5     0      904    10     [3] 	[] 	[0,0,0,0,0]
32   42    10    0      909    10     [3] 	[0,3] 	[0,0,0,1,0]
33   42    15    0      914    10     [2] 	[0,3] 	[0,0,0,0,1]
34   40    5     0      905    10     [2] 	[] 	[0,0,0,0,1]
35   40    15    0      915    10     [2] 	[0] 	[0,0,0,0,0]
36   38    5     201    321    10     [3] 	[3] 	[0,0,0,0,0]
37   38    15    0      914    10     [1] 	[] 	[0,0,1,1,0]
38   35    5     784    904    10     [4] 	[1,3] 	[0,0,0,0,0]
39   95    30    0      891    10     [1] 	[0,1] 	[0,0,0,0,0]
40   95    35    0      892    10     [4] 	[3] 	[0,0,0,1,0]
41   92    30    0      894    10     [0] 	[0,2] 	[1,0,0,0,0]
42   90    35    0      897    10     [0] 	[2] 	[1,0,0,0,0]
43   88    30    0      898    10     [1] 	[0,2] 	[0,0,1,0,0]
44   88    35    0      899    10     [4] 	[] 	[0,0,1,0,0]
45   87    30    0      898    10     [4] 	[3] 	[0,0,1,1,0]
46   85    25    0      898    10     [2] 	[0,3] 	[0,0,0,0,1]
47   85    35    0      902    10     [1] 	[0,2] 	[0,0,1,1,0]
48   67    85    0      905    10     [0] 	[] 	[0,0,0,0,0]
49   65    85    0      906    10     [0] 	[] 	[1,0,0,0,0]
50   65    82    0      909    10     [2] 	[] 	[0,0,0,0,0]
51   62    80    278    398    10     [1] 	[0,1] 	[0,0,1,0,0]
52   60    80    0      913    10     [3] 	[] 	[0,0,0,0,0]
53   60    85    0      909    10     [2] 	[0] 	[0,0,0,0,1]
54   58    75    0      919    10     [3] 	[0,3] 	[0,0,0,1,0]
55   55    80    0      916    10     [4] 	[] 	[0,0,1,1,0]
56   55    85    0      911    10     [4] 	[1,3] 	[0,0,1,0,0]
57   55    82    217    337    10     [4] 	[] 	[0,0,1,1,0]
58   20    82    0      912    10     [0] 	[2] 	[1,0,0,0,0]
59   18    80    0      912    10     [4] 	[] 	[0,0,1,1,0]
60   2     45    0      911    10     [3] 	[] 	[0,0,0,1,0]
61   42    5     0      904    10     [1] 	[] 	[0,0,1,1,0]
62   42    12    0      911    10     [2] 	[0] 	[0,0,0,0,1]
63   72    35    0      914    10     [3] 	[] 	[0,0,0,1,0]
64   55    20    0      916    10     [4] 	[] 	[0,0,1,1,0]
65   25    30    0      925    10     [3] 	[] 	[0,0,0,0,0]
66   20    50    375    495    10     [4] 	[3] 	[0,0,1,1,0]
67   55    60    0      931    10     [1] 	[] 	[0,0,1,1,0]
68   30    60    599    719    10     [3] 	[0] 	[0,0,0,1,0]
69   50    35    0      931    10     [2] 	[0,3] 	[0,0,0,0,1]
70   30    25    0      923    10     [4] 	[] 	[0,0,1,1,0]
71   15    10    782    902    10     [1] 	[0,2] 	[0,0,0,0,0]
72   10    20    0      907    10     [0] 	[] 	[1,0,0,0,0]
73   15    60    0      923    10     [2] 	[] 	[0,0,0,0,1]
74   45    65    0      934    10     [3] 	[0,3] 	[0,0,0,0,0]
75   65    35    167    287    10     [4] 	[3] 	[0,0,0,0,0]
76   65    20    0      910    10     [4] 	[1] 	[0,0,1,0,0]
77   45    30    0      929    10     [3] 	[] 	[0,0,0,1,0]
78   35    40    0      938    10     [4] 	[] 	[0,0,1,1,0]
79   41    37    0      936    10     [1] 	[1,2] 	[0,0,1,0,0]
80   64    42    268    388    10     [3] 	[] 	[0,0,0,1,0]
81   40    60    0      940    10     [1] 	[1] 	[0,0,0,0,0]
82   31    52    157    277    10     [0] 	[0] 	[0,0,0,0,0]
83   35    69    0      930    10     [0] 	[0] 	[0,0,0,0,0]
84   65    55    0      924    10     [1] 	[0] 	[0,0,0,1,0]
85   63    65    0      922    10     [1] 	[] 	[0,0,1,0,0]
86   2     60    0      910    10     [0] 	[] 	[1,0,0,0,0]
87   20    20    645    765    10     [3] 	[3] 	[0,0,0,1,0]
88   5     5     0      892    10     [3] 	[0,3] 	[0,0,0,0,0]
89   60    12    268    388    10     [4] 	[1,3] 	[0,0,0,0,0]
90   23    3     764    884    10     [3] 	[0,3] 	[0,0,0,1,0]
91   8     56    0      917    10     [0] 	[0] 	[0,0,0,0,0]
92   6     68    352    472    10     [1] 	[0,1] 	[0,0,0,0,0]
93   47    47    0      942    10     [4] 	[] 	[0,0,1,1,0]
94   49    58    0      937    10     [3] 	[] 	[0,0,0,1,0]
95   27    43    0      935    10     [4] 	[1,3] 	[0,0,0,0,0]
96   37    31    0      930    10     [1] 	[] 	[0,0,0,1,0]
97   57    29    395    515    10     [3] 	[3] 	[0,0,0,1,0]
98   63    23    0      914    10     [2] 	[3] 	[0,0,0,0,0]
99   21    24    0      917    10     [2] 	[0] 	[0,0,0,0,1]
100  12    24    359    479    10     [0] 	[] 	[0,0,0,0,0]
101  24    58    0      932    10     [3] 	[0,3] 	[0,0,0,1,0]
102  67    5     0      897    10     [1] 	[1,2] 	[0,0,1,1,0]
103  37    47    0      945    10     [0] 	[] 	[0,0,0,0,0]
104  49    42    0      937    10     [2] 	[] 	[0,0,0,0,0]
105  53    43    14     134    10     [1] 	[1] 	[0,0,0,0,0]
106  61    52    0      928    10     [2] 	[] 	[0,0,0,0,1]
107  57    48    0      932    10     [3] 	[0,3] 	[0,0,0,1,0]
108  56    37    0      929    10     [0] 	[2] 	[1,0,0,0,0]
109  55    54    0      934    10     [4] 	[] 	[0,0,0,1,0]
110  4     18    0      901    10     [4] 	[1,3] 	[0,0,1,1,0]
111  26    52    0      935    10     [0] 	[] 	[1,0,0,0,0]
112  26    35    308    428    10     [4] 	[1,3] 	[0,0,0,1,0]
113  31    67    810    930    10     [4] 	[] 	[0,0,0,1,0]
