C202.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    67    86    0      3390   0      [0,2,3,4] 	[1,2,4] 	[3,0,4,0,4]
2    100   20    0      3390   0      [3,4] 	[0] 	[0,0,4,2,0]
3    89    46    0      3390   0      [0,1,2] 	[] 	[5,0,0,0,2]
4    75    54    0      3390   0      [0,1,2,3] 	[0,1,2,3] 	[5,0,2,3,2]
5    71    60    0      3390   0      [0,1,2,3] 	[] 	[5,0,4,4,5]
6    31    46    0      3390   0      [0,1,3,4] 	[1,2,3,4] 	[0,0,3,0,3]
7    63    60    0      3390   0      [0,1,2] 	[0,1,4] 	[4,0,0,2,3]
8    57    50    0      3390   0      [0,1,2] 	[1] 	[5,0,0,5,4]
9    48    48    0      3390   0      [1,2,3] 	[0,1,3,4] 	[4,0,5,0,0]
10   28    61    0      3390   0      [0,1,4] 	[1] 	[3,0,0,4,5]
11   55    37    0      3390   0      [1,2,4] 	[2] 	[4,0,0,5,0]
12   61    82    0      3390   0      [0,2,3,4] 	[0,1,2,4] 	[4,0,2,5,2]
13   50    59    0      3390   0      [1,2,3,4] 	[0,2,3,4] 	[2,0,0,2,0]
14   52    75    0      3272   90     [4] 	[1,4] 	[0,0,0,1,0]
15   45    70    0      3279   90     [4] 	[1] 	[0,0,0,1,0]
16   62    69    0      3270   90     [1] 	[3] 	[1,0,0,0,0]
17   60    66    1261   1421   90     [3] 	[] 	[0,0,0,0,0]
18   42    65    0      3284   90     [0] 	[] 	[1,0,0,0,1]
19   16    42    497    657    90     [4] 	[4] 	[0,0,0,1,0]
20   58    70    0      3273   90     [3] 	[2] 	[0,0,1,0,0]
21   34    60    2887   3047   90     [3] 	[1] 	[0,0,1,0,0]
22   28    70    2601   2761   90     [2] 	[] 	[0,0,0,1,0]
23   35    66    2791   2951   90     [4] 	[] 	[0,0,0,0,0]
24   35    69    2698   2858   90     [0] 	[] 	[1,0,0,0,1]
25   25    85    0      3261   90     [0] 	[2] 	[1,0,0,0,0]
26   22    75    2405   2565   90     [4] 	[4] 	[0,0,0,1,0]
27   22    85    2026   2186   90     [2] 	[0,4] 	[0,0,0,1,0]
28   20    80    2216   2376   90     [1] 	[2] 	[0,0,0,0,0]
29   20    85    1934   2094   90     [3] 	[0] 	[0,0,0,0,0]
30   18    75    2311   2471   90     [4] 	[0,4] 	[0,0,0,0,0]
31   15    75    1742   1902   90     [1] 	[] 	[0,0,0,0,0]
32   15    80    1837   1997   90     [3] 	[1,2] 	[0,0,1,0,0]
33   30    50    10     170    90     [3] 	[] 	[0,0,0,0,0]
34   30    56    0      3288   90     [4] 	[] 	[0,0,0,0,0]
35   28    52    22     182    90     [1] 	[] 	[1,0,0,0,0]
36   14    66    1643   1803   90     [0] 	[1,2] 	[0,0,0,0,1]
37   25    50    116    276    90     [4] 	[] 	[0,0,0,0,0]
38   22    66    2504   2664   90     [4] 	[0,1] 	[0,0,0,1,0]
39   8     62    0      3265   90     [4] 	[] 	[0,0,0,1,0]
40   23    52    209    369    90     [2] 	[0,4] 	[0,0,0,0,0]
41   4     55    1447   1607   90     [3] 	[1] 	[0,0,0,0,0]
42   20    50    398    558    90     [2] 	[] 	[0,0,0,0,0]
43   20    55    303    463    90     [2] 	[0,4] 	[0,0,0,1,0]
44   10    35    0      3266   90     [4] 	[1] 	[0,0,0,1,0]
45   10    40    593    753    90     [4] 	[0,4] 	[0,0,0,0,0]
46   8     40    685    845    90     [2] 	[0,4] 	[0,0,0,1,0]
47   8     45    0      3267   90     [3] 	[0,2] 	[0,0,1,0,0]
48   5     35    876    1036   90     [4] 	[1] 	[0,0,0,1,0]
49   5     45    1253   1413   90     [0] 	[1,2] 	[0,0,0,0,0]
50   2     40    0      3260   90     [4] 	[] 	[0,0,0,0,0]
51   0     40    1063   1223   90     [0] 	[1,2] 	[1,0,0,0,0]
52   0     45    1158   1318   90     [4] 	[] 	[0,0,0,1,0]
53   36    18    1819   1979   90     [3] 	[0,2] 	[0,0,1,0,0]
54   35    32    2758   2918   90     [4] 	[4] 	[0,0,0,0,0]
55   33    32    2666   2826   90     [3] 	[0,1] 	[0,0,1,0,0]
56   33    35    2573   2733   90     [3] 	[] 	[0,0,1,0,0]
57   32    20    1913   2073   90     [1] 	[1,3] 	[1,0,0,0,0]
58   30    30    2105   2265   90     [3] 	[0,2] 	[0,0,0,0,0]
59   34    25    2009   2169   90     [3] 	[] 	[0,0,1,0,0]
60   30    35    2480   2640   90     [3] 	[0] 	[0,0,1,0,0]
61   36    40    0      3289   90     [0] 	[] 	[0,0,0,0,1]
62   48    20    967    1127   90     [0] 	[1,2] 	[1,0,0,0,0]
63   26    32    0      3277   90     [1] 	[] 	[0,0,0,0,0]
64   25    30    2200   2360   90     [0] 	[2] 	[1,0,0,0,1]
65   25    35    0      3278   90     [0] 	[2] 	[0,0,0,0,1]
66   44    5     1256   1416   90     [1] 	[1,2] 	[0,0,0,0,0]
67   42    10    1160   1320   90     [0] 	[1,2] 	[0,0,0,0,1]
68   42    15    1065   1225   90     [4] 	[] 	[0,0,0,0,0]
