RC207.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    86    83    0      960    0      [0,1,3,4] 	[4] 	[5,3,2,0,4]
2    19    67    0      960    0      [1,2,3,4] 	[0] 	[2,0,5,0,3]
3    78    4     0      960    0      [3,4] 	[0,2,3,4] 	[4,4,4,0,0]
4    34    61    0      960    0      [0,2,3,4] 	[2,3] 	[3,5,2,0,0]
5    96    92    0      960    0      [2,3] 	[] 	[0,2,5,0,0]
6    61    39    0      960    0      [0,3] 	[1,2,3] 	[2,2,5,0,0]
7    36    10    0      960    0      [2,3] 	[0,1,3] 	[0,5,4,0,0]
8    32    74    0      960    0      [0,1,3,4] 	[0,1,2,3,4] 	[4,5,5,0,2]
9    4     57    0      960    0      [0,1,2,4] 	[0,1,2] 	[3,4,5,0,5]
10   39    71    0      960    0      [0,1,2,3] 	[0,1,2,3,4] 	[2,2,5,0,2]
11   81    4     0      960    0      [0,1,2,4] 	[0,1,2,3,4] 	[4,4,4,0,0]
12   25    21    0      960    0      [0,1,2,3] 	[0,4] 	[0,4,0,0,2]
13   22    71    0      960    0      [0,1,2,4] 	[1,2,3,4] 	[0,3,3,0,3]
14   25    85    591    874    10     [0] 	[0,2] 	[0,0,0,0,0]
15   22    75    73     350    10     [2] 	[1,2] 	[0,1,0,0,0]
16   22    85    473    588    10     [3] 	[0] 	[1,0,1,0,0]
17   20    80    418    913    10     [1] 	[0] 	[0,0,0,0,1]
18   20    85    40     390    10     [3] 	[0,3] 	[0,0,0,0,0]
19   18    75    249    646    10     [2] 	[] 	[1,1,0,0,0]
20   15    75    281    438    10     [0] 	[] 	[0,0,0,0,0]
21   15    80    272    581    10     [1] 	[0] 	[0,0,1,0,1]
22   10    35    236    625    10     [4] 	[] 	[1,1,0,0,0]
23   10    40    470    687    10     [1] 	[0,1] 	[0,0,0,0,0]
24   8     40    33     510    10     [4] 	[] 	[0,1,0,0,0]
25   8     45    166    399    10     [3] 	[0,3] 	[0,0,1,0,0]
26   5     35    359    911    10     [0] 	[1,2] 	[0,0,0,0,0]
27   5     45    35     457    10     [0] 	[2] 	[0,0,0,0,0]
28   2     40    39     538    10     [2] 	[4] 	[0,1,0,0,0]
29   0     40    214    415    10     [0] 	[1,2] 	[1,1,0,0,0]
30   0     45    359    909    10     [3] 	[0,3] 	[0,0,1,0,0]
31   44    5     338    451    10     [0] 	[2] 	[0,1,0,0,0]
32   42    10    205    422    10     [0] 	[0] 	[0,0,0,0,0]
33   42    15    511    682    10     [0] 	[1,2] 	[1,1,0,0,0]
34   40    5     158    391    10     [2] 	[2] 	[1,1,0,0,0]
35   40    15    263    606    10     [2] 	[2,4] 	[1,1,0,0,0]
36   38    5     45     522    10     [4] 	[2] 	[1,1,0,0,0]
37   38    15    598    883    10     [3] 	[0,3] 	[0,0,0,0,0]
38   35    5     348    904    10     [4] 	[2] 	[1,1,0,0,0]
39   95    30    509    668    10     [1] 	[] 	[0,0,1,0,0]
40   95    35    57     664    10     [4] 	[3] 	[0,1,0,0,0]
41   92    30    68     349    10     [1] 	[1] 	[0,0,0,0,0]
42   90    35    131    376    10     [2] 	[4] 	[0,1,0,0,0]
43   88    30    114    497    10     [2] 	[4] 	[0,1,0,0,0]
