R211.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    21    96    0      1000   0      [1,2,3,4] 	[] 	[2,5,0,5,0]
2    30    8     0      1000   0      [0,2,3] 	[0,1,3] 	[0,3,5,5,0]
3    79    80    0      1000   0      [0,4] 	[0,2,3] 	[0,0,2,4,0]
4    88    55    0      1000   0      [2,3,4] 	[] 	[0,5,0,2,0]
5    10    4     0      1000   0      [0,1,2] 	[0,2] 	[2,0,3,3,0]
6    85    34    0      1000   0      [3,4] 	[0,2,3] 	[0,3,0,4,0]
7    68    53    0      1000   0      [1,2,4] 	[0,2,3] 	[3,0,0,5,0]
8    22    75    0      1000   0      [0,1,2,3] 	[0,1,2,3] 	[5,5,3,5,0]
9    93    74    0      1000   0      [1,2,3,4] 	[0,1,2,3] 	[5,4,0,2,0]
10   17    95    0      1000   0      [0,3,4] 	[3] 	[0,5,4,2,0]
11   22    40    0      1000   0      [0,1,4] 	[] 	[2,0,2,5,0]
12   37    18    0      1000   0      [0,1,2] 	[0,1,3] 	[4,0,5,2,0]
13   14    19    0      1000   0      [2,3] 	[1] 	[0,4,0,3,0]
14   41    49    451    974    10     [0] 	[] 	[0,0,1,0,0]
15   35    17    18     534    10     [4] 	[0] 	[0,0,0,1,0]
16   55    45    378    733    10     [2] 	[0,1] 	[0,0,0,1,0]
17   55    20    477    965    10     [1] 	[0,2] 	[0,0,0,1,0]
18   15    30    20     610    10     [3] 	[] 	[0,0,0,0,0]
19   25    30    245    684    10     [0] 	[] 	[0,0,1,0,0]
20   20    50    172    569    10     [0] 	[2] 	[0,0,1,0,0]
21   10    43    245    640    10     [0] 	[] 	[0,0,1,0,0]
22   55    60    231    666    10     [2] 	[] 	[0,0,0,1,0]
23   30    60    430    779    10     [4] 	[2] 	[0,0,0,0,0]
24   20    65    33     511    10     [0] 	[] 	[0,0,0,0,0]
25   50    35    50     523    10     [1] 	[2] 	[1,0,0,0,0]
26   30    25    462    978    10     [0] 	[] 	[0,0,0,0,0]
27   15    10    32     694    10     [1] 	[0,2] 	[0,0,0,1,0]
28   30    5     30     519    10     [1] 	[2] 	[1,0,0,1,0]
29   10    20    102    543    10     [3] 	[3] 	[0,1,0,0,0]
30   5     30    444    959    10     [1] 	[] 	[0,0,0,0,0]
31   20    40    229    582    10     [0] 	[] 	[0,0,0,0,0]
32   15    60    95     552    10     [3] 	[] 	[0,0,0,0,0]
33   45    65    418    829    10     [3] 	[2] 	[0,1,0,0,0]
34   45    20    36     509    10     [4] 	[2] 	[0,0,0,1,0]
35   45    10    246    657    10     [2] 	[0] 	[0,0,0,1,0]
36   55    5     36     514    10     [2] 	[0,1] 	[0,0,0,0,0]
37   65    35    435    960    10     [1] 	[0] 	[0,0,0,0,0]
38   65    20    438    956    10     [1] 	[] 	[1,0,0,1,0]
39   45    30    428    827    10     [3] 	[0] 	[0,1,0,0,0]
40   35    40    5      548    10     [0] 	[2] 	[0,0,0,0,0]
41   41    37    6      526    10     [2] 	[0] 	[0,0,0,1,0]
42   64    42    29     513    10     [1] 	[0,2] 	[0,0,0,0,0]
43   40    60    91     522    10     [2] 	[] 	[0,0,0,1,0]
44   31    52    17     501    10     [0] 	[2,3] 	[0,0,0,0,0]
45   35    69    482    955    10     [4] 	[0] 	[0,0,0,1,0]
46   53    52    24     575    10     [1] 	[0,2] 	[0,0,0,0,0]
47   65    55    367    776    10     [2] 	[] 	[0,0,0,0,0]
48   63    65    453    948    10     [3] 	[] 	[0,1,0,0,0]
49   2     60    41     615    10     [4] 	[2] 	[0,0,0,1,0]
50   20    20    443    856    10     [2] 	[] 	[0,0,0,1,0]
51   5     5     130    577    10     [1] 	[0] 	[1,0,0,0,0]
52   60    12    33     655    10     [1] 	[0,2] 	[1,0,0,0,0]
53   40    25    201    596    10     [3] 	[] 	[0,1,0,0,0]
54   42    7     219    688    10     [3] 	[2] 	[0,1,0,0,0]
55   24    12    25     560    10     [0] 	[] 	[0,0,0,0,0]
56   23    3     458    867    10     [1] 	[] 	[0,0,0,1,0]
57   11    14    59     514    10     [2] 	[0] 	[0,0,0,0,0]
58   6     38    29     589    10     [3] 	[2,3] 	[0,0,0,0,0]
59   2     48    338    805    10     [2] 	[1] 	[0,0,0,0,0]
60   8     56    34     602    10     [0] 	[2] 	[0,0,1,0,0]
61   13    52    454    962    10     [1] 	[2] 	[0,0,0,0,0]
62   6     68    362    679    10     [4] 	[0] 	[0,0,0,0,0]
63   47    47    379    810    10     [2] 	[0] 	[0,0,0,1,0]
64   49    58    176    625    10     [3] 	[] 	[0,0,0,0,0]
65   27    43    11     502    10     [4] 	[2] 	[0,0,0,1,0]
66   37    31    256    647    10     [0] 	[2] 	[0,0,1,0,0]
67   57    29    475    900    10     [1] 	[2] 	[0,0,0,1,0]
68   63    23    441    918    10     [0] 	[3] 	[0,0,0,0,0]
69   53    12    412    865    10     [3] 	[] 	[0,1,0,0,0]
70   32    12    246    705    10     [4] 	[2] 	[0,0,0,1,0]
71   36    26    479    980    10     [1] 	[0,2] 	[0,0,0,1,0]
72   21    24    17     681    10     [3] 	[2,3] 	[0,1,0,0,0]
73   17    34    449    971    10     [4] 	[0,2] 	[0,0,0,0,0]
74   12    24    126    541    10     [2] 	[] 	[0,0,0,1,0]
75   24    58    25     544    10     [0] 	[] 	[0,0,1,0,0]
76   27    69    34     588    10     [2] 	[0] 	[0,0,0,1,0]
77   15    77    46     524    10     [2] 	[0] 	[0,0,0,1,0]
78   62    77    49     568    10     [4] 	[] 	[0,0,0,1,0]
79   49    73    421    864    10     [3] 	[3] 	[0,1,0,0,0]
80   67    5     120    575    10     [1] 	[] 	[0,0,0,1,0]
81   56    39    459    930    10     [1] 	[] 	[0,0,0,0,0]
82   37    47    12     513    10     [2] 	[] 	[0,0,0,0,0]
83   37    56    368    968    10     [4] 	[2] 	[0,0,0,1,0]
84   57    68    98     537    10     [3] 	[] 	[0,1,0,0,0]
85   47    16    22     617    10     [2] 	[0,1] 	[0,0,0,1,0]
86   44    17    143    564    10     [2] 	[1] 	[0,0,0,0,0]
87   46    13    482    965    10     [2] 	[0,1] 	[0,0,0,1,0]
88   49    11    62     519    10     [3] 	[3] 	[0,1,0,0,0]
89   49    42    129    534    10     [4] 	[0] 	[0,0,0,1,0]
90   53    43    460    970    10     [2] 	[0,1] 	[0,0,0,1,0]
91   61    52    207    676    10     [4] 	[3] 	[0,0,0,1,0]
92   57    48    230    623    10     [1] 	[0] 	[1,0,0,1,0]
93   56    37    470    968    10     [2] 	[1] 	[0,0,0,0,0]
94   55    54    268    599    10     [4] 	[2] 	[0,0,0,0,0]
95   15    47    23     515    10     [0] 	[] 	[0,0,0,0,0]
96   14    37    21     568    10     [1] 	[0,2] 	[0,0,0,1,0]
97   11    31    278    669    10     [3] 	[] 	[0,1,0,0,0]
98   16    22    213    624    10     [3] 	[] 	[0,1,0,0,0]
99   4     18    230    623    10     [3] 	[0] 	[0,1,0,0,0]
