C107.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    72    83    0      1236   0      [0,1,3,4] 	[2] 	[4,0,2,0,5]
2    80    42    0      1236   0      [0,1] 	[3] 	[2,0,2,0,4]
3    49    17    0      1236   0      [0,2] 	[0,3,4] 	[2,0,4,0,3]
4    70    49    0      1236   0      [0,1,3] 	[0,4] 	[5,0,5,0,5]
5    65    13    0      1236   0      [0,1,4] 	[0,2,3,4] 	[3,0,2,0,4]
6    37    83    0      1236   0      [1,2,3,4] 	[2,3] 	[0,0,4,0,2]
7    27    9     0      1236   0      [0,1,4] 	[0,2,3,4] 	[0,0,2,0,4]
8    91    90    0      1236   0      [0,4] 	[0,4] 	[4,0,3,0,0]
9    49    12    0      1236   0      [0,2] 	[0,3,4] 	[4,0,4,0,3]
10   26    41    0      1236   0      [1,2,3,4] 	[] 	[0,0,2,0,2]
11   75    66    0      1236   0      [0,1,3,4] 	[0,2,3,4] 	[3,0,3,0,2]
12   82    1     0      1236   0      [0,2,3] 	[1] 	[4,0,2,0,2]
13   45    80    0      1236   0      [0,3] 	[0,1,3] 	[3,0,4,0,0]
14   45    68    850    1030   90     [1] 	[] 	[0,0,0,0,1]
15   45    70    758    938    90     [4] 	[] 	[0,0,0,0,1]
16   42    66    16     196    90     [0] 	[3] 	[0,0,0,0,0]
17   42    68    665    845    90     [4] 	[2,4] 	[0,0,1,0,1]
18   42    65    15     195    90     [3] 	[1,3] 	[0,0,0,0,0]
19   40    69    572    752    90     [1] 	[2,4] 	[0,0,1,0,0]
20   40    66    108    288    90     [0] 	[0] 	[0,0,0,0,0]
21   38    68    200    380    90     [2] 	[] 	[0,0,0,0,1]
22   38    70    480    660    90     [1] 	[4] 	[0,0,1,0,1]
23   35    66    294    474    90     [0] 	[3] 	[0,0,0,0,0]
24   35    69    387    567    90     [2] 	[] 	[0,0,1,0,1]
25   25    85    597    777    90     [1] 	[3,4] 	[0,0,1,0,1]
26   22    75    30     210    90     [4] 	[] 	[0,0,0,0,0]
27   22    85    504    684    90     [0] 	[0,3] 	[1,0,0,0,0]
28   20    80    317    497    90     [3] 	[] 	[0,0,0,0,0]
29   20    85    412    592    90     [2] 	[0,4] 	[0,0,0,0,0]
30   18    75    34     214    90     [1] 	[4] 	[0,0,1,0,1]
31   15    75    127    307    90     [3] 	[3] 	[0,0,1,0,0]
32   15    80    222    402    90     [4] 	[] 	[0,0,1,0,1]
33   30    50    10     190    90     [1] 	[] 	[0,0,1,0,1]
34   30    52    850    1030   90     [3] 	[] 	[0,0,0,0,0]
35   28    52    758    938    90     [1] 	[3,4] 	[0,0,1,0,1]
36   28    55    665    845    90     [3] 	[1] 	[0,0,0,0,0]
37   25    50    15     195    90     [2] 	[0] 	[0,0,1,0,1]
38   25    52    107    287    90     [0] 	[0,3] 	[1,0,1,0,0]
39   25    55    572    752    90     [1] 	[] 	[0,0,0,0,0]
40   23    52    199    379    90     [4] 	[2,4] 	[0,0,1,0,1]
41   23    55    480    660    90     [0] 	[0,3] 	[0,0,0,0,0]
