R103.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    29    27    0      230    0      [1,3,4] 	[0,4] 	[5,0,0,5,4]
2    72    77    0      230    0      [2,3,4] 	[0,1,4] 	[3,0,0,2,4]
3    95    2     0      230    0      [0,1,3,4] 	[2,3,4] 	[4,5,0,0,5]
4    6     15    0      230    0      [1,3,4] 	[0,3,4] 	[0,0,0,5,2]
5    13    36    0      230    0      [0,1,2,3] 	[0,2,3] 	[5,0,0,4,5]
6    15    13    0      230    0      [0,2,3,4] 	[1,2,3,4] 	[0,5,5,4,2]
7    35    27    0      230    0      [0,4] 	[] 	[5,3,0,3,0]
8    67    52    0      230    0      [0,1,2,3] 	[4] 	[0,4,0,2,0]
9    14    0     0      230    0      [0,3,4] 	[0,4] 	[2,0,0,3,5]
10   35    1     0      230    0      [0,1,2,4] 	[0,1,2,3,4] 	[4,2,2,5,0]
11   20    94    0      230    0      [0,1,2,3] 	[1,4] 	[4,3,2,3,0]
12   68    59    0      230    0      [0,1,3,4] 	[0,1,2,3,4] 	[2,5,0,4,2]
13   72    24    0      230    0      [1,2,3] 	[0,1,3,4] 	[0,0,2,2,5]
14   41    49    0      204    10     [0] 	[2,4] 	[0,1,0,0,0]
15   35    17    0      202    10     [4] 	[0] 	[0,0,0,0,0]
16   55    45    0      197    10     [1] 	[] 	[0,0,0,0,0]
17   55    20    149    159    10     [4] 	[] 	[1,0,0,1,0]
18   15    30    0      199    10     [0] 	[] 	[0,0,0,0,0]
19   25    30    99     109    10     [1] 	[3,4] 	[0,0,0,1,0]
20   20    50    0      198    10     [2] 	[] 	[1,0,1,0,0]
21   10    43    95     105    10     [2] 	[] 	[1,0,1,0,0]
22   55    60    97     107    10     [4] 	[] 	[0,0,0,0,0]
23   30    60    124    134    10     [1] 	[3,4] 	[0,0,0,0,0]
24   20    65    67     77     10     [2] 	[4] 	[1,0,0,0,0]
25   50    35    0      205    10     [4] 	[3] 	[1,0,0,1,0]
26   30    25    159    169    10     [4] 	[0,3] 	[1,0,0,0,0]
27   15    10    0      187    10     [0] 	[] 	[0,1,0,0,0]
28   30    5     61     71     10     [1] 	[3,4] 	[0,0,0,0,0]
29   10    20    0      190    10     [0] 	[1,4] 	[0,1,0,0,0]
30   5     30    157    167    10     [3] 	[0,3] 	[0,0,0,0,1]
31   20    40    0      204    10     [3] 	[0,3] 	[0,0,0,0,1]
32   15    60    0      187    10     [3] 	[0,3] 	[0,0,0,1,1]
33   45    65    0      188    10     [0] 	[1] 	[0,1,0,0,0]
34   45    20    0      201    10     [3] 	[] 	[0,0,0,1,1]
35   45    10    97     107    10     [1] 	[] 	[0,0,0,1,0]
36   55    5     68     78     10     [1] 	[3,4] 	[1,0,0,1,0]
37   65    35    0      190    10     [1] 	[3,4] 	[1,0,0,1,0]
38   65    20    172    182    10     [1] 	[4] 	[0,0,0,0,0]
39   45    30    0      208    10     [2] 	[1,4] 	[0,0,0,0,0]
40   35    40    37     47     10     [1] 	[3,4] 	[0,0,0,0,0]
41   41    37    0      213    10     [2] 	[1,4] 	[0,0,0,0,0]
42   64    42    0      190    10     [0] 	[] 	[0,1,0,0,0]
43   40    60    71     81     10     [2] 	[] 	[0,0,0,0,0]
44   31    52    0      202    10     [2] 	[1,4] 	[0,0,0,0,0]
45   35    69    0      186    10     [2] 	[1] 	[1,0,1,0,0]
46   53    52    37     47     10     [0] 	[] 	[0,0,0,0,0]
47   65    55    0      183    10     [3] 	[] 	[0,0,0,0,0]
48   63    65    143    153    10     [0] 	[] 	[0,1,0,0,0]
49   2     60    41     51     10     [3] 	[3] 	[0,0,0,0,1]
50   20    20    0      198    10     [4] 	[] 	[1,0,0,1,0]
51   5     5     83     93     10     [0] 	[] 	[0,0,0,0,0]
52   60    12    44     54     10     [2] 	[] 	[1,0,1,0,0]
53   40    25    85     95     10     [4] 	[] 	[1,0,0,1,0]
54   42    7     97     107    10     [4] 	[] 	[0,0,0,0,0]
55   24    12    31     41     10     [1] 	[4] 	[0,0,0,0,0]
56   23    3     0      185    10     [0] 	[2,4] 	[0,0,0,0,0]
57   11    14    69     79     10     [2] 	[4] 	[1,0,0,0,0]
58   6     38    32     42     10     [0] 	[] 	[0,1,0,0,0]
59   2     48    0      184    10     [3] 	[0] 	[0,0,0,0,0]
60   8     56    0      185    10     [4] 	[0,4] 	[1,0,0,1,0]
61   13    52    0      192    10     [3] 	[3] 	[0,0,0,0,0]
62   6     68    108    118    10     [0] 	[] 	[0,1,0,0,0]
63   47    47    0      203    10     [1] 	[3,4] 	[1,0,0,1,0]
64   49    58    0      193    10     [0] 	[] 	[0,1,0,0,0]
65   27    43    0      208    10     [4] 	[3] 	[0,0,0,0,0]
66   37    31    95     105    10     [3] 	[] 	[0,0,0,1,1]
67   57    29    0      197    10     [1] 	[3,4] 	[0,0,0,0,0]
68   63    23    136    146    10     [2] 	[1,4] 	[0,0,1,0,0]
69   53    12    130    140    10     [0] 	[1,4] 	[0,1,0,0,0]
70   32    12    0      196    10     [1] 	[3,4] 	[0,0,0,0,0]
71   36    26    200    210    10     [3] 	[] 	[0,0,0,0,0]
72   21    24    0      202    10     [0] 	[] 	[0,1,0,0,0]
73   17    34    0      201    10     [1] 	[4] 	[0,0,0,0,0]
74   12    24    0      194    10     [2] 	[1,4] 	[1,0,1,0,0]
75   24    58    58     68     10     [3] 	[0] 	[0,0,0,1,1]
76   27    69    0      185    10     [2] 	[1,4] 	[1,0,1,0,0]
77   15    77    73     83     10     [1] 	[] 	[1,0,0,1,0]
78   62    77    51     61     10     [1] 	[3,4] 	[0,0,0,0,0]
79   49    73    127    137    10     [3] 	[] 	[0,0,0,1,1]
80   67    5     83     93     10     [1] 	[3,4] 	[0,0,0,0,0]
81   56    39    142    152    10     [2] 	[4] 	[0,0,0,0,0]
82   37    47    50     60     10     [1] 	[3,4] 	[0,0,0,0,0]
83   37    56    182    192    10     [0] 	[2,4] 	[0,1,0,0,0]
84   57    68    0      180    10     [0] 	[2,4] 	[0,1,0,0,0]
85   47    16    0      197    10     [3] 	[] 	[0,0,0,1,1]
86   44    17    0      199    10     [4] 	[0] 	[1,0,0,0,0]
87   46    13    149    159    10     [4] 	[] 	[1,0,0,0,0]
88   49    11    0      192    10     [2] 	[1] 	[1,0,0,0,0]
89   49    42    73     83     10     [0] 	[1,4] 	[0,0,0,0,0]
90   53    43    179    189    10     [3] 	[0] 	[0,0,0,1,0]
91   61    52    96     106    10     [4] 	[4] 	[0,0,0,0,0]
92   57    48    92     102    10     [0] 	[1] 	[0,0,0,0,0]
93   56    37    182    192    10     [3] 	[0,3] 	[0,0,0,0,0]
94   55    54    0      192    10     [0] 	[2,4] 	[0,0,0,0,0]
95   15    47    0      196    10     [4] 	[] 	[1,0,0,1,0]
96   14    37    0      198    10     [1] 	[3,4] 	[1,0,0,1,0]
97   11    31    101    111    10     [4] 	[4] 	[0,0,0,0,0]
98   16    22    0      196    10     [1] 	[3,4] 	[1,0,0,0,0]
99   4     18    0      184    10     [2] 	[] 	[1,0,0,0,0]
100  28    18    93     103    10     [0] 	[1] 	[0,1,0,0,0]
101  26    52    74     84     10     [3] 	[0] 	[0,0,0,0,0]
102  26    35    0      211    10     [3] 	[3] 	[0,0,0,0,1]
103  31    67    0      187    10     [0] 	[2] 	[0,1,0,0,0]
104  15    19    0      194    10     [0] 	[] 	[0,0,0,0,0]
105  22    22    18     28     10     [1] 	[3] 	[1,0,0,1,0]
106  18    24    188    198    10     [2] 	[] 	[0,0,0,0,0]
107  26    27    0      207    10     [1] 	[3] 	[1,0,0,1,0]
108  25    24    0      205    10     [1] 	[] 	[0,0,0,0,0]
109  22    27    0      204    10     [1] 	[3,4] 	[1,0,0,0,0]
110  25    21    0      202    10     [2] 	[] 	[0,0,0,0,0]
111  19    21    0      198    10     [4] 	[0] 	[0,0,0,0,0]
112  20    26    83     93     10     [0] 	[2] 	[0,1,0,0,0]
113  18    18    185    195    10     [1] 	[] 	[0,0,0,0,0]
