RC205.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    17    44    0      960    0      [1,2] 	[] 	[4,4,3,0,0]
2    21    66    0      960    0      [0,4] 	[2,3,4] 	[4,0,4,0,0]
3    5     64    0      960    0      [0,2,3,4] 	[] 	[4,0,4,0,3]
4    66    48    0      960    0      [3,4] 	[1,2,3,4] 	[3,0,3,0,2]
5    53    85    0      960    0      [0,1,3,4] 	[2,3] 	[4,3,0,0,4]
6    13    98    0      960    0      [0,1,2,4] 	[2,3] 	[2,2,3,0,0]
7    79    56    0      960    0      [2,4] 	[2,3,4] 	[4,0,2,0,0]
8    46    46    0      960    0      [0,1,3,4] 	[1,2,3,4] 	[2,0,4,0,0]
9    71    91    0      960    0      [2,3] 	[3] 	[2,0,0,0,4]
10   77    91    0      960    0      [1,2,3] 	[1,2,4] 	[2,2,3,0,3]
11   54    96    0      960    0      [0,1,2,3] 	[1] 	[0,3,4,0,3]
12   1     27    0      960    0      [0,3] 	[1,2,3,4] 	[2,0,5,0,0]
13   18    69    0      960    0      [1,2] 	[2,3,4] 	[4,5,4,0,0]
14   25    85    431    911    10     [1] 	[3,4] 	[0,1,0,0,0]
15   22    75    30     510    10     [2] 	[] 	[0,0,1,0,0]
16   22    85    291    771    10     [2] 	[] 	[1,0,0,0,0]
17   20    80    674    734    10     [1] 	[3] 	[0,0,0,0,0]
18   20    85    40     520    10     [1] 	[3,4] 	[0,1,0,0,0]
19   18    75    393    502    10     [2] 	[2,3] 	[1,0,1,0,0]
20   15    75    120    600    10     [2] 	[3] 	[1,0,0,0,0]
21   15    80    397    457    10     [2] 	[2,3] 	[1,0,1,0,0]
22   10    35    401    461    10     [3] 	[3] 	[0,0,0,0,1]
23   10    40    535    622    10     [3] 	[3] 	[0,0,0,0,1]
24   8     40    225    285    10     [0] 	[3,4] 	[1,0,0,0,0]
25   8     45    43     523    10     [2] 	[3] 	[0,0,0,0,0]
26   5     35    683    743    10     [2] 	[3] 	[1,0,1,0,0]
