R207.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    56    19    0      1000   0      [1,2,4] 	[1,2,3] 	[0,5,0,4,5]
2    57    14    0      1000   0      [0,1,3,4] 	[2,3,4] 	[0,4,0,5,4]
3    81    46    0      1000   0      [0,1,2,4] 	[] 	[0,5,0,5,3]
4    78    76    0      1000   0      [0,1,4] 	[] 	[0,2,0,2,4]
5    66    86    0      1000   0      [0,1,4] 	[3,4] 	[0,5,0,3,2]
6    54    36    0      1000   0      [0,3] 	[] 	[0,3,0,2,0]
7    50    24    0      1000   0      [0,2,3] 	[1,3] 	[0,2,0,3,0]
8    7     100   0      1000   0      [1,2,3] 	[0,1,2] 	[0,2,0,5,0]
9    28    7     0      1000   0      [0,4] 	[0,2,3,4] 	[0,2,0,0,2]
10   85    37    0      1000   0      [2,4] 	[0,3,4] 	[0,2,0,2,2]
11   62    58    0      1000   0      [1,2,4] 	[0,1,2,3,4] 	[0,5,0,3,3]
12   58    78    0      1000   0      [0,3,4] 	[0,4] 	[0,4,0,5,0]
13   69    100   0      1000   0      [1,2,3,4] 	[] 	[0,2,0,4,4]
14   41    49    0      974    10     [2] 	[] 	[0,0,0,1,0]
15   35    17    0      972    10     [3] 	[] 	[0,0,0,1,0]
16   55    45    0      967    10     [1] 	[1] 	[0,0,0,1,0]
17   55    20    620    860    10     [3] 	[0,3] 	[0,0,0,1,0]
18   15    30    0      969    10     [3] 	[] 	[0,0,0,0,0]
19   25    30    345    585    10     [4] 	[0,4] 	[0,1,0,0,1]
20   20    50    0      968    10     [3] 	[0,3] 	[0,0,0,0,0]
21   10    43    323    563    10     [1] 	[4] 	[0,0,0,0,0]
22   55    60    329    569    10     [4] 	[] 	[0,1,0,0,1]
23   30    60    485    725    10     [4] 	[] 	[0,1,0,0,1]
24   20    65    146    386    10     [3] 	[1,3] 	[0,0,0,0,0]
25   50    35    0      975    10     [2] 	[2] 	[0,0,0,0,0]
26   30    25    639    879    10     [1] 	[1] 	[0,0,0,0,0]
27   15    10    0      957    10     [2] 	[2] 	[0,0,0,1,0]
28   30    5     118    358    10     [4] 	[0,4] 	[0,0,0,0,1]
29   10    20    0      960    10     [2] 	[3] 	[0,0,0,1,0]
30   5     30    682    922    10     [1] 	[] 	[0,0,0,1,0]
31   20    40    0      974    10     [0] 	[2] 	[0,0,0,0,0]
32   15    60    0      957    10     [2] 	[] 	[0,0,0,0,0]
33   45    65    0      958    10     [1] 	[] 	[0,0,0,1,0]
34   45    20    0      971    10     [2] 	[2,3] 	[0,0,0,1,0]
35   45    10    332    572    10     [4] 	[0,4] 	[0,0,0,0,0]
36   55    5     146    386    10     [4] 	[0,4] 	[0,1,0,0,1]
37   65    35    0      960    10     [1] 	[1,4] 	[0,0,0,1,0]
38   65    20    716    956    10     [1] 	[4] 	[0,0,0,1,0]
39   45    30    0      978    10     [3] 	[] 	[0,1,0,1,0]
40   35    40    60     300    10     [2] 	[] 	[0,0,0,0,0]
41   41    37    0      983    10     [0] 	[2,3] 	[0,0,0,0,0]
42   64    42    0      960    10     [1] 	[] 	[0,0,0,1,0]
43   40    60    187    427    10     [2] 	[2,3] 	[0,0,0,0,0]
44   31    52    0      972    10     [4] 	[] 	[0,0,0,0,1]
45   35    69    0      956    10     [4] 	[4] 	[0,0,0,0,0]
46   53    52    24     264    10     [4] 	[0] 	[0,1,0,0,1]
47   65    55    0      953    10     [4] 	[] 	[0,0,0,0,1]
48   63    65    630    870    10     [1] 	[] 	[0,0,0,1,0]
49   2     60    41     281    10     [4] 	[4] 	[0,0,0,0,0]
50   20    20    0      968    10     [4] 	[0,4] 	[0,1,0,0,1]
51   5     5     234    474    10     [2] 	[3] 	[0,0,0,1,0]
52   60    12    33     273    10     [3] 	[] 	[0,1,0,1,0]
53   40    25    279    519    10     [4] 	[0] 	[0,1,0,0,0]
54   42    7     334    574    10     [3] 	[1] 	[0,1,0,0,0]
55   24    12    25     265    10     [2] 	[2,3] 	[0,0,0,1,0]
56   23    3     0      955    10     [2] 	[] 	[0,0,0,0,0]
57   11    14    167    407    10     [0] 	[3] 	[0,1,0,0,0]
58   6     38    29     269    10     [2] 	[] 	[0,0,0,0,0]
59   2     48    0      954    10     [0] 	[2,3] 	[0,1,0,0,0]
60   8     56    0      955    10     [1] 	[] 	[0,0,0,1,0]
61   13    52    0      962    10     [2] 	[2,3] 	[0,0,0,1,0]
62   6     68    401    641    10     [1] 	[1,4] 	[0,0,0,1,0]
63   47    47    0      973    10     [4] 	[0] 	[0,0,0,0,1]
64   49    58    0      963    10     [3] 	[] 	[0,0,0,0,0]
65   27    43    0      978    10     [4] 	[0,4] 	[0,0,0,0,0]
66   37    31    332    572    10     [2] 	[] 	[0,0,0,0,0]
67   57    29    0      967    10     [2] 	[2,3] 	[0,0,0,1,0]
68   63    23    560    800    10     [0] 	[3] 	[0,1,0,0,0]
69   53    12    519    759    10     [3] 	[1,3] 	[0,1,0,0,0]
70   32    12    0      966    10     [4] 	[] 	[0,1,0,0,0]
71   36    26    740    980    10     [3] 	[1] 	[0,0,0,0,0]
72   21    24    0      972    10     [3] 	[] 	[0,1,0,1,0]
73   17    34    0      971    10     [2] 	[2] 	[0,0,0,1,0]
74   12    24    0      964    10     [4] 	[] 	[0,0,0,0,0]
75   24    58    113    353    10     [1] 	[4] 	[0,0,0,1,0]
76   27    69    0      955    10     [3] 	[1,3] 	[0,0,0,1,0]
77   15    77    154    394    10     [1] 	[1] 	[0,0,0,1,0]
78   62    77    49     289    10     [1] 	[1,4] 	[0,0,0,1,0]
79   49    73    523    763    10     [2] 	[] 	[0,0,0,1,0]
80   67    5     228    468    10     [3] 	[0] 	[0,0,0,1,0]
81   56    39    575    815    10     [0] 	[3] 	[0,1,0,0,0]
82   37    47    108    348    10     [0] 	[3] 	[0,0,0,0,0]
83   37    56    728    968    10     [1] 	[] 	[0,0,0,0,0]
84   57    68    0      950    10     [4] 	[4] 	[0,1,0,0,1]
85   47    16    0      967    10     [3] 	[] 	[0,0,0,1,0]
86   44    17    0      969    10     [1] 	[] 	[0,0,0,0,0]
87   46    13    622    862    10     [1] 	[] 	[0,0,0,1,0]
88   49    11    0      962    10     [1] 	[1,4] 	[0,0,0,0,0]
89   49    42    212    452    10     [1] 	[1,4] 	[0,0,0,1,0]
90   53    43    730    970    10     [3] 	[] 	[0,0,0,1,0]
91   61    52    322    562    10     [2] 	[] 	[0,0,0,0,0]
92   57    48    307    547    10     [2] 	[2] 	[0,0,0,1,0]
93   56    37    728    968    10     [1] 	[1,4] 	[0,0,0,1,0]
94   55    54    0      962    10     [2] 	[3] 	[0,0,0,1,0]
95   15    47    0      966    10     [2] 	[] 	[0,0,0,1,0]
96   14    37    0      968    10     [1] 	[] 	[0,0,0,1,0]
97   11    31    354    594    10     [0] 	[2,3] 	[0,0,0,0,0]
98   16    22    0      966    10     [0] 	[] 	[0,1,0,0,0]
99   4     18    0      954    10     [1] 	[1,4] 	[0,0,0,0,0]
100  28    18    314    554    10     [1] 	[1,4] 	[0,0,0,1,0]
101  26    52    214    454    10     [3] 	[0,1] 	[0,1,0,1,0]
102  26    35    0      981    10     [4] 	[0,4] 	[0,0,0,0,0]
103  31    67    0      957    10     [3] 	[3] 	[0,0,0,0,0]
104  15    19    0      964    10     [3] 	[0,3] 	[0,0,0,0,0]
105  22    22    18     258    10     [2] 	[2,3] 	[0,0,0,1,0]
106  18    24    729    969    10     [3] 	[1,3] 	[0,0,0,0,0]
107  26    27    0      977    10     [3] 	[0,1] 	[0,0,0,1,0]
108  25    24    0      975    10     [4] 	[0,4] 	[0,1,0,0,1]
109  22    27    0      974    10     [4] 	[4] 	[0,0,0,0,0]
110  25    21    0      972    10     [0] 	[] 	[0,0,0,0,0]
111  19    21    0      968    10     [2] 	[2] 	[0,0,0,0,0]
112  20    26    263    503    10     [4] 	[0] 	[0,0,0,0,0]
113  18    18    725    965    10     [3] 	[1,3] 	[0,1,0,0,0]
