RC106.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    44    67    0      240    0      [0,3,4] 	[0,3] 	[0,3,0,2,0]
2    64    59    0      240    0      [0,1,4] 	[0,1,2,3,4] 	[0,3,0,4,0]
3    83    84    0      240    0      [0,1,2,3] 	[0,2,4] 	[3,3,0,5,0]
4    55    40    0      240    0      [2,3,4] 	[] 	[0,5,0,4,0]
5    56    12    0      240    0      [1,4] 	[4] 	[3,0,0,5,0]
6    89    99    0      240    0      [0,2,3,4] 	[3] 	[4,0,0,2,0]
7    47    95    0      240    0      [3,4] 	[0,1,2] 	[0,2,0,4,0]
8    47    44    0      240    0      [0,1,2,3] 	[3] 	[5,3,0,2,0]
9    94    40    0      240    0      [2,4] 	[1,2,3] 	[4,0,0,4,0]
10   9     66    0      240    0      [0,2,3,4] 	[0] 	[4,2,0,5,0]
11   79    26    0      240    0      [0,2] 	[0,2,3] 	[2,3,0,3,0]
12   97    43    0      240    0      [0,2,3,4] 	[0,1,2,3,4] 	[2,2,0,5,0]
13   50    20    0      240    0      [0,1,4] 	[2] 	[2,2,0,4,0]
14   25    85    130    190    10     [3] 	[2] 	[0,1,0,0,0]
15   22    75    35     95     10     [2] 	[0,3] 	[1,0,0,0,0]
16   22    85    94     154    10     [4] 	[] 	[0,0,0,1,0]
17   20    80    126    186    10     [0] 	[] 	[0,1,0,1,0]
18   20    85    40     100    10     [0] 	[] 	[0,1,0,0,0]
19   18    75    80     140    10     [3] 	[0,4] 	[0,1,0,0,0]
20   15    75    64     124    10     [4] 	[1,2] 	[0,0,0,1,0]
21   15    80    76     136    10     [0] 	[0,3] 	[0,0,0,0,0]
22   10    35    76     136    10     [0] 	[2,3] 	[0,0,0,0,0]
23   10    40    104    164    10     [4] 	[2] 	[0,0,0,0,0]
24   8     40    44     104    10     [3] 	[] 	[0,1,0,0,0]
25   8     45    49     109    10     [0] 	[2,3] 	[0,0,0,0,0]
26   5     35    127    187    10     [2] 	[1] 	[1,0,0,0,0]
27   5     45    35     95     10     [3] 	[0,4] 	[0,1,0,0,0]
28   2     40    43     103    10     [1] 	[0,2] 	[0,0,0,0,0]
29   0     40    57     117    10     [2] 	[1,3] 	[1,0,0,0,0]
30   0     45    129    189    10     [4] 	[1,3] 	[0,0,0,1,0]
31   44    5     72     132    10     [2] 	[0,1] 	[1,0,0,0,0]
32   42    10    57     117    10     [3] 	[0,2] 	[0,0,0,0,0]
33   42    15    107    167    10     [3] 	[0,4] 	[0,1,0,0,0]
34   40    5     52     112    10     [1] 	[0,2] 	[1,0,0,0,0]
35   40    15    77     137    10     [4] 	[1] 	[0,0,0,1,0]
36   38    5     50     110    10     [1] 	[0] 	[1,0,0,0,0]
37   38    15    133    193    10     [2] 	[1,3] 	[1,0,0,0,0]
38   35    5     124    184    10     [3] 	[2] 	[0,1,0,0,0]
39   95    30    100    160    10     [3] 	[4] 	[0,0,0,0,0]
40   95    35    57     117    10     [4] 	[1,2] 	[0,0,0,1,0]
41   92    30    55     115    10     [0] 	[2] 	[0,0,0,1,0]
42   90    35    52     112    10     [0] 	[0] 	[0,1,0,0,0]
43   88    30    59     119    10     [4] 	[1,3] 	[0,0,0,1,0]
44   88    35    50     110    10     [1] 	[0] 	[0,0,0,0,0]
45   87    30    116    176    10     [2] 	[1,3] 	[1,0,0,0,0]
46   85    25    51     111    10     [3] 	[0,2] 	[0,1,0,0,0]
47   85    35    96     156    10     [3] 	[] 	[0,1,0,0,0]
48   67    85    124    184    10     [2] 	[] 	[1,0,0,0,0]
49   65    85    43     103    10     [2] 	[] 	[1,0,0,0,0]
50   65    82    109    169    10     [1] 	[] 	[0,0,0,0,0]
51   62    80    60     120    10     [0] 	[0] 	[0,0,0,1,0]
52   60    80    36     96     10     [3] 	[] 	[0,1,0,0,0]
53   60    85    70     130    10     [3] 	[] 	[0,1,0,0,0]
54   58    75    77     137    10     [0] 	[0,2] 	[0,0,0,1,0]
55   55    80    33     93     10     [3] 	[0,4] 	[0,0,0,0,0]
56   55    85    113    173    10     [2] 	[0] 	[1,0,0,0,0]
57   55    82    49     109    10     [2] 	[0,1] 	[1,0,0,0,0]
58   20    82    37     97     10     [4] 	[2] 	[0,0,0,1,0]
59   18    80    98     158    10     [4] 	[2] 	[0,0,0,1,0]
60   2     45    38     98     10     [1] 	[] 	[1,0,0,0,0]
61   42    5     124    184    10     [0] 	[2] 	[0,1,0,1,0]
62   42    12    89     149    10     [4] 	[3] 	[0,0,0,0,0]
63   72    35    101    161    10     [3] 	[] 	[0,1,0,0,0]
64   55    20    68     128    10     [2] 	[1,3] 	[0,0,0,0,0]
65   25    30    37     97     10     [0] 	[2,3] 	[0,0,0,0,0]
66   20    50    76     136    10     [2] 	[] 	[1,0,0,0,0]
67   55    60    124    184    10     [4] 	[] 	[0,0,0,0,0]
68   30    60    125    185    10     [1] 	[0,2] 	[1,0,0,0,0]
69   50    35    115    175    10     [1] 	[4] 	[1,0,0,0,0]
70   30    25    81     141    10     [4] 	[1] 	[0,0,0,0,0]
71   15    10    122    182    10     [4] 	[1,2] 	[0,0,0,1,0]
72   10    20    42     102    10     [2] 	[0] 	[0,0,0,0,0]
73   15    60    140    200    10     [0] 	[3] 	[0,0,0,0,0]
74   45    65    51     111    10     [2] 	[] 	[1,0,0,0,0]
75   65    35    37     97     10     [4] 	[1] 	[0,0,0,0,0]
76   65    20    39     99     10     [1] 	[0] 	[1,0,0,0,0]
77   45    30    38     98     10     [1] 	[0,2] 	[1,0,0,0,0]
78   35    40    11     71     10     [2] 	[3] 	[1,0,0,0,0]
79   41    37    118    178    10     [3] 	[0,4] 	[0,0,0,0,0]
80   64    42    55     115    10     [2] 	[] 	[0,0,0,0,0]
81   40    60    129    189    10     [1] 	[2] 	[0,0,0,0,0]
82   31    52    26     86     10     [4] 	[2] 	[0,0,0,1,0]
83   35    69    150    210    10     [4] 	[2,3] 	[0,0,0,0,0]
84   65    55    50     110    10     [2] 	[] 	[1,0,0,0,0]
85   63    65    27     87     10     [4] 	[3] 	[0,0,0,0,0]
86   2     60    62     122    10     [3] 	[0] 	[0,1,0,0,0]
87   20    20    126    186    10     [2] 	[] 	[0,0,0,0,0]
88   5     5     59     119    10     [4] 	[1] 	[0,0,0,1,0]
89   60    12    60     120    10     [2] 	[3] 	[0,0,0,0,0]
90   23    3     120    180    10     [0] 	[0,2] 	[0,1,0,0,0]
91   8     56    75     135    10     [4] 	[2] 	[0,0,0,1,0]
92   6     68    74     134    10     [0] 	[0,3] 	[0,0,0,0,0]
93   47    47    162    222    10     [3] 	[] 	[0,0,0,0,0]
94   49    58    71     131    10     [1] 	[0,2] 	[0,0,0,0,0]
95   27    43    27     87     10     [4] 	[2] 	[0,0,0,1,0]
96   37    31    20     80     10     [2] 	[0,3] 	[1,0,0,0,0]
97   57    29    81     141    10     [4] 	[3] 	[0,0,0,1,0]
98   63    23    72     132    10     [2] 	[0] 	[1,0,0,0,0]
99   21    24    72     132    10     [4] 	[] 	[0,0,0,1,0]
100  12    24    75     135    10     [4] 	[1,2] 	[0,0,0,0,0]
101  24    58    52     112    10     [0] 	[] 	[0,0,0,0,0]
102  67    5     117    177    10     [4] 	[3] 	[0,0,0,0,0]
103  37    47    71     131    10     [0] 	[] 	[0,0,0,0,0]
104  49    42    152    212    10     [3] 	[2] 	[0,0,0,0,0]
105  53    43    14     74     10     [3] 	[] 	[0,1,0,0,0]
106  61    52    148    208    10     [2] 	[] 	[1,0,0,0,0]
107  57    48    80     140    10     [2] 	[] 	[0,0,0,0,0]
