C105.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    55    8     0      1236   0      [0,2,3,4] 	[0,1,2,3,4] 	[0,4,0,3,4]
2    85    29    0      1236   0      [1,2,3,4] 	[1,3,4] 	[4,2,0,4,2]
3    54    63    0      1236   0      [0,3,4] 	[0,1,4] 	[0,5,0,0,5]
4    81    73    0      1236   0      [0,1,3,4] 	[0,1,2,3] 	[3,3,0,2,4]
5    18    24    0      1236   0      [1,2] 	[2,3,4] 	[2,0,0,0,2]
6    47    70    0      1236   0      [0,3] 	[0,3] 	[0,0,0,2,4]
7    98    97    0      1236   0      [0,1,2,3] 	[0,1,3,4] 	[3,0,0,5,0]
8    99    96    0      1236   0      [1,2] 	[2,3,4] 	[2,0,0,0,2]
9    51    28    0      1236   0      [0,1,3,4] 	[0,1,2,3,4] 	[4,0,0,2,0]
10   46    22    0      1236   0      [1,2] 	[2,3,4] 	[2,0,0,0,4]
11   83    97    0      1236   0      [0,1,3,4] 	[2,3,4] 	[5,4,0,3,4]
12   23    48    0      1236   0      [2,3,4] 	[] 	[0,2,0,0,2]
13   36    72    0      1236   0      [0,2,3,4] 	[4] 	[0,5,0,4,2]
14   45    68    885    994    90     [0] 	[0,4] 	[0,0,0,1,0]
15   45    70    802    893    90     [1] 	[2,4] 	[0,0,0,0,0]
16   42    66    25     186    90     [2] 	[2,3] 	[0,0,0,0,1]
17   42    68    699    810    90     [3] 	[] 	[0,0,0,0,0]
18   42    65    15     120    90     [2] 	[2,3] 	[0,0,0,0,0]
19   40    69    580    743    90     [3] 	[2] 	[0,0,0,0,0]
20   40    66    142    253    90     [0] 	[0] 	[0,0,0,0,0]
21   38    68    220    359    90     [3] 	[] 	[0,0,0,1,0]
22   38    70    499    640    90     [4] 	[] 	[0,1,0,0,0]
23   35    66    331    436    90     [0] 	[0] 	[0,0,0,1,0]
24   35    69    420    533    90     [3] 	[] 	[0,0,0,1,1]
25   25    85    617    756    90     [0] 	[0,4] 	[0,0,0,0,0]
26   22    75    30     155    90     [1] 	[2,3] 	[0,0,0,0,0]
27   22    85    541    646    90     [0] 	[0,4] 	[0,0,0,1,0]
28   20    80    362    451    90     [4] 	[3,4] 	[0,0,0,0,1]
29   20    85    448    555    90     [4] 	[] 	[0,1,0,0,0]
30   18    75    75     172    90     [3] 	[1,2] 	[0,0,0,1,1]
31   15    75    142    291    90     [2] 	[2,3] 	[0,0,0,0,1]
32   15    80    244    379    90     [1] 	[3] 	[0,0,0,0,0]
33   30    50    10     137    90     [0] 	[] 	[0,0,0,1,0]
34   30    52    888    991    90     [3] 	[] 	[0,0,0,0,1]
35   28    52    776    919    90     [1] 	[] 	[0,0,0,0,1]
36   28    55    709    800    90     [2] 	[2,3] 	[0,0,0,0,1]
37   25    50    25     184    90     [3] 	[1,2] 	[0,0,0,0,0]
38   25    52    142    251    90     [2] 	[2] 	[0,0,0,0,1]
39   25    55    582    741    90     [3] 	[] 	[0,0,0,1,1]
40   23    52    234    343    90     [3] 	[] 	[0,0,0,0,0]
41   23    55    523    616    90     [1] 	[] 	[0,0,0,0,1]
42   20    50    335    428    90     [0] 	[0,4] 	[0,0,0,0,0]
43   20    55    422    531    90     [3] 	[] 	[0,0,0,1,0]
44   10    35    181    256    90     [4] 	[2,3] 	[0,0,0,0,1]
45   10    40    31     170    90     [1] 	[2] 	[0,0,0,0,0]
46   8     40    52     193    90     [0] 	[4] 	[0,0,0,0,0]
47   8     45    719    848    90     [3] 	[2] 	[0,0,0,1,1]
48   5     35    252    375    90     [3] 	[1,2] 	[0,0,0,0,0]
49   5     45    639    742    90     [0] 	[] 	[0,0,0,0,0]
50   2     40    357    460    90     [1] 	[] 	[1,0,0,0,0]
51   0     40    457    544    90     [3] 	[2,3] 	[0,0,0,0,0]
52   0     45    538    653    90     [2] 	[2,3] 	[0,0,0,0,0]
53   35    30    236    349    90     [0] 	[4] 	[0,0,0,1,0]
54   35    32    132    269    90     [2] 	[2] 	[0,0,0,0,1]
55   33    32    27     190    90     [0] 	[4] 	[0,0,0,1,0]
56   33    35    16     144    90     [2] 	[2,3] 	[0,0,0,0,0]
57   32    30    332    439    90     [0] 	[0,4] 	[0,0,0,1,0]
58   30    30    512    629    90     [3] 	[] 	[0,0,0,0,0]
59   30    32    417    540    90     [2] 	[] 	[0,0,0,0,1]
60   30    35    982    1127   90     [4] 	[2,3] 	[0,0,0,0,0]
61   28    30    601    724    90     [0] 	[] 	[0,0,0,1,0]
62   28    35    969    1098   90     [3] 	[] 	[0,0,0,1,0]
63   26    32    783    912    90     [2] 	[3] 	[0,0,0,0,1]
64   25    30    695    816    90     [2] 	[2] 	[0,0,0,0,1]
65   25    35    883    998    90     [1] 	[] 	[1,0,0,0,0]
66   44    5     255    378    90     [3] 	[3] 	[0,0,0,1,0]
67   42    10    150    293    90     [4] 	[] 	[0,0,0,0,0]
68   42    15    63     190    90     [2] 	[2,3] 	[0,0,0,0,1]
69   40    5     359    462    90     [0] 	[0,4] 	[0,0,0,0,0]
70   40    15    35     140    90     [1] 	[] 	[0,0,0,0,0]
71   38    5     439    566    90     [1] 	[4] 	[0,0,0,0,0]
72   38    15    607    784    90     [1] 	[] 	[0,0,0,0,1]
73   35    5     529    662    90     [1] 	[2,4] 	[1,0,0,0,0]
74   50    30    491    650    90     [2] 	[3] 	[0,0,0,0,1]
75   50    35    235    344    90     [4] 	[4] 	[0,1,0,0,0]
76   50    40    147    242    90     [0] 	[4] 	[0,0,0,0,0]
77   48    30    601    724    90     [2] 	[3] 	[0,0,0,0,1]
78   48    40    50     155    90     [0] 	[4] 	[0,0,0,1,0]
79   47    35    802    899    90     [3] 	[1,3] 	[0,0,0,1,1]
80   47    40    12     143    90     [3] 	[] 	[0,0,0,1,1]
81   45    30    712    799    90     [4] 	[] 	[0,1,0,0,0]
82   45    35    889    996    90     [2] 	[2,3] 	[0,0,0,0,0]
83   95    30    353    490    90     [1] 	[] 	[0,0,0,0,0]
84   95    35    260    393    90     [3] 	[1] 	[0,0,0,0,0]
85   53    30    422    533    90     [3] 	[2] 	[0,0,0,0,1]
86   92    30    442    587    90     [2] 	[3] 	[0,0,0,0,1]
87   53    35    323    442    90     [0] 	[0,4] 	[0,0,0,1,0]
88   45    65    962    1103   90     [0] 	[] 	[0,0,0,1,0]
89   90    35    175    288    90     [1] 	[] 	[1,0,0,0,1]
90   88    30    539    678    90     [2] 	[3] 	[0,0,0,0,1]
91   88    35    78     201    90     [2] 	[2,3] 	[0,0,0,0,1]
92   87    30    636    763    90     [0] 	[] 	[0,0,0,1,0]
93   85    25    744    845    90     [3] 	[] 	[0,0,0,1,1]
94   85    35    47     201    90     [0] 	[0] 	[0,0,0,1,0]
95   75    55    344    445    90     [0] 	[0,4] 	[0,0,0,0,0]
96   72    55    228    375    90     [3] 	[2,3] 	[0,0,0,0,0]
97   70    58    425    556    90     [4] 	[3] 	[0,1,0,0,0]
98   68    60    527    640    90     [1] 	[2] 	[1,0,0,0,0]
99   66    55    141    270    90     [0] 	[] 	[0,0,0,1,0]
100  65    55    56     173    90     [4] 	[4] 	[0,0,0,0,0]
101  65    60    614    739    90     [0] 	[] 	[0,0,0,0,0]
102  63    58    705    834    90     [4] 	[3,4] 	[0,0,0,0,0]
103  60    55    20     148    90     [3] 	[2,3] 	[0,0,0,0,0]
104  60    60    809    916    90     [2] 	[2,3] 	[0,0,0,0,1]
105  67    85    331    478    90     [2] 	[3] 	[0,0,0,0,1]
106  65    85    453    540    90     [0] 	[0,4] 	[0,0,0,1,0]
107  65    82    260    361    90     [0] 	[] 	[0,0,0,0,0]
108  62    80    174    261    90     [2] 	[2,3] 	[0,0,0,0,1]
109  60    80    64     187    90     [1] 	[] 	[1,0,0,0,1]
110  60    85    531    652    90     [2] 	[3] 	[0,0,0,0,1]
111  58    75    30     139    90     [4] 	[] 	[0,1,0,0,1]
112  55    80    705    858    90     [3] 	[] 	[0,0,0,0,0]
113  55    85    608    765    90     [2] 	[] 	[0,0,0,0,1]
