C208.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    36    91    0      3390   0      [0,2,3,4] 	[1] 	[0,0,3,5,3]
2    50    80    0      3390   0      [3,4] 	[] 	[0,0,0,5,0]
3    31    11    0      3390   0      [1,2,3,4] 	[2] 	[0,0,0,5,2]
4    55    9     0      3390   0      [0,3] 	[3] 	[0,0,5,3,0]
5    63    100   0      3390   0      [1,4] 	[1,4] 	[0,0,0,3,5]
6    84    49    0      3390   0      [0,2,3] 	[0,1,2,3,4] 	[0,0,3,3,3]
7    52    74    0      3390   0      [1,2,4] 	[1,2,3,4] 	[0,0,0,3,2]
8    52    89    0      3390   0      [1,2,4] 	[0,2,3] 	[0,0,0,5,2]
9    27    96    0      3390   0      [1,2] 	[] 	[0,0,0,0,5]
10   93    1     0      3390   0      [0,4] 	[1,2,3,4] 	[0,0,2,2,0]
11   6     70    0      3390   0      [2,4] 	[1,4] 	[0,0,0,5,4]
12   72    58    0      3390   0      [0,3,4] 	[0,1,2,3,4] 	[0,0,3,4,0]
13   23    25    0      3390   0      [0,1,2,4] 	[] 	[0,0,5,2,5]
14   52    75    71     711    90     [0] 	[] 	[0,0,0,0,0]
15   45    70    20     660    90     [3] 	[2] 	[0,0,0,0,0]
16   62    69    927    1567   90     [3] 	[3] 	[0,0,0,1,0]
17   60    66    1021   1661   90     [2] 	[] 	[0,0,0,0,0]
18   42    65    15     655    90     [1] 	[] 	[0,0,0,0,1]
19   16    42    257    897    90     [0] 	[] 	[0,0,1,0,0]
20   58    70    833    1473   90     [0] 	[0] 	[0,0,0,1,0]
21   34    60    2647   3287   90     [1] 	[3] 	[0,0,0,0,1]
22   28    70    2361   3001   90     [1] 	[2] 	[0,0,0,0,1]
23   35    66    2551   3191   90     [4] 	[4] 	[0,0,0,1,0]
24   35    69    2458   3098   90     [0] 	[2] 	[0,0,0,0,0]
25   25    85    1879   2519   90     [1] 	[3] 	[0,0,0,0,0]
26   22    75    2165   2805   90     [3] 	[1,3] 	[0,0,0,0,0]
27   22    85    1786   2426   90     [2] 	[1] 	[0,0,0,0,0]
28   20    80    1976   2616   90     [0] 	[1,2] 	[0,0,1,1,0]
29   20    85    1694   2334   90     [0] 	[1,2] 	[0,0,0,0,0]
30   18    75    2071   2711   90     [2] 	[1] 	[0,0,0,0,1]
31   15    75    1502   2142   90     [0] 	[0,1] 	[0,0,0,0,0]
32   15    80    1597   2237   90     [0] 	[2] 	[0,0,0,1,0]
33   30    50    10     650    90     [3] 	[3] 	[0,0,0,0,0]
34   30    56    2648   3288   90     [4] 	[] 	[0,0,0,1,0]
35   28    52    12     652    90     [1] 	[0,3] 	[0,0,0,0,0]
36   14    66    1403   2043   90     [1] 	[2] 	[0,0,0,0,1]
37   25    50    15     655    90     [2] 	[1,4] 	[0,0,0,0,1]
38   22    66    2264   2904   90     [4] 	[1,4] 	[0,0,0,1,0]
39   8     62    1305   1945   90     [2] 	[1] 	[0,0,0,0,0]
40   23    52    17     657    90     [4] 	[3] 	[0,0,0,1,0]
41   4     55    1207   1847   90     [2] 	[1,4] 	[0,0,0,0,0]
42   20    50    158    798    90     [4] 	[] 	[0,0,0,1,0]
43   20    55    63     703    90     [0] 	[2] 	[0,0,0,0,0]
44   10    35    541    1181   90     [1] 	[2] 	[0,0,0,0,1]
45   10    40    353    993    90     [1] 	[2] 	[0,0,0,0,0]
46   8     40    445    1085   90     [3] 	[3] 	[0,0,0,1,0]
47   8     45    1106   1746   90     [2] 	[4] 	[0,0,0,0,0]
48   5     35    636    1276   90     [3] 	[] 	[0,0,0,1,0]
