C101.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    64    61    0      1236   0      [0,2,4] 	[0,1,2,3,4] 	[5,0,2,4,0]
2    100   32    0      1236   0      [0,2,3] 	[] 	[4,0,5,3,0]
3    30    13    0      1236   0      [1,2] 	[0,1] 	[4,4,5,0,0]
4    43    78    0      1236   0      [0,1,4] 	[0,2,3,4] 	[5,4,3,3,0]
5    81    64    0      1236   0      [0,1,2] 	[0,1,2,3,4] 	[5,4,3,0,0]
6    38    49    0      1236   0      [0,1,2,3] 	[0,1,2,3] 	[2,3,4,2,0]
7    43    15    0      1236   0      [0,1,2,3] 	[0,1,3,4] 	[3,5,4,2,0]
8    25    5     0      1236   0      [0,1] 	[2,3,4] 	[4,3,0,0,0]
9    26    1     0      1236   0      [0,1,3,4] 	[0,2,3,4] 	[2,5,2,2,0]
10   63    47    0      1236   0      [0,1,2,4] 	[2] 	[2,2,2,2,0]
11   62    69    0      1236   0      [2,3] 	[0,1,3,4] 	[5,0,3,2,0]
12   96    11    0      1236   0      [1,2,3,4] 	[1] 	[4,5,4,3,0]
13   44    99    0      1236   0      [0,1,2,4] 	[0,1,4] 	[0,5,4,0,0]
14   45    68    912    967    90     [1] 	[2,3] 	[1,1,0,0,0]
15   45    70    825    870    90     [4] 	[] 	[0,0,0,0,0]
16   42    66    65     146    90     [3] 	[3,4] 	[0,0,0,1,0]
17   42    68    727    782    90     [1] 	[3] 	[0,0,0,0,0]
18   42    65    15     67     90     [3] 	[3] 	[0,0,0,1,0]
19   40    69    621    702    90     [2] 	[0,1] 	[1,0,0,0,0]
20   40    66    170    225    90     [3] 	[3,4] 	[0,0,0,0,0]
21   38    68    255    324    90     [3] 	[3,4] 	[0,0,0,1,0]
22   38    70    534    605    90     [0] 	[] 	[0,0,0,0,0]
23   35    66    357    410    90     [1] 	[3] 	[1,1,0,0,0]
24   35    69    448    505    90     [2] 	[0] 	[1,0,1,0,0]
25   25    85    652    721    90     [4] 	[0,4] 	[0,0,0,1,0]
26   22    75    30     92     90     [2] 	[] 	[0,0,1,0,0]
27   22    85    567    620    90     [2] 	[] 	[1,0,1,0,0]
28   20    80    384    429    90     [3] 	[] 	[0,0,0,1,0]
29   20    85    475    528    90     [1] 	[2] 	[0,0,0,0,0]
30   18    75    99     148    90     [1] 	[2] 	[0,0,0,0,0]
31   15    75    179    254    90     [4] 	[0] 	[0,0,0,1,0]
32   15    80    278    345    90     [0] 	[2,4] 	[1,0,1,0,0]
33   30    50    10     73     90     [2] 	[0] 	[0,0,0,0,0]
34   30    52    914    965    90     [2] 	[] 	[0,0,1,0,0]
35   28    52    812    883    90     [2] 	[0,1] 	[0,0,0,0,0]
36   28    55    732    777    90     [1] 	[] 	[1,1,0,0,0]
37   25    50    65     144    90     [0] 	[3,4] 	[1,0,0,0,0]
38   25    52    169    224    90     [3] 	[4] 	[0,0,0,0,0]
39   25    55    622    701    90     [0] 	[2] 	[0,0,0,0,0]
40   23    52    261    316    90     [2] 	[0,1] 	[0,0,1,0,0]
41   23    55    546    593    90     [4] 	[] 	[0,0,0,0,0]
42   20    50    358    405    90     [4] 	[4] 	[0,0,0,0,0]
43   20    55    449    504    90     [2] 	[0] 	[0,0,1,0,0]
44   10    35    200    237    90     [0] 	[2,3] 	[1,0,1,0,0]
45   10    40    31     100    90     [2] 	[0] 	[1,0,1,0,0]
46   8     40    87     158    90     [1] 	[] 	[0,0,0,0,0]
47   8     45    751    816    90     [0] 	[3] 	[0,0,0,0,0]
48   5     35    283    344    90     [1] 	[] 	[1,1,0,0,0]
49   5     45    665    716    90     [3] 	[3,4] 	[0,0,0,1,0]
50   2     40    383    434    90     [3] 	[] 	[0,0,0,1,0]
51   0     40    479    522    90     [1] 	[] 	[0,1,0,0,0]
52   0     45    567    624    90     [1] 	[2] 	[1,0,0,0,0]
53   35    30    264    321    90     [0] 	[] 	[1,0,1,0,0]
54   35    32    166    235    90     [3] 	[3] 	[0,0,0,0,0]
55   33    32    68     149    90     [1] 	[2,3] 	[0,0,0,0,0]
56   33    35    16     80     90     [0] 	[4] 	[1,0,0,0,0]
57   32    30    359    412    90     [0] 	[] 	[0,0,1,0,0]
58   30    30    541    600    90     [3] 	[] 	[0,0,0,1,0]
59   30    32    448    509    90     [2] 	[1] 	[1,0,1,0,0]
60   30    35    1054   1127   90     [2] 	[0,1] 	[0,0,0,0,0]
61   28    30    632    693    90     [0] 	[] 	[1,0,0,0,0]
62   28    35    1001   1066   90     [3] 	[] 	[0,0,0,1,0]
63   26    32    815    880    90     [3] 	[3,4] 	[0,0,0,1,0]
64   25    30    725    786    90     [0] 	[] 	[1,0,1,0,0]
65   25    35    912    969    90     [2] 	[0] 	[0,0,0,0,0]
66   44    5     286    347    90     [2] 	[0,1] 	[0,0,0,0,0]
67   42    10    186    257    90     [3] 	[] 	[0,0,0,1,0]
68   42    15    95     158    90     [4] 	[0] 	[0,0,0,0,0]
69   40    5     385    436    90     [0] 	[2,4] 	[1,0,0,0,0]
70   40    15    35     87     90     [0] 	[3,4] 	[1,0,1,0,0]
71   38    5     471    534    90     [2] 	[0] 	[0,0,0,0,0]
72   38    15    651    740    90     [0] 	[] 	[0,0,0,0,0]
73   35    5     562    629    90     [2] 	[1] 	[0,0,0,0,0]
74   50    30    531    610    90     [1] 	[2,3] 	[1,1,0,0,0]
75   50    35    262    317    90     [3] 	[] 	[0,0,0,1,0]
76   50    40    171    218    90     [1] 	[2] 	[1,1,0,0,0]
77   48    30    632    693    90     [4] 	[0,4] 	[0,0,0,1,0]
78   48    40    76     129    90     [3] 	[3,4] 	[0,0,0,1,0]
79   47    35    826    875    90     [1] 	[2] 	[0,0,0,0,0]
80   47    40    12     77     90     [1] 	[] 	[0,1,0,0,0]
81   45    30    734    777    90     [1] 	[2,3] 	[1,0,0,0,0]
82   45    35    916    969    90     [0] 	[3,4] 	[1,0,1,0,0]
83   95    30    387    456    90     [4] 	[0,4] 	[0,0,0,1,0]
84   95    35    293    360    90     [1] 	[] 	[1,1,0,0,0]
85   53    30    450    505    90     [3] 	[3,4] 	[0,0,0,1,0]
86   92    30    478    551    90     [3] 	[4] 	[0,0,0,0,0]
87   53    35    353    412    90     [4] 	[0,4] 	[0,0,0,1,0]
88   45    65    997    1068   90     [2] 	[0,1] 	[0,0,0,0,0]
89   90    35    203    260    90     [1] 	[] 	[1,1,0,0,0]
90   88    30    574    643    90     [0] 	[3] 	[0,0,1,0,0]
91   88    35    109    170    90     [1] 	[] 	[0,0,0,0,0]
92   87    30    668    731    90     [2] 	[0,1] 	[0,0,1,0,0]
93   85    25    769    820    90     [1] 	[] 	[1,1,0,0,0]
94   85    35    47     124    90     [2] 	[] 	[0,0,0,0,0]
95   75    55    369    420    90     [3] 	[3,4] 	[0,0,0,1,0]
96   72    55    265    338    90     [4] 	[0] 	[0,0,0,0,0]
97   70    58    458    523    90     [0] 	[4] 	[0,0,0,0,0]
98   68    60    555    612    90     [2] 	[] 	[1,0,1,0,0]
99   66    55    173    238    90     [2] 	[0,1] 	[1,0,1,0,0]
100  65    55    85     144    90     [3] 	[3,4] 	[0,0,0,0,0]
101  65    60    645    708    90     [4] 	[0,4] 	[0,0,0,1,0]
102  63    58    737    802    90     [3] 	[3,4] 	[0,0,0,0,0]
103  60    55    20     84     90     [3] 	[3,4] 	[0,0,0,0,0]
104  60    60    836    889    90     [0] 	[4] 	[0,0,1,0,0]
105  67    85    368    441    90     [2] 	[] 	[1,0,1,0,0]
106  65    85    475    518    90     [0] 	[2,3] 	[0,0,0,0,0]
107  65    82    285    336    90     [1] 	[2,3] 	[0,1,0,0,0]
108  62    80    196    239    90     [0] 	[] 	[1,0,1,0,0]
109  60    80    95     156    90     [4] 	[0,4] 	[0,0,0,1,0]
110  60    85    561    622    90     [4] 	[0,4] 	[0,0,0,0,0]
111  58    75    30     84     90     [0] 	[] 	[0,0,0,0,0]
112  55    80    743    820    90     [1] 	[3] 	[0,1,0,0,0]
113  55    85    647    726    90     [1] 	[2,3] 	[0,0,0,0,0]
