C207.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    88    27    0      3390   0      [0,1,2,4] 	[0,1,2,4] 	[5,0,2,0,2]
2    90    59    0      3390   0      [2,3,4] 	[1,3] 	[0,0,3,0,3]
3    76    32    0      3390   0      [2,4] 	[2,4] 	[0,0,2,0,2]
4    66    29    0      3390   0      [0,2,3,4] 	[0,2,3] 	[0,0,2,0,4]
5    88    22    0      3390   0      [0,1,3,4] 	[2] 	[5,0,4,0,2]
6    10    45    0      3390   0      [0,4] 	[0,2,4] 	[0,0,3,0,4]
7    81    15    0      3390   0      [0,1,2,4] 	[0,2] 	[2,0,3,0,5]
8    39    31    0      3390   0      [2,3] 	[0,1,3] 	[0,0,4,0,3]
9    56    52    0      3390   0      [1,3,4] 	[] 	[3,0,4,0,0]
10   59    48    0      3390   0      [0,1,2] 	[0,1,2,4] 	[2,0,0,0,3]
11   25    58    0      3390   0      [1,2] 	[0,1,2,4] 	[4,0,0,0,5]
12   69    61    0      3390   0      [0,2,3,4] 	[2] 	[0,0,3,0,4]
13   74    2     0      3390   0      [0,2,3] 	[0,1,4] 	[0,0,5,0,2]
14   52    75    302    479    90     [3] 	[] 	[0,0,1,0,0]
15   45    70    157    428    90     [3] 	[0,1] 	[0,0,0,0,0]
16   62    69    1138   1355   90     [4] 	[2,4] 	[0,0,0,0,0]
17   60    66    1247   1434   90     [2] 	[0,1] 	[0,0,0,0,1]
18   42    65    15     208    90     [1] 	[2,4] 	[1,0,0,0,0]
19   16    42    209    944    90     [4] 	[] 	[0,0,0,0,0]
20   58    70    1059   1246   90     [3] 	[0] 	[0,0,1,0,0]
21   34    60    2035   3288   90     [2] 	[0] 	[0,0,0,0,0]
22   28    70    2090   3271   90     [0] 	[4] 	[0,0,0,0,0]
23   35    66    2311   3283   90     [3] 	[] 	[0,0,0,0,0]
24   35    69    2428   3127   90     [2] 	[0,1] 	[0,0,0,0,1]
25   25    85    1772   2625   90     [1] 	[2,4] 	[1,0,0,0,0]
26   22    75    2135   2834   90     [4] 	[] 	[0,0,0,0,0]
27   22    85    1586   2625   90     [0] 	[0,4] 	[0,0,1,0,1]
28   20    80    1858   2733   90     [2] 	[] 	[0,0,0,0,1]
29   20    85    1512   2515   90     [3] 	[0] 	[0,0,0,0,0]
30   18    75    1895   2886   90     [1] 	[] 	[1,0,0,0,0]
31   15    75    1299   2344   90     [0] 	[0,4] 	[0,0,0,0,0]
32   15    80    1461   2372   90     [4] 	[2,4] 	[0,0,1,0,0]
33   30    50    10     963    90     [3] 	[0,1] 	[0,0,1,0,0]
34   30    56    2062   3288   90     [3] 	[0,3] 	[0,0,1,0,0]
35   28    52    12     752    90     [0] 	[0] 	[0,0,0,0,1]
36   14    66    1316   2129   90     [1] 	[] 	[0,0,0,0,0]
37   25    50    15     532    90     [0] 	[0,4] 	[0,0,0,0,0]
38   22    66    2177   2990   90     [2] 	[] 	[0,0,0,0,0]
39   8     62    1036   2213   90     [2] 	[0,1] 	[0,0,0,0,1]
40   23    52    17     602    90     [1] 	[] 	[1,0,0,0,0]
41   4     55    1010   2043   90     [3] 	[] 	[0,0,1,0,0]
42   20    50    20     948    90     [0] 	[] 	[0,0,1,0,0]
43   20    55    63     702    90     [2] 	[] 	[0,0,0,0,0]
44   10    35    309    1412   90     [2] 	[] 	[0,0,0,0,1]
45   10    40    336    1009   90     [4] 	[2,4] 	[0,0,1,0,0]
46   8     40    234    1295   90     [4] 	[2,4] 	[0,0,1,0,0]
47   8     45    954    1897   90     [3] 	[] 	[0,0,1,0,0]
48   5     35    377    1534   90     [2] 	[0] 	[0,0,0,0,1]
49   5     45    819    1846   90     [4] 	[] 	[0,0,0,0,0]
50   2     40    494    1607   90     [1] 	[2,4] 	[0,0,0,0,0]
51   0     40    637    1648   90     [3] 	[1] 	[0,0,1,0,0]
52   0     45    834    1641   90     [3] 	[0,1] 	[0,0,0,0,0]
