R106.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    58    3     0      230    0      [1,2,3,4] 	[4] 	[0,2,2,4,3]
2    98    9     0      230    0      [0,1,2,4] 	[0,1,2,3] 	[0,2,5,5,0]
3    41    58    0      230    0      [2,4] 	[] 	[0,3,0,0,0]
4    70    44    0      230    0      [0,2,3] 	[1,3] 	[0,3,0,3,2]
5    32    89    0      230    0      [0,1,2] 	[0,1,2,3,4] 	[0,3,3,2,0]
6    67    87    0      230    0      [1,2,3,4] 	[0,1,2,3] 	[0,0,0,2,5]
7    85    78    0      230    0      [1,2,3,4] 	[0,1,2,3,4] 	[0,2,2,0,0]
8    97    46    0      230    0      [0,1,2,4] 	[0,1,2,3,4] 	[0,0,3,2,0]
9    94    50    0      230    0      [2,3,4] 	[0,1,2,3,4] 	[0,0,0,5,4]
10   72    73    0      230    0      [0,1,2] 	[0,1,2,3] 	[0,5,4,2,0]
11   67    4     0      230    0      [1,2,3,4] 	[0,1,3,4] 	[0,2,5,2,4]
12   15    80    0      230    0      [1,3,4] 	[0,2] 	[0,4,0,0,5]
13   60    51    0      230    0      [0,3,4] 	[0,1,2,3,4] 	[0,4,0,3,5]
14   41    49    0      204    10     [0] 	[3] 	[0,1,0,0,0]
15   35    17    0      202    10     [0] 	[3] 	[0,1,0,0,0]
16   55    45    0      197    10     [4] 	[] 	[0,1,0,0,0]
17   55    20    139    169    10     [2] 	[0] 	[0,1,0,0,0]
18   15    30    0      199    10     [3] 	[] 	[0,0,0,1,0]
19   25    30    89     119    10     [3] 	[] 	[0,0,0,1,0]
20   20    50    0      198    10     [4] 	[] 	[0,1,0,0,0]
21   10    43    85     115    10     [0] 	[2,3] 	[0,1,0,0,0]
22   55    60    87     117    10     [0] 	[] 	[0,1,0,0,0]
23   30    60    114    144    10     [3] 	[0] 	[0,0,0,0,0]
24   20    65    57     87     10     [1] 	[2] 	[0,0,0,0,0]
25   50    35    0      205    10     [1] 	[] 	[0,0,1,1,0]
26   30    25    149    179    10     [2] 	[0] 	[0,1,0,0,0]
27   15    10    32     62     10     [4] 	[1,4] 	[0,0,0,0,0]
28   30    5     51     81     10     [1] 	[2,3] 	[0,0,1,1,0]
29   10    20    65     95     10     [3] 	[] 	[0,0,0,0,0]
30   5     30    147    177    10     [0] 	[2] 	[0,0,0,0,0]
31   20    40    77     107    10     [3] 	[0,3] 	[0,0,0,0,0]
32   15    60    66     96     10     [4] 	[1,4] 	[0,0,0,0,0]
33   45    65    116    146    10     [4] 	[1,4] 	[0,1,0,0,0]
34   45    20    0      201    10     [4] 	[4] 	[0,0,0,0,0]
35   45    10    87     117    10     [0] 	[] 	[0,1,0,0,0]
36   55    5     58     88     10     [0] 	[] 	[0,1,0,0,0]
37   65    35    143    173    10     [1] 	[] 	[0,0,1,0,0]
38   65    20    156    186    10     [0] 	[2,3] 	[0,1,0,0,0]
39   45    30    0      208    10     [0] 	[] 	[0,1,0,0,0]
40   35    40    27     57     10     [2] 	[1,2] 	[0,1,0,0,0]
41   41    37    29     59     10     [3] 	[] 	[0,0,0,1,1]
42   64    42    53     83     10     [3] 	[] 	[0,0,0,0,0]
43   40    60    61     91     10     [2] 	[] 	[0,1,0,0,0]
44   31    52    0      202    10     [4] 	[] 	[0,0,0,0,0]
45   35    69    131    161    10     [1] 	[] 	[0,0,0,0,0]
46   53    52    27     57     10     [4] 	[1,4] 	[0,1,0,0,0]
47   65    55    0      183    10     [2] 	[] 	[0,0,0,0,0]
48   63    65    133    163    10     [4] 	[4] 	[0,1,0,0,0]
49   2     60    41     71     10     [1] 	[2,3] 	[0,0,1,0,0]
50   20    20    0      198    10     [1] 	[2,4] 	[0,0,0,0,0]
51   5     5     73     103    10     [2] 	[2] 	[0,1,0,0,0]
52   60    12    34     64     10     [0] 	[2] 	[0,0,0,0,0]
53   40    25    75     105    10     [3] 	[0,3] 	[0,0,0,1,1]
54   42    7     87     117    10     [3] 	[0] 	[0,0,0,0,0]
55   24    12    25     55     10     [4] 	[1] 	[0,1,0,0,0]
56   23    3     122    152    10     [2] 	[] 	[0,1,0,0,0]
57   11    14    59     89     10     [0] 	[] 	[0,0,0,0,0]
58   6     38    29     59     10     [4] 	[] 	[0,1,0,0,0]
59   2     48    107    137    10     [4] 	[1] 	[0,0,0,0,0]
60   8     56    41     71     10     [1] 	[3] 	[0,0,0,0,0]
61   13    52    0      192    10     [2] 	[0,1] 	[0,0,0,0,0]
62   6     68    98     128    10     [4] 	[1,4] 	[0,1,0,0,0]
63   47    47    0      203    10     [3] 	[0,3] 	[0,0,0,0,0]
64   49    58    78     108    10     [3] 	[3] 	[0,0,0,0,1]
