RC201.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    39    36    0      960    0      [0,1,2,4] 	[] 	[0,2,5,5,0]
2    77    70    0      960    0      [0,1,2] 	[] 	[0,0,3,3,0]
3    86    10    0      960    0      [0,2,4] 	[0,1,2,3,4] 	[0,2,4,3,0]
4    11    25    0      960    0      [0,1,3] 	[0,1,2,4] 	[0,0,2,3,2]
5    69    23    0      960    0      [1,2,3,4] 	[0,1,2,3,4] 	[0,4,3,0,2]
6    39    100   0      960    0      [3,4] 	[0,2,3,4] 	[0,4,3,0,4]
7    47    92    0      960    0      [0,1,2,4] 	[0,2,4] 	[0,4,5,5,0]
8    81    44    0      960    0      [0,3,4] 	[0,1] 	[0,4,5,5,2]
9    76    65    0      960    0      [0,2] 	[0] 	[0,0,3,4,0]
10   19    81    0      960    0      [0,1,3,4] 	[2] 	[0,4,3,3,5]
11   51    24    0      960    0      [0,2,4] 	[2,3,4] 	[0,3,2,2,0]
12   29    39    0      960    0      [1,4] 	[3,4] 	[0,4,2,2,0]
13   24    70    0      960    0      [0,3,4] 	[1,2] 	[0,4,0,0,5]
14   25    85    673    793    10     [3] 	[0] 	[0,0,1,0,0]
15   22    75    152    272    10     [2] 	[1,2] 	[0,0,0,1,0]
16   22    85    471    591    10     [2] 	[2] 	[0,0,0,1,0]
17   20    80    644    764    10     [3] 	[] 	[0,0,1,0,1]
18   20    85    73     193    10     [4] 	[3,4] 	[0,0,0,0,0]
19   18    75    388    508    10     [3] 	[] 	[0,0,0,0,1]
20   15    75    300    420    10     [2] 	[] 	[0,0,0,1,0]
21   15    80    367    487    10     [1] 	[] 	[0,0,0,1,0]
22   10    35    371    491    10     [1] 	[3,4] 	[0,0,0,0,0]
23   10    40    519    639    10     [1] 	[] 	[0,0,0,0,0]
24   8     40    195    315    10     [3] 	[2,3] 	[0,0,1,0,0]
25   8     45    223    343    10     [0] 	[] 	[0,0,0,1,0]
26   5     35    653    773    10     [4] 	[3] 	[0,0,1,0,0]
27   5     45    35     155    10     [1] 	[] 	[0,0,0,1,0]
28   2     40    174    294    10     [1] 	[3,4] 	[0,0,0,0,0]
29   0     40    255    375    10     [3] 	[0,3] 	[0,0,1,0,0]
30   0     45    703    823    10     [4] 	[4] 	[0,1,0,0,0]
31   44    5     335    455    10     [4] 	[3,4] 	[0,1,0,0,0]
32   42    10    254    374    10     [0] 	[] 	[0,0,1,0,0]
33   42    15    537    657    10     [0] 	[0,1] 	[0,0,1,0,0]
34   40    5     215    335    10     [1] 	[3] 	[0,0,0,1,0]
35   40    15    375    495    10     [2] 	[] 	[0,0,0,1,0]
36   38    5     201    321    10     [2] 	[1,2] 	[0,0,0,1,0]
37   38    15    681    801    10     [1] 	[] 	[0,0,0,1,0]
38   35    5     784    904    10     [1] 	[4] 	[0,0,0,1,0]
39   95    30    529    649    10     [0] 	[0,1] 	[0,0,0,0,0]
40   95    35    146    266    10     [2] 	[] 	[0,0,0,1,0]
41   92    30    149    269    10     [2] 	[1,2] 	[0,0,0,1,0]
42   90    35    194    314    10     [4] 	[4] 	[0,0,0,0,0]
43   88    30    246    366    10     [3] 	[0,2] 	[0,0,0,0,0]
44   88    35    165    285    10     [1] 	[] 	[0,0,0,0,0]
45   87    30    621    741    10     [1] 	[4] 	[0,0,0,1,0]
46   85    25    80     200    10     [0] 	[0,1] 	[0,0,1,1,0]
47   85    35    487    607    10     [2] 	[3] 	[0,0,0,1,0]
48   67    85    657    777    10     [0] 	[0,2] 	[0,0,0,0,0]
49   65    85    43     163    10     [3] 	[] 	[0,0,0,0,0]
50   65    82    557    677    10     [1] 	[3,4] 	[0,0,0,1,0]
51   62    80    278    398    10     [3] 	[0,3] 	[0,0,0,0,0]
52   60    80    64     184    10     [1] 	[] 	[0,0,0,1,0]
53   60    85    329    449    10     [2] 	[1,2] 	[0,0,0,0,0]
54   58    75    376    496    10     [2] 	[2,3] 	[0,0,0,1,0]
55   55    80    33     153    10     [0] 	[0] 	[0,0,1,1,0]
56   55    85    574    694    10     [4] 	[3,4] 	[0,0,1,0,0]
57   55    82    217    337    10     [2] 	[2] 	[0,0,0,1,0]
58   20    82    37     157    10     [3] 	[0,2] 	[0,0,1,0,0]
59   18    80    489    609    10     [0] 	[0,2] 	[0,0,1,1,0]
60   2     45    105    225    10     [0] 	[] 	[0,0,0,0,0]
61   42    5     732    852    10     [0] 	[] 	[0,0,1,1,0]
62   42    12    440    560    10     [3] 	[2] 	[0,0,0,0,0]
63   72    35    507    627    10     [3] 	[2,3] 	[0,0,1,0,0]
64   55    20    326    446    10     [2] 	[2] 	[0,0,0,1,0]
65   25    30    175    295    10     [3] 	[0] 	[0,0,1,0,1]
66   20    50    375    495    10     [1] 	[3] 	[0,0,0,1,0]
67   55    60    601    721    10     [0] 	[1,2] 	[0,0,1,1,0]
68   30    60    599    719    10     [4] 	[] 	[0,0,1,0,0]
69   50    35    557    677    10     [2] 	[2] 	[0,0,0,1,0]
70   30    25    397    517    10     [4] 	[3,4] 	[0,1,0,0,0]
71   15    10    782    902    10     [4] 	[4] 	[0,0,1,0,0]
72   10    20    42     162    10     [4] 	[3] 	[0,1,1,0,0]
73   15    60    694    814    10     [1] 	[] 	[0,0,0,1,0]
74   45    65    258    378    10     [0] 	[] 	[0,0,0,0,0]
75   65    35    167    287    10     [1] 	[] 	[0,0,0,1,0]
76   65    20    39     159    10     [4] 	[] 	[0,1,1,0,0]
77   45    30    191    311    10     [0] 	[0] 	[0,0,1,1,0]
78   35    40    11     131    10     [0] 	[] 	[0,0,0,0,0]
79   41    37    566    686    10     [3] 	[] 	[0,0,0,0,0]
80   64    42    268    388    10     [0] 	[] 	[0,0,1,1,0]
81   40    60    612    732    10     [1] 	[4] 	[0,0,0,0,0]
82   31    52    157    277    10     [4] 	[3,4] 	[0,1,0,0,0]
83   35    69    810    930    10     [3] 	[0,3] 	[0,0,1,0,1]
84   65    55    241    361    10     [4] 	[3,4] 	[0,0,1,0,0]
85   63    65    60     180    10     [1] 	[4] 	[0,0,0,1,0]
86   2     60    286    406    10     [3] 	[0,2] 	[0,0,1,0,1]
87   20    20    645    765    10     [2] 	[3] 	[0,0,0,1,0]
88   5     5     232    352    10     [4] 	[3,4] 	[0,0,0,0,0]
89   60    12    268    388    10     [4] 	[4] 	[0,1,0,0,0]
90   23    3     764    884    10     [4] 	[3,4] 	[0,1,0,0,0]
91   8     56    365    485    10     [2] 	[1,3] 	[0,0,0,1,0]
92   6     68    352    472    10     [0] 	[] 	[0,0,0,0,0]
93   47    47    822    942    10     [0] 	[2] 	[0,0,1,1,0]
94   49    58    355    475    10     [2] 	[3] 	[0,0,0,1,0]
95   27    43    152    272    10     [4] 	[3] 	[0,1,1,0,0]
96   37    31    105    225    10     [0] 	[1,2] 	[0,0,0,1,0]
97   57    29    395    515    10     [1] 	[4] 	[0,0,0,1,0]
