R203.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    26    99    0      1000   0      [0,3] 	[0,1,2,3,4] 	[0,3,0,0,4]
2    49    9     0      1000   0      [1,3,4] 	[1] 	[5,0,0,0,3]
3    26    67    0      1000   0      [1,2,3,4] 	[] 	[3,0,2,0,5]
4    96    89    0      1000   0      [1,3,4] 	[0,1,2] 	[4,0,5,0,5]
5    88    58    0      1000   0      [0,2] 	[0,1,3,4] 	[2,2,0,0,0]
6    71    87    0      1000   0      [0,1,3] 	[] 	[4,0,3,0,4]
7    24    64    0      1000   0      [0,3] 	[0,3,4] 	[0,2,2,0,2]
8    41    35    0      1000   0      [3,4] 	[0] 	[0,0,3,0,3]
9    33    68    0      1000   0      [0,2] 	[0,4] 	[5,4,0,0,0]
10   77    95    0      1000   0      [0,2,3,4] 	[0,1] 	[0,3,5,0,0]
11   52    37    0      1000   0      [0,2] 	[0,1,3,4] 	[3,3,0,0,0]
12   4     5     0      1000   0      [0,1,2] 	[0,1,4] 	[2,2,0,0,3]
13   54    63    0      1000   0      [0,3] 	[] 	[0,0,5,0,3]
14   41    49    0      974    10     [3] 	[2,3] 	[0,0,1,0,1]
15   35    17    0      972    10     [4] 	[1] 	[0,0,0,0,0]
16   55    45    0      967    10     [3] 	[3] 	[0,0,1,0,1]
17   55    20    678    801    10     [1] 	[0,1] 	[1,0,0,0,1]
18   15    30    0      969    10     [0] 	[] 	[0,1,0,0,0]
19   25    30    415    514    10     [4] 	[0,1] 	[0,0,1,0,0]
20   20    50    0      968    10     [2] 	[] 	[1,0,0,0,0]
21   10    43    404    481    10     [2] 	[0] 	[1,0,0,0,0]
22   55    60    400    497    10     [0] 	[1] 	[0,0,0,0,0]
23   30    60    577    632    10     [1] 	[1,2] 	[0,0,0,0,0]
24   20    65    206    325    10     [2] 	[4] 	[1,0,0,0,0]
25   50    35    0      975    10     [2] 	[0] 	[1,0,0,0,0]
26   30    25    690    827    10     [4] 	[0] 	[0,0,1,0,0]
27   15    10    0      957    10     [4] 	[] 	[0,0,0,0,0]
28   30    5     175    300    10     [0] 	[] 	[0,1,0,0,0]
29   10    20    0      960    10     [2] 	[] 	[0,0,0,0,0]
30   5     30    733    870    10     [0] 	[0,4] 	[0,0,0,0,0]
31   20    40    0      974    10     [0] 	[1] 	[0,1,0,0,0]
32   15    60    0      957    10     [2] 	[3,4] 	[0,0,0,0,0]
33   45    65    0      958    10     [1] 	[1,2] 	[1,0,0,0,1]
34   45    20    0      971    10     [2] 	[4] 	[1,0,0,0,0]
35   45    10    409    494    10     [4] 	[1] 	[0,0,0,0,0]
36   55    5     206    325    10     [1] 	[0,2] 	[1,0,0,0,1]
37   65    35    0      960    10     [2] 	[0] 	[1,0,0,0,0]
38   65    20    817    956    10     [3] 	[0] 	[0,0,0,0,1]
39   45    30    0      978    10     [4] 	[] 	[0,0,0,0,0]
40   35    40    104    255    10     [3] 	[2,3] 	[0,0,0,0,1]
41   41    37    0      983    10     [0] 	[1,4] 	[0,1,0,0,0]
42   64    42    0      960    10     [3] 	[3] 	[0,0,1,0,1]
43   40    60    259    354    10     [0] 	[] 	[0,1,0,0,0]
44   31    52    0      972    10     [1] 	[1,2] 	[0,0,0,0,0]
45   35    69    0      956    10     [2] 	[4] 	[1,0,0,0,0]
46   53    52    45     200    10     [0] 	[0] 	[0,0,0,0,0]
47   65    55    0      953    10     [4] 	[0,1] 	[0,0,0,0,0]
48   63    65    686    813    10     [0] 	[0,1] 	[0,1,0,0,0]
49   2     60    41     208    10     [3] 	[3] 	[0,0,0,0,0]
50   20    20    0      968    10     [1] 	[1,2] 	[1,0,0,0,0]
51   5     5     302    405    10     [3] 	[] 	[0,0,0,0,0]
52   60    12    33     224    10     [4] 	[0,1] 	[0,0,1,0,0]
53   40    25    360    437    10     [1] 	[0] 	[1,0,0,0,1]
54   42    7     396    511    10     [1] 	[1,2] 	[1,0,0,0,1]
55   24    12    25     172    10     [2] 	[3] 	[1,0,0,0,0]
56   23    3     0      955    10     [3] 	[2] 	[0,0,0,0,1]
57   11    14    233    340    10     [3] 	[] 	[0,0,1,0,1]
58   6     38    29     189    10     [3] 	[2,3] 	[0,0,0,0,0]
59   2     48    0      954    10     [2] 	[0] 	[1,0,0,0,0]
60   8     56    0      955    10     [0] 	[] 	[0,1,0,0,0]
61   13    52    0      962    10     [4] 	[0,1] 	[0,0,1,0,0]
62   6     68    501    540    10     [0] 	[4] 	[0,0,0,0,0]
63   47    47    0      973    10     [1] 	[1] 	[0,0,0,0,1]
64   49    58    0      963    10     [2] 	[3] 	[1,0,0,0,0]
65   27    43    0      978    10     [3] 	[0,2] 	[0,0,0,0,1]
