C205.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    97    23    0      3390   0      [1,3,4] 	[] 	[5,0,3,0,0]
2    38    28    0      3390   0      [0,2,3,4] 	[0,1,4] 	[3,5,4,0,0]
3    28    37    0      3390   0      [0,2,3] 	[0,4] 	[5,5,0,0,0]
4    20    10    0      3390   0      [0,2,3,4] 	[3] 	[4,4,4,0,0]
5    68    38    0      3390   0      [0,2,4] 	[0,1,2,3,4] 	[0,3,4,0,0]
6    41    17    0      3390   0      [0,1,4] 	[0] 	[5,0,2,0,0]
7    58    94    0      3390   0      [0,1,2,3] 	[1,4] 	[4,3,2,0,0]
8    75    49    0      3390   0      [0,1,2,3] 	[0,1,2,3,4] 	[0,5,3,0,0]
9    12    34    0      3390   0      [0,4] 	[] 	[4,0,2,0,0]
10   75    24    0      3390   0      [0,2,3,4] 	[0,2,4] 	[5,2,5,0,0]
11   49    74    0      3390   0      [2,4] 	[0,1,2,4] 	[0,4,4,0,0]
12   57    67    0      3390   0      [0,1,2,4] 	[0,1,3] 	[3,3,4,0,0]
13   14    19    0      3390   0      [2,4] 	[0,1,2,4] 	[0,4,4,0,0]
14   52    75    231    551    90     [1] 	[1] 	[0,0,1,0,0]
15   45    70    133    453    90     [2] 	[0,2] 	[0,0,0,0,0]
16   62    69    1087   1407   90     [4] 	[4] 	[0,0,1,0,0]
17   60    66    1181   1501   90     [4] 	[] 	[0,0,0,0,0]
18   42    65    15     335    90     [0] 	[] 	[1,0,0,0,0]
19   16    42    417    737    90     [0] 	[2] 	[1,0,0,0,0]
20   58    70    993    1313   90     [1] 	[] 	[0,0,1,0,0]
21   34    60    2807   3127   90     [3] 	[] 	[1,0,0,0,0]
22   28    70    2521   2841   90     [0] 	[3] 	[1,0,0,0,0]
23   35    66    2711   3031   90     [3] 	[1] 	[0,0,0,0,0]
24   35    69    2618   2938   90     [3] 	[] 	[1,0,0,0,0]
25   25    85    2039   2359   90     [3] 	[] 	[0,0,0,0,0]
26   22    75    2325   2645   90     [3] 	[] 	[1,0,0,0,0]
27   22    85    1946   2266   90     [1] 	[2] 	[0,0,1,0,0]
28   20    80    2136   2456   90     [1] 	[] 	[0,0,1,0,0]
29   20    85    1854   2174   90     [3] 	[0,4] 	[0,0,0,0,0]
30   18    75    2231   2551   90     [1] 	[] 	[0,0,0,0,0]
31   15    75    1662   1982   90     [3] 	[0,1] 	[0,0,0,0,0]
32   15    80    1757   2077   90     [1] 	[1] 	[0,0,1,0,0]
33   30    50    10     330    90     [2] 	[] 	[0,1,0,0,0]
34   30    56    2903   3223   90     [4] 	[1] 	[0,0,0,0,0]
35   28    52    12     332    90     [3] 	[1,4] 	[1,0,0,0,0]
36   14    66    1563   1883   90     [4] 	[0,1] 	[0,0,1,0,0]
37   25    50    36     356    90     [3] 	[0,1] 	[0,0,0,0,0]
38   22    66    2424   2744   90     [2] 	[0,2] 	[0,0,0,0,0]
39   8     62    1465   1785   90     [2] 	[0,2] 	[0,1,0,0,0]
40   23    52    129    449    90     [3] 	[0] 	[0,0,0,0,0]
41   4     55    1367   1687   90     [2] 	[2] 	[0,1,0,0,0]
42   20    50    318    638    90     [1] 	[1,2] 	[0,0,1,0,0]
43   20    55    223    543    90     [4] 	[0,4] 	[0,0,1,0,0]
44   10    35    701    1021   90     [4] 	[4] 	[0,0,1,0,0]
45   10    40    513    833    90     [4] 	[] 	[0,0,1,0,0]
46   8     40    605    925    90     [2] 	[] 	[0,1,0,0,0]
47   8     45    1266   1586   90     [1] 	[1,2] 	[0,0,1,0,0]
48   5     35    796    1116   90     [3] 	[0,4] 	[1,0,0,0,0]
49   5     45    1173   1493   90     [0] 	[] 	[1,0,0,0,0]
50   2     40    891    1211   90     [0] 	[2,4] 	[1,0,0,0,0]
51   0     40    983    1303   90     [4] 	[1] 	[0,0,1,0,0]
52   0     45    1078   1398   90     [3] 	[] 	[1,0,0,0,0]
53   36    18    1739   2059   90     [0] 	[] 	[1,0,0,0,0]
54   35    32    2678   2998   90     [0] 	[] 	[1,0,0,0,0]
55   33    32    2586   2906   90     [4] 	[] 	[0,0,1,0,0]
56   33    35    2493   2813   90     [0] 	[4] 	[0,0,0,0,0]
57   32    20    1833   2153   90     [3] 	[0,1] 	[1,0,0,0,0]
58   30    30    2025   2345   90     [1] 	[] 	[0,0,1,0,0]
59   34    25    1929   2249   90     [1] 	[] 	[0,0,0,0,0]
60   30    35    2400   2720   90     [1] 	[] 	[0,0,1,0,0]
61   36    40    2776   3096   90     [3] 	[4] 	[0,0,0,0,0]
62   48    20    887    1207   90     [1] 	[] 	[0,0,0,0,0]
63   26    32    2212   2532   90     [2] 	[2] 	[0,0,0,0,0]
64   25    30    2120   2440   90     [3] 	[] 	[1,0,0,0,0]
65   25    35    2305   2625   90     [2] 	[2,4] 	[0,0,0,0,0]
66   44    5     1176   1496   90     [0] 	[3] 	[0,0,0,0,0]
67   42    10    1080   1400   90     [4] 	[] 	[0,0,1,0,0]
68   42    15    985    1305   90     [2] 	[] 	[0,1,0,0,0]
69   40    5     1270   1590   90     [4] 	[1] 	[0,0,1,0,0]
70   38    15    1645   1965   90     [0] 	[] 	[1,0,0,0,0]
71   38    5     1362   1682   90     [1] 	[] 	[0,0,1,0,0]
72   38    10    1550   1870   90     [1] 	[] 	[0,0,1,0,0]
73   35    5     1455   1775   90     [2] 	[] 	[0,0,0,0,0]
74   50    30    321    641    90     [1] 	[2] 	[0,0,1,0,0]
75   50    35    40     360    90     [3] 	[1] 	[1,0,0,0,0]
76   50    40    14     334    90     [4] 	[1,4] 	[0,0,0,0,0]
77   48    30    413    733    90     [0] 	[] 	[1,0,0,0,0]
78   44    25    791    1111   90     [2] 	[0,4] 	[0,1,0,0,0]
79   47    35    508    828    90     [0] 	[4] 	[1,0,0,0,0]
80   47    40    12     332    90     [4] 	[] 	[0,0,1,0,0]
81   42    30    696    1016   90     [2] 	[0] 	[0,1,0,0,0]
82   45    35    600    920    90     [2] 	[0,4] 	[0,1,0,0,0]
83   95    30    2241   2561   90     [3] 	[0,4] 	[0,0,0,0,0]
84   95    35    2146   2466   90     [2] 	[] 	[0,0,0,0,0]
85   53    30    228    548    90     [0] 	[3,4] 	[1,0,0,0,0]
86   92    30    2334   2654   90     [0] 	[3,4] 	[0,0,0,0,0]
87   53    35    133    453    90     [4] 	[0,4] 	[0,0,0,0,0]
88   45    65    38     358    90     [1] 	[1,2] 	[0,0,1,0,0]
89   90    35    2051   2371   90     [0] 	[] 	[0,0,0,0,0]
90   72    45    2820   3140   90     [4] 	[4] 	[0,0,1,0,0]
91   78    40    2722   3042   90     [4] 	[] 	[0,0,1,0,0]
92   87    30    2528   2848   90     [4] 	[1] 	[0,0,0,0,0]
93   85    25    2433   2753   90     [0] 	[2,4] 	[1,0,0,0,0]
94   85    35    2623   2943   90     [4] 	[4] 	[0,0,1,0,0]
95   75    55    1845   2165   90     [3] 	[0] 	[1,0,0,0,0]
96   72    55    1752   2072   90     [2] 	[] 	[0,0,0,0,0]
97   70    58    1561   1881   90     [0] 	[4] 	[1,0,0,0,0]
98   86    46    1949   2269   90     [4] 	[] 	[0,0,1,0,0]
99   66    55    1656   1976   90     [2] 	[] 	[0,1,0,0,0]
100  64    46    2955   3275   90     [0] 	[2] 	[0,0,0,0,0]
101  65    60    1466   1786   90     [2] 	[0,4] 	[0,1,0,0,0]
102  56    64    1275   1595   90     [4] 	[1] 	[0,0,1,0,0]
103  60    55    2959   3279   90     [3] 	[0,1] 	[1,0,0,0,0]
104  60    60    1371   1691   90     [4] 	[] 	[0,0,0,0,0]
105  67    85    614    934    90     [0] 	[] 	[1,0,0,0,0]
106  42    58    8      328    90     [2] 	[2,4] 	[0,1,0,0,0]
107  65    82    708    1028   90     [1] 	[] 	[0,0,0,0,0]
108  62    80    801    1121   90     [0] 	[4] 	[1,0,0,0,0]
109  62    40    2921   3241   90     [1] 	[1,2] 	[0,0,1,0,0]
110  60    85    517    837    90     [1] 	[2] 	[0,0,1,0,0]
111  58    75    898    1218   90     [3] 	[] 	[1,0,0,0,0]
