RC202.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    100   55    0      960    0      [1,2,3,4] 	[0,1,2,3,4] 	[3,5,0,5,5]
2    61    94    0      960    0      [1,3,4] 	[0,1] 	[0,4,0,3,4]
3    32    83    0      960    0      [0,1,3,4] 	[] 	[0,0,5,3,2]
4    15    48    0      960    0      [0,1,2,4] 	[2,3,4] 	[3,4,3,3,2]
5    41    92    0      960    0      [0,1,2,3] 	[0,2,3,4] 	[2,0,2,5,2]
6    33    33    0      960    0      [1,2] 	[1] 	[4,0,0,3,2]
7    59    8     0      960    0      [0,1,2] 	[0,1,2,3,4] 	[5,0,2,4,4]
8    47    90    0      960    0      [1,3] 	[0,1,2,3] 	[0,0,0,4,5]
9    22    82    0      960    0      [0,1,2,4] 	[0,4] 	[4,2,3,4,4]
10   76    83    0      960    0      [0,1,3] 	[4] 	[0,0,5,3,5]
11   87    80    0      960    0      [0,2,3,4] 	[0,1,3,4] 	[4,0,5,2,4]
12   72    43    0      960    0      [2,3,4] 	[] 	[0,3,0,5,3]
13   29    77    0      960    0      [0,1,2,3] 	[0,1,3,4] 	[3,0,3,0,4]
14   25    85    0      911    10     [1] 	[0,1] 	[0,0,0,0,1]
15   22    75    0      919    10     [2] 	[] 	[0,0,0,0,0]
16   22    85    0      910    10     [2] 	[1] 	[1,0,0,1,0]
17   20    80    644    764    10     [2] 	[1] 	[1,0,0,1,0]
18   20    85    0      909    10     [2] 	[0] 	[0,0,0,0,0]
19   18    75    388    508    10     [4] 	[0,1] 	[0,0,0,0,0]
20   15    75    0      914    10     [1] 	[] 	[0,0,0,0,1]
21   15    80    367    487    10     [1] 	[] 	[0,0,0,0,1]
22   10    35    371    491    10     [4] 	[] 	[0,0,0,0,0]
23   10    40    519    639    10     [4] 	[] 	[0,0,0,0,0]
24   8     40    195    315    10     [3] 	[] 	[0,0,0,0,1]
25   8     45    0      917    10     [0] 	[] 	[0,0,0,0,0]
26   5     35    653    773    10     [2] 	[1] 	[1,0,0,1,0]
27   5     45    35     155    10     [0] 	[3,4] 	[0,0,0,0,0]
28   2     40    174    294    10     [2] 	[] 	[0,0,0,0,0]
29   0     40    255    375    10     [2] 	[0,1] 	[1,0,0,0,0]
30   0     45    703    823    10     [0] 	[3] 	[0,0,1,1,0]
31   44    5     335    455    10     [3] 	[] 	[0,0,0,0,1]
32   42    10    254    374    10     [3] 	[1,4] 	[0,0,0,1,0]
33   42    15    537    657    10     [1] 	[2] 	[0,0,0,0,0]
34   40    5     0      905    10     [3] 	[4] 	[0,0,0,0,0]
35   40    15    375    495    10     [3] 	[3] 	[0,0,0,0,1]
36   38    5     201    321    10     [3] 	[3] 	[0,0,0,0,1]
37   38    15    681    801    10     [2] 	[0] 	[1,0,0,0,0]
38   35    5     784    904    10     [4] 	[] 	[0,1,0,0,0]
39   95    30    0      891    10     [0] 	[3] 	[0,0,0,1,0]
40   95    35    146    266    10     [4] 	[0,1] 	[0,1,0,0,0]
41   92    30    149    269    10     [1] 	[1] 	[0,0,0,0,1]
