R109.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    27    85    0      230    0      [0,2] 	[] 	[0,0,3,3,0]
2    98    47    0      230    0      [2,4] 	[2,4] 	[0,3,5,5,0]
3    45    9     0      230    0      [0,1,2,3] 	[] 	[0,0,5,4,2]
4    63    15    0      230    0      [0,1,3,4] 	[0,2] 	[0,0,2,3,5]
5    49    30    0      230    0      [1,2,3,4] 	[1,4] 	[0,4,0,5,3]
6    40    42    0      230    0      [0,1,3,4] 	[0,2,3,4] 	[0,4,2,2,2]
7    99    8     0      230    0      [1,3] 	[0,2,3] 	[0,4,0,3,2]
8    33    36    0      230    0      [0,1,2,4] 	[4] 	[0,4,5,0,0]
9    61    80    0      230    0      [1,4] 	[4] 	[0,2,3,0,5]
10   89    45    0      230    0      [3,4] 	[0,3,4] 	[0,4,5,0,0]
11   60    99    0      230    0      [0,1,2,3] 	[0,1,2,3,4] 	[0,4,4,3,2]
12   61    13    0      230    0      [0,1,2,4] 	[0,3] 	[0,3,0,0,3]
13   53    78    0      230    0      [1,2,3] 	[0,2] 	[0,3,0,5,4]
14   41    49    133    198    10     [4] 	[3,4] 	[0,1,1,0,0]
15   35    17    22     87     10     [1] 	[2] 	[0,1,0,0,1]
16   55    45    98     143    10     [4] 	[] 	[0,1,0,0,0]
17   55    20    123    184    10     [2] 	[] 	[0,0,0,1,0]
18   15    30    20     93     10     [0] 	[3,4] 	[0,0,0,0,0]
19   25    30    76     131    10     [0] 	[4] 	[0,0,1,0,0]
20   20    50    61     110    10     [3] 	[] 	[0,0,0,1,0]
21   10    43    75     124    10     [4] 	[] 	[0,0,0,0,0]
22   55    60    74     129    10     [4] 	[] 	[0,1,0,0,0]
23   30    60    107    150    10     [3] 	[] 	[0,0,0,1,0]
24   20    65    42     101    10     [0] 	[4] 	[0,0,1,0,0]
25   50    35    38     97     10     [1] 	[0,3] 	[0,0,0,0,1]
26   30    25    131    196    10     [4] 	[3] 	[0,1,0,0,0]
27   15    10    32     114    10     [3] 	[] 	[0,0,0,0,0]
28   30    5     35     96     10     [2] 	[1] 	[0,0,0,1,0]
29   10    20    52     107    10     [1] 	[] 	[0,1,0,0,0]
30   5     30    124    189    10     [4] 	[3] 	[0,0,0,0,0]
31   20    40    69     114    10     [1] 	[3] 	[0,0,0,0,1]
32   15    60    52     109    10     [0] 	[2] 	[0,0,1,0,0]
33   45    65    105    156    10     [0] 	[2,4] 	[0,0,0,0,0]
34   45    20    37     96     10     [3] 	[0] 	[0,0,0,0,0]
35   45    10    76     127    10     [2] 	[3] 	[0,0,0,0,0]
36   55    5     43     102    10     [1] 	[0] 	[0,1,0,0,1]
37   65    35    124    190    10     [3] 	[] 	[0,0,0,1,0]
38   65    20    121    186    10     [3] 	[0,3] 	[0,0,0,1,0]
39   45    30    112    161    10     [0] 	[3] 	[0,0,1,0,0]
40   35    40    8      75     10     [3] 	[3] 	[0,0,0,1,0]
41   41    37    11     76     10     [2] 	[] 	[0,0,0,1,0]
42   64    42    37     98     10     [3] 	[] 	[0,0,0,1,0]
43   40    60    49     102    10     [2] 	[2] 	[0,0,0,1,0]
44   31    52    24     85     10     [1] 	[0,3] 	[0,0,0,0,0]
45   35    69    116    175    10     [2] 	[1,3] 	[0,0,0,1,0]
46   53    52    24     92     10     [3] 	[] 	[0,0,0,1,0]
47   65    55    96     147    10     [3] 	[] 	[0,0,0,1,0]
48   63    65    116    178    10     [1] 	[0,3] 	[0,1,0,0,0]
49   2     60    41     112    10     [2] 	[2,3] 	[0,0,0,1,0]
50   20    20    113    164    10     [2] 	[3] 	[0,0,0,1,0]
51   5     5     60     115    10     [1] 	[0] 	[0,0,0,0,1]
52   60    12    33     110    10     [2] 	[3] 	[0,0,0,1,0]
53   40    25    65     114    10     [3] 	[3] 	[0,0,0,1,0]
54   42    7     72     131    10     [0] 	[3,4] 	[0,0,1,0,0]
55   24    12    25     91     10     [3] 	[0,3] 	[0,0,0,1,0]
56   23    3     111    162    10     [1] 	[0,2] 	[0,1,0,0,1]
57   11    14    45     102    10     [3] 	[0,3] 	[0,0,0,1,0]
58   6     38    29     99     10     [4] 	[3,4] 	[0,0,0,0,0]
59   2     48    92     151    10     [0] 	[2,4] 	[0,0,1,0,0]
60   8     56    34     105    10     [4] 	[4] 	[0,0,1,0,0]
61   13    52    128    192    10     [0] 	[2,3] 	[0,0,1,0,0]
62   6     68    93     132    10     [3] 	[] 	[0,0,0,1,0]
63   47    47    102    155    10     [3] 	[] 	[0,0,0,1,0]
64   49    58    64     121    10     [3] 	[0] 	[0,0,0,0,0]
65   27    43    26     87     10     [0] 	[] 	[0,0,1,0,0]
66   37    31    75     124    10     [3] 	[0] 	[0,0,0,0,0]
67   57    29    118    171    10     [2] 	[1,3] 	[0,0,0,1,0]
68   63    23    111    170    10     [4] 	[4] 	[0,0,0,0,0]
69   53    12    106    163    10     [1] 	[0,3] 	[0,0,0,0,0]
70   32    12    77     134    10     [2] 	[] 	[0,0,0,1,0]
71   36    26    147    210    10     [2] 	[1,3] 	[0,0,0,1,0]
72   21    24    17     100    10     [4] 	[4] 	[0,1,0,0,0]
73   17    34    134    199    10     [3] 	[0] 	[0,0,0,1,0]
74   12    24    55     106    10     [0] 	[] 	[0,0,1,0,0]
75   24    58    30     95     10     [1] 	[2] 	[0,1,0,0,1]
76   27    69    34     103    10     [1] 	[3] 	[0,1,0,0,1]
77   15    77    48     107    10     [1] 	[3] 	[0,1,0,0,1]
78   62    77    49     113    10     [2] 	[3] 	[0,0,0,1,0]
79   49    73    104    159    10     [0] 	[2] 	[0,0,1,0,0]
80   67    5     59     116    10     [3] 	[0,3] 	[0,0,0,1,0]
81   56    39    117    176    10     [1] 	[] 	[0,0,0,0,1]
82   37    47    23     86     10     [0] 	[2,4] 	[0,0,1,0,0]
83   37    56    123    198    10     [0] 	[3,4] 	[0,0,1,0,0]
84   57    68    54     109    10     [2] 	[] 	[0,0,0,1,0]
85   47    16    22     96     10     [4] 	[] 	[0,1,1,0,0]
86   44    17    56     109    10     [2] 	[] 	[0,0,0,1,0]
87   46    13    123    184    10     [4] 	[3,4] 	[0,0,0,0,0]
88   49    11    45     102    10     [4] 	[] 	[0,0,1,0,0]
89   49    42    52     103    10     [1] 	[2] 	[0,0,0,0,0]
90   53    43    136    200    10     [2] 	[1,2] 	[0,0,0,0,0]
91   61    52    71     130    10     [4] 	[3,4] 	[0,0,0,0,0]
92   57    48    72     121    10     [0] 	[] 	[0,0,1,0,0]
93   56    37    135    198    10     [1] 	[0] 	[0,1,0,0,1]
94   55    54    78     119    10     [1] 	[] 	[0,0,0,0,1]
95   15    47    29     90     10     [0] 	[2] 	[0,0,0,0,0]
96   14    37    21     89     10     [0] 	[3,4] 	[0,0,1,0,0]
97   11    31    81     130    10     [0] 	[] 	[0,0,1,0,0]
98   16    22    70     121    10     [2] 	[] 	[0,0,0,0,0]
99   4     18    74     123    10     [2] 	[1] 	[0,0,0,1,0]
100  28    18    79     116    10     [3] 	[3] 	[0,0,0,0,0]
101  26    52    50     107    10     [2] 	[2,3] 	[0,0,0,1,0]
102  26    35    139    211    10     [2] 	[] 	[0,0,0,0,0]
103  31    67    73     126    10     [3] 	[3] 	[0,0,0,1,0]
104  15    19    132    194    10     [2] 	[1,2] 	[0,0,0,1,0]
105  22    22    18     88     10     [4] 	[] 	[0,1,1,0,0]
106  18    24    129    199    10     [2] 	[] 	[0,0,0,0,0]
107  26    27    81     128    10     [3] 	[] 	[0,0,0,1,0]
108  25    24    14     78     10     [4] 	[3] 	[0,0,0,0,0]
109  22    27    114    165    10     [0] 	[2,4] 	[0,0,1,0,0]
110  25    21    115    160    10     [2] 	[1,2] 	[0,0,0,1,0]
111  19    21    32     93     10     [4] 	[3,4] 	[0,1,1,0,0]
112  20    26    60     115    10     [2] 	[3] 	[0,0,0,1,0]
113  18    18    123    195    10     [2] 	[3] 	[0,0,0,0,0]
