C201.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    52    78    0      3390   0      [1,3] 	[2,3] 	[0,0,4,0,3]
2    83    86    0      3390   0      [0,1,3] 	[1,3,4] 	[5,0,3,0,5]
3    60    16    0      3390   0      [0,1,3] 	[0,2,4] 	[2,0,5,0,3]
4    60    1     0      3390   0      [0,1,2,3] 	[0,2,4] 	[0,2,4,0,4]
5    75    59    0      3390   0      [0,3] 	[2,4] 	[0,0,3,0,4]
6    20    30    0      3390   0      [3,4] 	[1,2,3,4] 	[0,0,3,0,4]
7    24    59    0      3390   0      [0,4] 	[0,2,4] 	[0,0,2,0,2]
8    77    29    0      3390   0      [0,2,3] 	[1,3] 	[5,5,2,0,0]
9    13    53    0      3390   0      [1,3] 	[1,3] 	[0,0,4,0,4]
10   76    58    0      3390   0      [0,2,4] 	[0,4] 	[0,4,3,0,4]
11   76    81    0      3390   0      [1,2,4] 	[] 	[3,3,4,0,5]
12   82    15    0      3390   0      [0,2,3] 	[4] 	[5,0,0,0,2]
13   68    15    0      3390   0      [1,3] 	[0,1,2,3] 	[3,0,3,0,0]
14   52    75    311    471    90     [0] 	[0,2] 	[0,0,0,0,0]
15   45    70    213    373    90     [2] 	[0,1] 	[1,1,0,0,0]
16   62    69    1167   1327   90     [0] 	[2,4] 	[1,0,0,0,1]
17   60    66    1261   1421   90     [4] 	[] 	[0,0,1,0,0]
18   42    65    25     185    90     [0] 	[] 	[1,0,0,0,1]
19   16    42    497    657    90     [4] 	[2,4] 	[0,0,0,0,1]
20   58    70    1073   1233   90     [0] 	[] 	[1,0,0,0,1]
21   34    60    2887   3047   90     [4] 	[2] 	[0,0,0,0,0]
22   28    70    2601   2761   90     [2] 	[] 	[1,0,0,0,0]
23   35    66    2791   2951   90     [2] 	[0,1] 	[0,0,0,0,0]
24   35    69    2698   2858   90     [3] 	[2,3] 	[0,0,1,0,1]
25   25    85    2119   2279   90     [3] 	[2,3] 	[0,0,0,0,1]
26   22    75    2405   2565   90     [2] 	[0] 	[0,0,0,0,0]
27   22    85    2026   2186   90     [3] 	[1,3] 	[0,0,1,0,0]
28   20    80    2216   2376   90     [2] 	[] 	[1,1,0,0,0]
29   20    85    1934   2094   90     [2] 	[0,1] 	[1,1,0,0,0]
30   18    75    2311   2471   90     [2] 	[0,1] 	[0,1,0,0,0]
31   15    75    1742   1902   90     [4] 	[] 	[0,0,1,0,1]
32   15    80    1837   1997   90     [0] 	[] 	[0,0,0,0,0]
33   30    50    10     170    90     [2] 	[0] 	[1,1,0,0,0]
34   30    56    2983   3143   90     [0] 	[2,4] 	[0,0,0,0,0]
35   28    52    22     182    90     [0] 	[4] 	[1,0,0,0,0]
36   14    66    1643   1803   90     [4] 	[4] 	[0,0,0,0,0]
37   25    50    116    276    90     [2] 	[0] 	[1,1,0,0,0]
