RC206.100_13-5-5-5

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
13      5       5       5

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    55    2     0      960    0      [2,3] 	[0,1,2] 	[0,2,3,0,4]
2    82    12    0      960    0      [0,2,3,4] 	[0,1,2,3] 	[5,5,0,2,0]
3    51    97    0      960    0      [2,3,4] 	[] 	[0,0,2,0,4]
4    45    75    0      960    0      [1,3] 	[0,1,3,4] 	[5,3,5,0,5]
5    47    66    0      960    0      [0,2,4] 	[0,1,2,3] 	[0,4,0,3,2]
6    29    44    0      960    0      [2,3] 	[] 	[0,4,2,0,0]
7    2     58    0      960    0      [0,1] 	[1,2,3] 	[4,4,0,3,4]
8    47    15    0      960    0      [0,4] 	[] 	[5,5,0,5,5]
9    30    60    0      960    0      [1,2,3] 	[1,2,3,4] 	[4,4,0,0,0]
10   77    1     0      960    0      [1,3,4] 	[0,1,3,4] 	[2,2,2,0,4]
11   46    21    0      960    0      [0,1,3] 	[] 	[5,0,5,0,0]
12   79    42    0      960    0      [1,3,4] 	[0,1,3,4] 	[2,4,2,0,4]
13   14    72    0      960    0      [0,1,2,3] 	[0,1,2,3] 	[5,2,2,4,4]
14   25    85    613    853    10     [0] 	[] 	[0,0,0,0,0]
15   22    75    92     332    10     [2] 	[] 	[0,0,0,0,0]
16   22    85    411    651    10     [0] 	[] 	[0,0,0,1,0]
17   20    80    584    824    10     [4] 	[0,3] 	[1,0,0,0,0]
18   20    85    40     280    10     [4] 	[0,3] 	[0,0,0,0,0]
19   18    75    328    568    10     [2] 	[2] 	[0,0,1,0,0]
20   15    75    240    480    10     [0] 	[] 	[0,0,0,0,0]
21   15    80    307    547    10     [2] 	[] 	[0,0,1,0,0]
22   10    35    311    551    10     [1] 	[] 	[1,0,0,0,0]
23   10    40    459    699    10     [2] 	[] 	[0,0,1,0,1]
24   8     40    135    375    10     [1] 	[3,4] 	[1,0,0,0,0]
25   8     45    163    403    10     [2] 	[] 	[0,0,1,0,0]
26   5     35    593    833    10     [2] 	[1,2] 	[0,0,0,0,1]
27   5     45    35     275    10     [4] 	[1] 	[0,0,0,0,0]
28   2     40    114    354    10     [1] 	[3,4] 	[0,0,0,0,0]
29   0     40    195    435    10     [1] 	[1,3] 	[1,0,0,0,0]
30   0     45    643    883    10     [2] 	[] 	[0,0,1,0,1]
31   44    5     275    515    10     [1] 	[] 	[1,0,0,0,1]
32   42    10    194    434    10     [0] 	[] 	[0,0,0,1,0]
33   42    15    477    717    10     [1] 	[1,4] 	[0,0,0,0,1]
34   40    5     155    395    10     [1] 	[] 	[1,0,0,0,1]
35   40    15    315    555    10     [3] 	[] 	[0,1,1,0,0]
36   38    5     141    381    10     [1] 	[] 	[0,0,0,0,1]
37   38    15    621    861    10     [1] 	[] 	[1,0,0,0,0]
38   35    5     664    904    10     [0] 	[3] 	[0,0,0,0,0]
39   95    30    469    709    10     [3] 	[0] 	[0,0,1,0,0]
